,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,25,189.9,2023-05-26
1,1,1,25,198.7,2023-05-26
2,2,2,25,209.9,2023-05-26
3,3,3,24,130.9,2023-05-26
4,4,4,24,180.8,2023-05-26
5,5,5,24,211.3,2023-05-26
6,6,6,22,189.2,2023-05-26
7,7,7,24,161.9,2023-05-26
8,8,8,25,179.6,2023-05-26
9,9,9,24,171.0,2023-05-26
10,10,10,26,221.4,2023-05-26
11,11,11,25,185.3,2023-05-26
12,12,12,22,149.0,2023-05-26
13,13,13,22,154.6,2023-05-26
14,14,14,25,153.4,2023-05-26
15,15,15,20,83.6,2023-05-26
16,16,16,23,137.4,2023-05-26
17,17,17,21,157.5,2023-05-26
18,18,18,21,136.3,2023-05-26
19,19,19,25,163.0,2023-05-26
20,20,20,22,156.3,2023-05-26
21,21,21,24,166.9,2023-05-26
22,22,22,24,182.4,2023-05-26
23,23,23,23,143.7,2023-05-26
24,24,24,23,140.0,2023-05-26
25,25,25,22,133.4,2023-05-26
26,26,26,23,124.6,2023-05-26
27,27,27,23,146.6,2023-05-26
28,28,28,24,160.2,2023-05-26
29,29,29,24,141.5,2023-05-26
30,30,30,24,177.7,2023-05-26
31,31,31,22,129.9,2023-05-26
32,32,32,21,98.6,2023-05-26
33,33,33,24,157.7,2023-05-26
34,34,34,21,62.5,2023-05-26
35,35,35,23,165.1,2023-05-26
36,36,36,25,204.5,2023-05-26
37,37,37,22,112.0,2023-05-26
38,38,38,24,205.4,2023-05-26
39,39,39,24,179.8,2023-05-26
40,40,40,22,117.7,2023-05-26
41,41,41,19,114.0,2023-05-26
42,42,42,24,158.0,2023-05-26
43,43,43,25,177.4,2023-05-26
44,44,44,25,153.4,2023-05-26
45,45,45,22,98.5,2023-05-26
46,46,46,22,121.8,2023-05-26
47,47,47,24,141.8,2023-05-26
48,48,48,24,156.0,2023-05-26
49,49,49,24,181.5,2023-05-26
50,50,50,20,77.5,2023-05-26
51,51,51,24,146.9,2023-05-26
52,52,52,24,146.3,2023-05-26
53,53,53,22,106.9,2023-05-26
54,54,54,21,86.1,2023-05-26
55,55,55,22,112.7,2023-05-26
56,56,56,20,128.0,2023-05-26
57,57,57,22,126.1,2023-05-26
58,58,58,22,141.1,2023-05-26
59,59,59,23,142.5,2023-05-26
60,60,60,22,116.6,2023-05-26
