,Unnamed: 0,level,power,date
0,0,30,501.5,2023-05-27
1,1,30,459.6,2023-05-27
2,2,30,483.1,2023-05-27
3,3,30,497.1,2023-05-27
4,4,30,542.9,2023-05-27
5,5,28,368.2,2023-05-27
6,6,27,431.6,2023-05-27
7,7,26,274.8,2023-05-27
8,8,26,220.7,2023-05-27
9,9,30,568.4,2023-05-27
10,10,29,316.5,2023-05-27
11,11,30,469.8,2023-05-27
12,12,29,420.2,2023-05-27
13,13,27,380.2,2023-05-27
14,14,28,340.2,2023-05-27
15,15,26,325.4,2023-05-27
16,16,27,309.5,2023-05-27
17,17,24,203.5,2023-05-27
18,18,30,433.6,2023-05-27
19,19,28,397.8,2023-05-27
20,20,30,434.4,2023-05-27
21,21,29,347.1,2023-05-27
22,22,30,443.8,2023-05-27
23,23,30,389.3,2023-05-27
24,24,27,396.6,2023-05-27
25,25,28,351.1,2023-05-27
26,26,29,399.9,2023-05-27
27,27,28,404.3,2023-05-27
28,28,21,124.6,2023-05-27
29,29,27,299.9,2023-05-27
30,30,28,345.8,2023-05-27
31,31,29,323.5,2023-05-27
32,32,29,342.1,2023-05-27
33,33,29,333.4,2023-05-27
34,34,30,452.2,2023-05-27
35,35,27,273.0,2023-05-27
36,36,26,199.2,2023-05-27
37,37,25,215.5,2023-05-27
38,38,28,299.8,2023-05-27
39,39,22,113.6,2023-05-27
40,40,26,218.0,2023-05-27
41,41,28,295.1,2023-05-27
42,42,21,81.1,2023-05-27
43,43,27,224.1,2023-05-27
44,44,28,266.8,2023-05-27
45,45,28,312.7,2023-05-27
46,46,25,217.6,2023-05-27
47,47,30,418.3,2023-05-27
48,48,29,336.8,2023-05-27
49,49,28,255.6,2023-05-27
50,50,28,362.1,2023-05-27
51,51,30,374.0,2023-05-27
52,52,30,432.3,2023-05-27
53,53,30,562.0,2023-05-27
54,54,27,278.2,2023-05-27
