,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,457.3,2023-05-24
1,1,1,1,1,30,668.0,2023-05-24
2,2,2,2,2,30,517.5,2023-05-24
3,3,3,3,3,29,316.8,2023-05-24
4,4,4,4,4,30,368.3,2023-05-24
5,5,5,5,5,30,376.9,2023-05-24
6,6,6,6,6,30,342.3,2023-05-24
7,7,7,7,7,28,311.4,2023-05-24
8,8,8,8,8,28,308.0,2023-05-24
9,9,9,9,9,27,286.3,2023-05-24
10,10,10,10,10,27,263.1,2023-05-24
11,11,11,11,11,25,274.3,2023-05-24
12,12,12,12,12,27,274.6,2023-05-24
13,13,13,13,13,28,323.2,2023-05-24
14,14,14,14,14,30,406.5,2023-05-24
15,15,15,15,15,29,328.9,2023-05-24
16,16,16,16,16,28,306.0,2023-05-24
17,17,17,17,17,30,384.8,2023-05-24
18,18,18,18,18,30,404.7,2023-05-24
19,19,19,19,19,29,260.0,2023-05-24
20,20,20,20,20,30,490.1,2023-05-24
21,21,21,21,21,29,347.0,2023-05-24
22,22,22,22,22,30,387.6,2023-05-24
23,23,23,23,23,30,402.2,2023-05-24
24,24,24,24,24,30,443.0,2023-05-24
25,25,25,25,25,29,324.1,2023-05-24
26,26,26,26,26,30,396.6,2023-05-24
27,27,27,27,27,30,442.9,2023-05-24
28,28,28,28,28,28,373.5,2023-05-24
29,29,29,29,29,29,353.6,2023-05-24
30,30,30,30,30,30,391.1,2023-05-24
31,31,31,31,31,29,353.6,2023-05-24
32,32,32,32,32,27,237.0,2023-05-24
33,33,33,33,33,30,389.4,2023-05-24
34,34,34,34,34,27,321.3,2023-05-24
35,35,35,35,35,29,395.0,2023-05-24
36,36,36,36,36,29,416.6,2023-05-24
37,37,37,37,37,29,345.6,2023-05-24
38,38,38,38,38,29,347.0,2023-05-24
39,39,39,39,39,28,321.7,2023-05-24
40,40,40,40,40,30,358.8,2023-05-24
41,41,41,41,41,27,233.7,2023-05-24
42,42,42,42,42,29,369.2,2023-05-24
43,43,43,43,43,30,316.8,2023-05-24
44,44,44,44,44,27,250.1,2023-05-24
45,45,45,45,45,28,307.0,2023-05-24
46,46,46,46,46,29,271.3,2023-05-24
47,47,47,47,47,28,282.4,2023-05-24
48,48,48,48,48,27,267.2,2023-05-24
49,49,49,49,49,28,326.3,2023-05-24
50,50,50,50,50,28,407.6,2023-05-24
51,51,51,51,51,28,302.6,2023-05-24
52,52,52,52,52,29,323.3,2023-05-24
53,53,53,53,53,22,159.8,2023-05-24
54,54,54,54,54,28,313.1,2023-05-24
55,55,55,55,55,26,209.4,2023-05-24
56,56,56,56,56,25,247.3,2023-05-24
57,57,57,57,57,26,235.2,2023-05-24
58,58,58,58,58,28,308.8,2023-05-24
59,59,59,59,59,27,342.7,2023-05-24
60,60,60,60,60,28,297.5,2023-05-24
61,61,61,61,61,25,181.0,2023-05-24
62,62,62,62,62,24,202.5,2023-05-24
63,63,63,63,63,25,208.6,2023-05-24
64,64,64,64,64,26,176.6,2023-05-24
65,65,65,65,65,27,208.8,2023-05-24
66,66,66,66,66,26,295.6,2023-05-24
67,67,67,67,67,28,299.0,2023-05-24
68,68,68,68,68,28,359.8,2023-05-24
69,69,69,69,69,25,188.4,2023-05-24
