,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,346.1,2023-05-24
1,1,1,1,30,533.0,2023-05-24
2,2,2,2,29,313.5,2023-05-24
3,3,3,3,30,511.5,2023-05-24
4,4,4,4,29,333.6,2023-05-24
5,5,5,5,29,354.7,2023-05-24
6,6,6,6,28,394.2,2023-05-24
7,7,7,7,26,239.2,2023-05-24
8,8,8,8,28,351.8,2023-05-24
9,9,9,9,28,294.7,2023-05-24
10,10,10,10,27,289.4,2023-05-24
11,11,11,11,24,303.7,2023-05-24
12,12,12,12,23,267.1,2023-05-24
13,13,13,13,29,337.8,2023-05-24
14,14,14,14,29,349.3,2023-05-24
15,15,15,15,27,371.7,2023-05-24
16,16,16,16,26,287.0,2023-05-24
17,17,17,17,27,235.9,2023-05-24
18,18,18,18,27,316.9,2023-05-24
19,19,19,19,29,364.6,2023-05-24
20,20,20,20,26,278.3,2023-05-24
21,21,21,21,26,251.1,2023-05-24
22,22,22,22,28,363.7,2023-05-24
23,23,23,23,27,357.3,2023-05-24
24,24,24,24,25,246.5,2023-05-24
25,25,25,25,26,273.1,2023-05-24
26,26,26,26,25,190.9,2023-05-24
27,27,27,27,28,321.1,2023-05-24
28,28,28,28,23,127.6,2023-05-24
29,29,29,29,25,285.5,2023-05-24
30,30,30,30,28,347.7,2023-05-24
31,31,31,31,21,225.0,2023-05-24
32,32,32,32,24,243.5,2023-05-24
33,33,33,33,23,224.6,2023-05-24
34,34,34,34,26,209.5,2023-05-24
35,35,35,35,28,355.4,2023-05-24
36,36,36,36,24,248.4,2023-05-24
37,37,37,37,25,285.6,2023-05-24
38,38,38,38,27,274.0,2023-05-24
39,39,39,39,26,253.4,2023-05-24
40,40,40,40,25,230.6,2023-05-24
41,41,41,41,23,127.6,2023-05-24
42,42,42,42,29,345.9,2023-05-24
43,43,43,43,26,272.4,2023-05-24
44,44,44,44,26,248.2,2023-05-24
45,45,45,45,26,189.6,2023-05-24
46,46,46,46,24,277.2,2023-05-24
47,47,47,47,26,247.9,2023-05-24
48,48,48,48,24,211.3,2023-05-24
49,49,49,49,23,239.4,2023-05-24
50,50,50,50,25,248.9,2023-05-24
51,51,51,51,26,190.8,2023-05-24
52,52,52,52,24,163.0,2023-05-24
53,53,53,53,26,236.4,2023-05-24
54,54,54,54,21,85.9,2023-05-24
55,55,55,55,26,175.5,2023-05-24
56,56,56,56,24,281.6,2023-05-24
