,Unnamed: 0,level,power,date
0,0,30,1001.0,2023-05-24
1,1,30,595.2,2023-05-24
2,2,30,375.2,2023-05-24
3,3,29,318.4,2023-05-24
4,4,30,672.1,2023-05-24
5,5,30,695.0,2023-05-24
6,6,30,471.8,2023-05-24
7,7,30,453.1,2023-05-24
8,8,30,416.1,2023-05-24
9,9,30,381.0,2023-05-24
10,10,29,425.9,2023-05-24
11,11,29,374.4,2023-05-24
12,12,29,338.7,2023-05-24
13,13,29,286.7,2023-05-24
14,14,27,276.8,2023-05-24
15,15,25,159.4,2023-05-24
16,16,24,226.0,2023-05-24
17,17,29,333.5,2023-05-24
18,18,28,285.7,2023-05-24
19,19,30,376.6,2023-05-24
20,20,27,387.8,2023-05-24
21,21,29,375.2,2023-05-24
22,22,27,237.8,2023-05-24
23,23,29,372.0,2023-05-24
24,24,29,310.9,2023-05-24
25,25,26,295.1,2023-05-24
26,26,29,381.7,2023-05-24
27,27,30,432.7,2023-05-24
28,28,28,317.6,2023-05-24
29,29,24,331.0,2023-05-24
30,30,30,442.8,2023-05-24
31,31,30,448.4,2023-05-24
32,32,29,282.5,2023-05-24
33,33,29,342.7,2023-05-24
34,34,29,337.5,2023-05-24
35,35,27,296.2,2023-05-24
36,36,27,295.1,2023-05-24
37,37,30,430.5,2023-05-24
38,38,29,345.8,2023-05-24
39,39,30,434.7,2023-05-24
40,40,30,420.6,2023-05-24
41,41,27,264.5,2023-05-24
42,42,30,413.5,2023-05-24
43,43,30,479.2,2023-05-24
44,44,30,349.5,2023-05-24
45,45,30,437.6,2023-05-24
46,46,29,358.9,2023-05-24
47,47,28,394.4,2023-05-24
48,48,28,286.0,2023-05-24
49,49,30,446.9,2023-05-24
50,50,28,302.2,2023-05-24
51,51,29,354.5,2023-05-24
52,52,26,263.0,2023-05-24
53,53,26,223.3,2023-05-24
54,54,27,298.9,2023-05-24
55,55,26,208.5,2023-05-24
56,56,26,290.5,2023-05-24
57,57,27,266.4,2023-05-24
58,58,27,305.7,2023-05-24
59,59,27,268.0,2023-05-24
60,60,26,240.4,2023-05-24
61,61,27,284.5,2023-05-24
62,62,27,353.9,2023-05-24
63,63,24,264.6,2023-05-24
64,64,25,289.5,2023-05-24
65,65,26,201.7,2023-05-24
