,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,381.0,2023-05-10
1,1,1,1,1,28,287.8,2023-05-10
2,2,2,2,2,27,348.8,2023-05-10
3,3,3,3,3,27,328.4,2023-05-10
4,4,4,4,4,28,371.6,2023-05-10
5,5,5,5,5,29,339.3,2023-05-10
6,6,6,6,6,29,337.1,2023-05-10
7,7,7,7,7,28,324.5,2023-05-10
8,8,8,8,8,28,312.5,2023-05-10
9,9,9,9,9,28,283.9,2023-05-10
10,10,10,10,10,27,235.2,2023-05-10
11,11,11,11,11,26,293.5,2023-05-10
12,12,12,12,12,26,209.7,2023-05-10
13,13,13,13,13,25,204.9,2023-05-10
14,14,14,14,14,24,258.7,2023-05-10
15,15,15,15,15,24,216.1,2023-05-10
16,16,16,16,16,25,247.9,2023-05-10
17,17,17,17,17,26,252.5,2023-05-10
18,18,18,18,18,29,384.6,2023-05-10
19,19,19,19,19,27,208.7,2023-05-10
20,20,20,20,20,27,338.8,2023-05-10
21,21,21,21,21,27,221.1,2023-05-10
22,22,22,22,22,25,288.7,2023-05-10
23,23,23,23,23,28,311.3,2023-05-10
24,24,24,24,24,27,295.5,2023-05-10
25,25,25,25,25,26,224.8,2023-05-10
26,26,26,26,26,26,210.5,2023-05-10
27,27,27,27,27,25,232.1,2023-05-10
28,28,28,28,28,26,257.8,2023-05-10
29,29,29,29,29,24,188.4,2023-05-10
30,30,30,30,30,21,121.8,2023-05-10
31,31,31,31,31,24,176.8,2023-05-10
32,32,32,32,32,25,238.3,2023-05-10
33,33,33,33,33,23,224.4,2023-05-10
34,34,34,34,34,25,235.3,2023-05-10
35,35,35,35,35,23,214.3,2023-05-10
36,36,36,36,36,28,300.3,2023-05-10
37,37,37,37,37,28,283.4,2023-05-10
38,38,38,38,38,29,473.0,2023-05-10
39,39,39,39,39,26,272.4,2023-05-10
40,40,40,40,40,26,185.8,2023-05-10
41,41,41,41,41,26,194.0,2023-05-10
42,42,42,42,42,25,229.8,2023-05-10
43,43,43,43,43,28,319.6,2023-05-10
44,44,44,44,44,28,284.3,2023-05-10
45,45,45,45,45,23,205.6,2023-05-10
46,46,46,46,46,19,102.0,2023-05-10
47,47,47,47,47,23,113.0,2023-05-10
48,48,48,48,48,26,164.9,2023-05-10
