,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S2,かるだの,34400,True,S5,奇兵隊,31761
1,S11,しす派,36600,True,S33,九州探題,32200
2,S10,威風堂々,32200,False,S17,赤兎馬,32200
3,S7,風林火山,34400,True,S1,sakura,32200
4,S19,絆2,30000,False,S46,紅龍,29700
5,S27,百鬼夜行鳳凰,27800,False,S29,xxx,27500
6,S13,孤軍奮闘,32200,True,S8,おつかべ同盟,34400
7,S33,九州探題,32200,False,S11,しす派,36600
8,S4,涼風一陣,36600,False,S9,傾奇者,33900
9,S11,土佐の山間,30000,True,S15,雅,29822
10,S6,鬼ヶ島,30000,True,S44,毎日が本能寺,30200
11,S17,赤兎馬,32200,True,S10,威風堂々,32200
12,S8,おつかべ同盟,34400,False,S13,孤軍奮闘,32200
13,S31,金色の皇翼,30000,False,S1,風の如く,29500
14,S1,sakura,32200,False,S7,風林火山,34400
15,S15,一網打尽,32200,True,S35,太郎丸,31900
16,S9,傾奇者,33900,True,S4,涼風一陣,36600
17,S3,円山動物園,31700,False,S43,殺罰,30700
18,S1,風の如く,29500,True,S31,金色の皇翼,30000
19,S25,鷹の団,29500,True,S7,続、不協和音,29900
20,S23,和敬静寂,27300,False,S35,光風霽月,27000
21,S9,傾奇者皇,29500,True,S21,新日薙帝國,29500
22,S8,九州同盟,27248,True,S13,念仏喫茶,27536
23,S3,姫桜,33900,True,S17,チョコ,32100
24,S15,覇将府,22900,True,S21,ゆる〜く,20700
25,S11,風林火山,27300,True,S35,ZOO,27500
26,S1,ショッカー,31639,True,S10,一人旅,30200
27,S5,奇兵隊,31761,False,S2,かるだの,34400
28,S4,如水,29463,True,S6,里見八犬伝,29537
29,S6,里見八犬伝,29537,False,S4,如水,29463
30,S25,勝鬨で候,25100,False,S31,ゼロ魔,25800
31,S21,新日薙帝國,29500,False,S9,傾奇者皇,29500
32,S10,魔苦土那瑠怒,24600,False,S2,天下蒼生,24800
33,S7,合肥,29042,True,S10,千本桜零鬼,28700
34,S33,最後の晩餐,31200,True,S13,明鏡止水,30700
35,S27,戦国の花,31200,True,S23,神乃一族,30770
36,S8,大日本帝國,31200,False,S5,たけのこの里,30700
37,S4,太陽の子,31200,True,S23,美酒佳肴,31200
38,S23,美酒佳肴,31200,False,S4,太陽の子,31200
39,S15,紀伊,29000,True,S40,瑞巌寺,28700
40,S25,桜花乱舞,31133,False,S41,桃源郷,31200
41,S35,おもち,26867,False,S9,FM807,26300
42,S7,安芸諸国連合,29000,True,S7,ひだまりの里,28629
43,S15,天下一品,26800,False,S10,死兆星,27000
44,S17,TITANS,29000,True,S40,龍谷山,29200
45,S21,幸運の大桜,26800,True,S17,薔薇園,25925
46,S3,紅蓮の刃,29000,False,S9,武装農民,28500
47,S41,桃源郷,31200,True,S25,桜花乱舞,31133
48,S27,ひよこ隊,28500,True,S5,源氏一族2部,29200
49,S23,神乃一族,30770,False,S27,戦国の花,31200
50,S25,天上天下,30630,True,S7,天下人,30200
51,S25,漢隊,24100,False,S41,下克上,23800
52,S19,鬼島津,28500,False,S8,和気藹々,28000
53,S23,鬼神,22000,-1,S37,武尊会,21177
54,S13,明鏡止水,30700,False,S33,最後の晩餐,31200
55,S1,炎上軍,28500,False,S19,狂猫,28200
56,S9,FM807,26300,True,S35,おもち,26867
57,S19,乙女桔梗,28500,True,S25,風神雷神,29252
58,S37,疾風迅雷,28500,False,S25,倭寇,28500
