Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S2,かるだの,34400,True,S43,殺罰,31800
1,S11,しす派,36600,True,S25,天上天下,31730
2,S10,威風堂々,32200,True,S23,神乃一族,31870
3,S7,風林火山,34400,True,S13,明鏡止水,31800
4,S19,絆2,30000,False,S8,おつかべ同盟,33300
5,S27,百鬼夜行鳳凰,27800,False,S9,魔の巣,28650
6,S13,孤軍奮闘,32200,True,S3,姫桜,35000
7,S33,九州探題,32200,True,S4,如水,30563
8,S4,涼風一陣,36600,True,S27,戦国の花,32300
9,S11,土佐の山間,30000,True,S29,xxx,28600
10,S6,鬼ヶ島,30000,False,S5,奇兵隊,30661
11,S17,赤兎馬,32200,True,S6,里見八犬伝,30637
12,S8,おつかべ同盟,34400,True,S19,絆2,31100
13,S31,金色の皇翼,30000,False,S17,チョコ,31000
14,S1,sakura,32200,False,S9,傾奇者,32800
15,S15,一網打尽,32200,True,S9,傾奇者皇,30600
16,S9,傾奇者,33900,True,S1,sakura,33300
17,S3,円山動物園,31700,True,S25,鷹の団,30600
18,S1,風の如く,29500,True,S15,天下一品,27900
19,S25,鷹の団,29500,False,S3,円山動物園,30600
20,S23,和敬静寂,27300,False,S7,安芸諸国連合,27900
21,S9,傾奇者皇,29500,False,S15,一網打尽,31100
22,S8,九州同盟,27248,False,S7,合肥,27942
23,S3,姫桜,33900,False,S13,孤軍奮闘,31100
24,S15,覇将府,22900,False,S4,多趣味の暇人,23700
25,S11,風林火山,27300,True,S6,化楽天,25900
26,S1,ショッカー,31639,True,S21,新日薙帝國,30600
27,S5,奇兵隊,31761,True,S6,鬼ヶ島,31100
28,S4,如水,29463,False,S33,九州探題,31100
29,S6,里見八犬伝,29537,False,S17,赤兎馬,31100
30,S25,勝鬨で候,25100,False,S33,武田家,26900
31,S21,新日薙帝國,29500,False,S1,ショッカー,30539
32,S10,魔苦土那瑠怒,24600,True,S25,漢隊,25200
33,S7,合肥,29042,True,S8,九州同盟,28348
34,S33,最後の晩餐,31200,True,S17,九州天皇會,29758
35,S27,戦国の花,31200,False,S4,涼風一陣,35500
36,S8,大日本帝國,31200,True,S13,楽園,29300
37,S4,太陽の子,31200,True,S19,鬼島津,29600
38,S23,美酒佳肴,31200,True,S37,疾風迅雷,29600
39,S15,紀伊,29000,False,S35,太郎丸,30800
40,S25,桜花乱舞,31133,True,S9,武装農民,29600
41,S35,おもち,26867,False,S5,源氏一族2部,28100
42,S7,安芸諸国連合,29000,True,S23,和敬静寂,28400
43,S15,天下一品,26800,False,S1,風の如く,28400
44,S17,TITANS,29000,True,S10,死兆星,28100
45,S21,幸運の大桜,26800,True,S2,天下蒼生,25900
46,S3,紅蓮の刃,29000,True,S8,羅針盤,28100
47,S41,桃源郷,31200,True,S40,瑞巌寺,29800
48,S27,ひよこ隊,28500,False,S5,たけのこの里,29600
49,S23,神乃一族,30770,False,S10,威風堂々,31100
50,S25,天上天下,30630,False,S11,しす派,35500
51,S25,漢隊,24100,False,S10,魔苦土那瑠怒,23500
52,S19,鬼島津,28500,False,S4,太陽の子,30100
53,S23,鬼神,22000,False,S6,黄昏の旅団,22700
54,S13,明鏡止水,30700,False,S7,風林火山,33300
55,S1,炎上軍,28500,True,S31,ゼロ魔,26900
56,S9,FM807,26300,False,S3,夜桜,26900
57,S19,乙女桔梗,28500,True,S8,アルナ軍,27600
58,S37,疾風迅雷,28500,False,S23,美酒佳肴,30100
59,S5,たけのこの里,30700,True,S27,ひよこ隊,29600
60,S15,ぺろり一門,26300,False,S27,酔いどれ屋w,27600
61,S9,武装農民,28500,False,S25,桜花乱舞,30033
62,S25,倭寇,28500,False,S10,一人旅,29100
63,S43,殺罰,30700,False,S2,かるだの,33300
64,S29,九州総統連合,25800,False,S10,千本桜零鬼,27600
65,S7,天下人,30200,True,S29,閻魔,29100
66,S33,武田家,28000,True,S25,勝鬨で候,26200
67,S3,夜桜,28000,True,S9,FM807,27400
68,S11,RTC,28000,False,S15,雅,28722
69,S8,和気藹々,28000,False,S44,毎日が本能寺,29100
70,S3,成田長親,23500,False,S13,自由の翼,24500
71,S8,鎌倉幕府,28000,False,S46,紅龍,28600
72,S29,秦国,28000,True,S23,24鯖代表,26400
73,S31,ゼロ魔,25800,False,S1,炎上軍,27400
74,S35,暁,28000,False,S7,続、不協和音,28800
75,S10,一人旅,30200,True,S25,倭寇,29600
76,S9,月下翼松,28000,True,S19,遊嬉宴楽,26400
77,S29,閻魔,28000,False,S7,天下人,29100
78,S31,義風堂々,25800,False,S17,乱れ雪月花,26564
79,S44,毎日が本能寺,30200,True,S8,和気藹々,29100
80,S13,曉風南薫,25300,False,S6,軍神,26600
81,S35,ZOO,27500,False,S25,風神雷神,28152
82,S27,不倶戴天,27500,False,S35,パイパニック,28600
83,S37,武尊会,21177,-1,S21,九州酔狂連,22300
84,S19,遊嬉宴楽,25300,False,S9,月下翼松,26900
85,S17,極楽浄土,27500,True,S15,天真爛漫,26600
86,S35,パイパニック,29700,True,S27,不倶戴天,28600
87,S2,エゴイスト,23100,False,S19,乱舞,24400
88,S35,太郎丸,31900,True,S15,紀伊,30100
89,S35,太閤立志伝,27500,False,S40,龍谷山,28100
90,S9,魔の巣,29750,True,S27,百鬼夜行鳳凰,28900
91,S37,威風凛々,25250,False,S2,新時代,26678
92,S29,xxx,27500,False,S11,土佐の山間,28900
93,S46,紅龍,29700,True,S8,鎌倉幕府,29100
94,S23,24鯖代表,25300,False,S29,秦国,26900
95,S13,念仏喫茶,27536,True,S17,BASARA,26600
96,S23,摩利支天,27000,True,S38,爆弾一味,25900
97,S8,羅針盤,27000,False,S3,紅蓮の刃,27900
98,S38,爆弾一味,24800,False,S23,摩利支天,25900
99,S35,光風霽月,27000,True,S5,白虎隊,25900
100,S40,龍谷山,29200,True,S35,太閤立志伝,28600
101,S10,死兆星,27000,False,S17,TITANS,27900
102,S5,白虎隊,24800,False,S35,光風霽月,25900
103,S2,天下蒼生,24800,False,S21,幸運の大桜,25700
104,S6,化楽天,24800,False,S11,風林火山,26200
105,S4,多趣味の暇人,24800,True,S15,覇将府,24000
106,S29,アナハイム,22600,False,S21,蟹江警備隊,24975
107,S27,遊楽庵,27000,True,S29,楽華隊,25400
108,S5,臥龍戴天,24800,False,S21,花火百景,25471
109,S25,風神雷神,29252,True,S35,ZOO,28600
110,S21,ゆる〜く,20700,False,S11,関東ニャン組,21000
111,S5,源氏一族2部,29200,True,S35,おもち,27967
112,S27,酔いどれ屋w,28700,True,S15,ぺろり一門,27400
113,S40,瑞巌寺,28700,False,S41,桃源郷,30100
