Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S2,かるだの,33300,True,S1,ショッカー,31639
1,S11,しす派,35500,True,S7,風林火山,34400
2,S10,威風堂々,31100,True,S41,桃源郷,31200
3,S7,風林火山,33300,False,S11,しす派,34400
4,S19,絆2,31100,True,S44,毎日が本能寺,30200
5,S27,百鬼夜行鳳凰,28900,False,S6,里見八犬伝,29537
6,S13,孤軍奮闘,31100,True,S13,楽園,30400
7,S33,九州探題,31100,True,S29,xxx,29700
8,S4,涼風一陣,35500,True,S43,殺罰,32900
9,S11,土佐の山間,28900,True,S9,FM807,28500
10,S6,鬼ヶ島,31100,True,S35,暁,30200
11,S17,赤兎馬,31100,True,S1,風の如く,29500
12,S8,おつかべ同盟,33300,True,S3,円山動物園,31700
13,S31,金色の皇翼,31100,True,S27,不倶戴天,29700
14,S1,sakura,33300,True,S9,傾奇者皇,31700
15,S15,一網打尽,31100,True,S8,鎌倉幕府,30200
16,S9,傾奇者,32800,True,S33,最後の晩餐,31200
17,S3,円山動物園,30600,False,S8,おつかべ同盟,32200
18,S1,風の如く,28400,False,S17,赤兎馬,30000
19,S25,鷹の団,30600,False,S3,姫桜,33900
20,S23,和敬静寂,28400,False,S17,チョコ,29900
21,S9,傾奇者皇,30600,False,S1,sakura,32200
22,S8,九州同盟,28348,False,S21,新日薙帝國,29500
23,S3,姫桜,35000,True,S25,鷹の団,31700
24,S15,覇将府,24000,False,S5,臥龍戴天,24800
25,S11,風林火山,26200,False,S46,紅龍,27500
26,S1,ショッカー,30539,False,S2,かるだの,32200
27,S5,奇兵隊,30661,True,S35,おもち,29067
28,S4,如水,30563,False,S27,戦国の花,31200
29,S6,里見八犬伝,30637,True,S27,百鬼夜行鳳凰,30000
30,S25,勝鬨で候,26200,False,S35,ZOO,27500
31,S21,新日薙帝國,30600,True,S8,九州同盟,29448
32,S10,魔苦土那瑠怒,23500,False,S37,威風凛々,25250
33,S7,合肥,27900,False,S17,九州天皇會,28700
34,S33,最後の晩餐,30100,False,S9,傾奇者,31700
35,S27,戦国の花,32300,True,S4,如水,31663
36,S8,大日本帝國,30100,True,S27,酔いどれ屋w,28700
37,S4,太陽の子,30100,True,S3,紅蓮の刃,29000
38,S23,美酒佳肴,30100,True,S15,天下一品,29000
39,S15,紀伊,30100,True,S7,鸞翔鳳集,28700
40,S25,桜花乱舞,30033,False,S13,明鏡止水,30700
41,S35,おもち,27967,False,S5,奇兵隊,29561
42,S7,安芸諸国連合,27900,False,S19,鬼島津,28500
43,S15,天下一品,27900,False,S23,美酒佳肴,29000
44,S17,TITANS,27900,True,S21,幸運の大桜,26800
45,S21,幸運の大桜,25700,False,S17,TITANS,26800
46,S3,紅蓮の刃,27900,False,S4,太陽の子,29000
47,S41,桃源郷,30100,False,S10,威風堂々,30000
48,S27,ひよこ隊,29600,False,S23,神乃一族,30770
