Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S2,かるだの,36600,True,S1,ショッカー,32739
1,S11,しす派,38800,True,S7,風林火山,35500
2,S10,威風堂々,32200,True,S5,奇兵隊,30661
3,S7,風林火山,34400,False,S11,しす派,37700
4,S19,絆2,30000,True,S6,軍神,28800
5,S27,百鬼夜行鳳凰,25600,False,S29,閻魔,26900
6,S13,孤軍奮闘,34400,True,S4,涼風一陣,35500
7,S33,九州探題,32200,True,S1,sakura,31100
8,S4,涼風一陣,34400,False,S13,孤軍奮闘,33300
9,S11,土佐の山間,30000,False,S6,鬼ヶ島,31100
10,S6,鬼ヶ島,32200,True,S11,土佐の山間,31100
11,S17,赤兎馬,32200,False,S41,桃源郷,32300
12,S8,おつかべ同盟,34400,True,S4,太陽の子,32300
13,S31,金色の皇翼,30080,True,S2,新時代,28878
14,S1,sakura,30000,False,S33,九州探題,31100
15,S15,一網打尽,32200,False,S3,姫桜,35000
16,S9,傾奇者,36100,True,S5,たけのこの里,31800
17,S3,円山動物園,29500,False,S9,傾奇者皇,30600
18,S1,風の如く,31620,True,S15,紀伊,30100
19,S25,鷹の団,31700,True,S17,チョコ,31000
20,S23,和敬静寂,27300,True,S8,羅針盤,25900
21,S9,傾奇者皇,31700,True,S3,円山動物園,30600
22,S8,九州同盟,27248,False,S3,紅蓮の刃,27900
23,S3,姫桜,36100,True,S15,一網打尽,33300
24,S15,覇将府,22828,False,S25,漢隊,23000
25,S11,風林火山,29500,True,S35,太閤立志伝,28600
26,S1,ショッカー,31639,False,S2,かるだの,35500
27,S5,奇兵隊,29561,False,S10,威風堂々,31100
28,S4,如水,29463,False,S46,紅龍,30800
29,S6,里見八犬伝,29537,True,S27,遊楽庵,28100
30,S25,勝鬨で候,22900,False,S11,関東ニャン組,23197
31,S21,新日薙帝國,29500,True,S40,龍谷山,28100
32,S10,魔苦土那瑠怒,22400,False,S19,乱舞,24400
33,S7,合肥,29042,False,S23,美酒佳肴,30100
34,S33,最後の晩餐,31200,False,S27,戦国の花,32300
35,S27,戦国の花,33400,True,S33,最後の晩餐,32300
36,S8,大日本帝國,31200,True,S25,桜花乱舞,30033
37,S4,太陽の子,31200,False,S8,おつかべ同盟,33300
38,S23,美酒佳肴,31200,True,S7,合肥,30142
39,S15,紀伊,29000,False,S1,風の如く,30520
40,S25,桜花乱舞,28933,False,S8,大日本帝國,30100
41,S35,おもち,24667,False,S13,四国連合,24900
42,S7,安芸諸国連合,29000,False,S23,神乃一族,29670
43,S15,天下一品,26800,True,S15,ぺろり一門,25200
44,S17,TITANS,31200,True,S19,乙女桔梗,29600
45,S21,幸運の大桜,29000,True,S5,源氏一族2部,28100
46,S3,紅蓮の刃,29000,True,S8,九州同盟,28348
47,S41,桃源郷,33400,True,S17,赤兎馬,33300
48,S27,ひよこ隊,30700,True,S13,楽園,29300
49,S23,神乃一族,30770,True,S7,安芸諸国連合,30100
50,S25,天上天下,32830,True,S35,パイパニック,30800
51,S25,漢隊,24100,True,S15,覇将府,23928
52,S19,鬼島津,26300,False,S17,九州天皇會,27558
53,S23,鬼神,20000,-1,S8,システマ,18200
54,S13,明鏡止水,28500,False,S25,倭寇,29600
55,S1,炎上軍,26300,False,S8,鎌倉幕府,26900
56,S9,FM807,26300,False,S29,九州総統連合,26900
57,S19,乙女桔梗,28500,False,S17,TITANS,30100
58,S37,疾風迅雷,28500,True,S31,ゼロ魔,26900
59,S5,たけのこの里,30700,False,S9,傾奇者,35000
60,S15,ぺろり一門,24100,False,S15,天下一品,25700
61,S9,武装農民,30700,True,S27,酔いどれ屋w,29800
62,S25,倭寇,30700,True,S13,明鏡止水,29600
63,S43,殺罰,32900,True,S35,太郎丸,30800
64,S29,九州総統連合,28000,True,S9,FM807,27400
65,S7,天下人,30200,True,S19,狂猫,29300
66,S33,武田家,25800,False,S40,瑞巌寺,27600
67,S3,夜桜,28000,False,S8,和気藹々,29100
68,S11,RTC,25800,False,S35,ZOO,26400
69,S8,和気藹々,30200,True,S3,夜桜,29100
70,S3,成田長親,21400,-1,S4,Z旅団,18800
71,S8,鎌倉幕府,28000,True,S1,炎上軍,27400
72,S29,秦国,28000,False,S35,暁,29100
73,S31,ゼロ魔,25800,False,S37,疾風迅雷,27400
74,S35,暁,30200,True,S29,秦国,29100
75,S10,一人旅,28000,False,S44,毎日が本能寺,29100
76,S9,月下翼松,30200,True,S7,続、不協和音,28800
77,S29,閻魔,28000,True,S27,百鬼夜行鳳凰,26700
78,S31,義風堂々,25800,False,S38,爆弾一味,25900
79,S44,毎日が本能寺,30200,True,S10,一人旅,29100
