,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S2,かるだの,33300,True,S43,殺罰,31800
1,S11,しす派,35500,True,S25,天上天下,31730
2,S10,威風堂々,31100,True,S23,神乃一族,31870
3,S7,風林火山,33300,True,S13,明鏡止水,31800
4,S19,絆2,31100,False,S8,おつかべ同盟,33300
5,S27,百鬼夜行鳳凰,28900,False,S9,魔の巣,28650
6,S13,孤軍奮闘,31100,True,S3,姫桜,35000
7,S33,九州探題,31100,True,S4,如水,30563
8,S4,涼風一陣,35500,True,S27,戦国の花,32300
9,S11,土佐の山間,28900,True,S29,xxx,28600
10,S6,鬼ヶ島,31100,False,S5,奇兵隊,30661
11,S17,赤兎馬,31100,True,S6,里見八犬伝,30637
12,S8,おつかべ同盟,33300,True,S19,絆2,31100
13,S31,金色の皇翼,31100,False,S17,チョコ,31000
14,S1,sakura,33300,False,S9,傾奇者,32800
15,S15,一網打尽,31100,True,S9,傾奇者皇,30600
16,S9,傾奇者,32800,True,S1,sakura,33300
17,S3,円山動物園,30600,True,S25,鷹の団,30600
18,S1,風の如く,28400,True,S15,天下一品,27900
19,S25,鷹の団,30600,False,S3,円山動物園,30600
20,S23,和敬静寂,28400,False,S7,安芸諸国連合,27900
21,S9,傾奇者皇,30600,False,S15,一網打尽,31100
22,S8,九州同盟,28348,False,S7,合肥,27942
23,S3,姫桜,35000,False,S13,孤軍奮闘,31100
24,S15,覇将府,24000,False,S4,多趣味の暇人,23700
25,S11,風林火山,26200,True,S6,化楽天,25900
26,S1,ショッカー,30539,True,S21,新日薙帝國,30600
27,S5,奇兵隊,30661,True,S6,鬼ヶ島,31100
28,S4,如水,30563,False,S33,九州探題,31100
29,S6,里見八犬伝,30637,False,S17,赤兎馬,31100
30,S25,勝鬨で候,26200,False,S33,武田家,26900
31,S21,新日薙帝國,30600,False,S1,ショッカー,30539
32,S10,魔苦土那瑠怒,23500,True,S25,漢隊,25200
33,S7,合肥,27942,True,S8,九州同盟,28348
34,S33,最後の晩餐,30100,True,S17,九州天皇會,29758
35,S27,戦国の花,32300,False,S4,涼風一陣,35500
36,S8,大日本帝國,30100,True,S13,楽園,29300
37,S4,太陽の子,30100,True,S19,鬼島津,29600
38,S23,美酒佳肴,30100,True,S37,疾風迅雷,29600
39,S15,紀伊,30100,False,S35,太郎丸,30800
40,S25,桜花乱舞,30033,True,S9,武装農民,29600
41,S35,おもち,27967,False,S5,源氏一族2部,28100
42,S7,安芸諸国連合,27900,True,S23,和敬静寂,28400
43,S15,天下一品,27900,False,S1,風の如く,28400
44,S17,TITANS,27900,True,S10,死兆星,28100
45,S21,幸運の大桜,25700,True,S2,天下蒼生,25900
46,S3,紅蓮の刃,27900,True,S8,羅針盤,28100
47,S41,桃源郷,30100,True,S40,瑞巌寺,29800
48,S27,ひよこ隊,29600,False,S5,たけのこの里,29600
49,S23,神乃一族,31870,False,S10,威風堂々,31100
50,S25,天上天下,31730,False,S11,しす派,35500
51,S25,漢隊,25200,False,S10,魔苦土那瑠怒,23500
52,S19,鬼島津,29600,False,S4,太陽の子,30100
53,S23,鬼神,23100,False,S6,黄昏の旅団,22700
54,S13,明鏡止水,31800,False,S7,風林火山,33300
