,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,25,197.1,2023-06-02
1,1,1,1,1,1,22,109.9,2023-06-02
2,2,2,2,2,2,30,511.7,2023-06-02
3,3,3,3,3,3,30,512.8,2023-06-02
4,4,4,4,4,4,29,341.5,2023-06-02
5,5,5,5,5,5,28,317.5,2023-06-02
6,6,6,6,6,6,30,437.1,2023-06-02
7,7,7,7,7,7,30,427.8,2023-06-02
8,8,8,8,8,8,29,372.9,2023-06-02
9,9,9,9,9,9,28,368.4,2023-06-02
10,10,10,10,10,10,28,395.0,2023-06-02
11,11,11,11,11,11,28,318.1,2023-06-02
12,12,12,12,12,12,29,444.9,2023-06-02
13,13,13,13,13,13,29,417.9,2023-06-02
14,14,14,14,14,14,29,414.9,2023-06-02
15,15,15,15,15,15,30,467.6,2023-06-02
16,16,16,16,16,16,25,239.9,2023-06-02
17,17,17,17,17,17,28,340.9,2023-06-02
18,18,18,18,18,18,30,413.5,2023-06-02
19,19,19,19,19,19,29,399.2,2023-06-02
20,20,20,20,20,20,30,517.7,2023-06-02
21,21,21,21,21,21,20,62.6,2023-06-02
22,22,22,22,22,22,28,305.0,2023-06-02
23,23,23,23,23,23,30,494.0,2023-06-02
24,24,24,24,24,24,25,313.8,2023-06-02
25,25,25,25,25,25,27,413.1,2023-06-02
26,26,26,26,26,26,30,517.9,2023-06-02
27,27,27,27,27,27,26,264.6,2023-06-02
