,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,460.3,2023-06-02
1,1,1,1,1,1,28,361.9,2023-06-02
2,2,2,2,2,2,29,327.8,2023-06-02
3,3,3,3,3,3,30,379.1,2023-06-02
4,4,4,4,4,4,28,330.6,2023-06-02
5,5,5,5,5,5,27,410.4,2023-06-02
6,6,6,6,6,6,28,377.0,2023-06-02
7,7,7,7,7,7,25,292.5,2023-06-02
8,8,8,8,8,8,26,314.2,2023-06-02
9,9,9,9,9,9,22,199.9,2023-06-02
10,10,10,10,10,10,19,99.7,2023-06-02
11,11,11,11,11,11,27,316.8,2023-06-02
12,12,12,12,12,12,24,277.9,2023-06-02
13,13,13,13,13,13,25,218.1,2023-06-02
14,14,14,14,14,14,26,330.4,2023-06-02
15,15,15,15,15,15,25,260.8,2023-06-02
16,16,16,16,16,16,28,250.2,2023-06-02
17,17,17,17,17,17,23,175.1,2023-06-02
18,18,18,18,18,18,24,265.7,2023-06-02
19,19,19,19,19,19,23,163.8,2023-06-02
20,20,20,20,20,20,24,207.6,2023-06-02
21,21,21,21,21,21,22,129.7,2023-06-02
22,22,22,22,22,22,17,35.4,2023-06-02
23,23,23,23,23,23,27,333.7,2023-06-02
24,24,24,24,24,24,18,53.4,2023-06-02
25,25,25,25,25,25,17,37.7,2023-06-02
26,26,26,26,26,26,21,140.0,2023-06-02
27,27,27,27,27,27,25,224.5,2023-06-02
28,28,28,28,28,28,17,66.7,2023-06-02
29,29,29,29,29,29,24,192.6,2023-06-02
30,30,30,30,30,30,27,281.7,2023-06-02
31,31,31,31,31,31,26,223.0,2023-06-02
32,32,32,32,32,32,26,241.1,2023-06-02
33,33,33,33,33,33,16,39.5,2023-06-02
34,34,34,34,34,34,25,229.8,2023-06-02
35,35,35,35,35,35,25,207.5,2023-06-02
36,36,36,36,36,36,25,297.0,2023-06-02
37,37,37,37,37,37,22,108.1,2023-06-02
38,38,38,38,38,38,24,251.2,2023-06-02
39,39,39,39,39,39,25,164.9,2023-06-02
40,40,40,40,40,40,21,75.3,2023-06-02
