Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S58,ミルフィーユ,15000,True,S50,疾風迅雷神,15000
S50,疾風迅雷神,15000,False,S58,ミルフィーユ,15000
S57,加賀産上,15000,True,S43,風林火山,15000
S43,風林火山,15000,False,S57,加賀産上,15000
S40,伊賀甲賀忍法,15000,False,S54,天歌夢奏,15000
S54,天歌夢奏,15000,True,S40,伊賀甲賀忍法,15000
S43,焔,15000,False,S56,戦国義心,15000
S56,戦国義心,15000,True,S43,焔,15000
S51,珍棒會,15000,True,S7,修羅の国,15000
S7,修羅の国,15000,False,S51,珍棒會,15000
S51,天真爛漫,15000,False,S51,雲外蒼天,15000
S51,雲外蒼天,15000,True,S51,天真爛漫,15000
S58,夜凪,15000,False,S53,ほたるの里k,15000
S53,ほたるの里k,15000,True,S58,夜凪,15000
S45,朱雀,15000,False,S57,牛宮城,15000
S57,牛宮城,15000,True,S45,朱雀,15000
S51,六文銭,14500,True,S54,十文字,14500
S54,十文字,14500,False,S51,六文銭,14500
S50,鈴蘭学園,14500,True,S51,織田同志会,14500
S51,織田同志会,14500,False,S50,鈴蘭学園,14500
S40,花鳥風月,14500,True,S42,ぱん親衛隊,14500
S42,ぱん親衛隊,14500,False,S40,花鳥風月,14500
S37,ぶや連合,14500,False,S53,那月邪夢,14500
S53,那月邪夢,14500,True,S37,ぶや連合,14500
S48,王下七武海,14500,False,S59,アメとムチ,14500
S59,アメとムチ,14500,True,S48,王下七武海,14500
S53,大文字,14500,False,S55,天使の森,14500
S55,天使の森,14500,True,S53,大文字,14500
S10,煌龍家,14500,False,S54,ピクニック,14500
S54,ピクニック,14500,True,S10,煌龍家,14500
S48,鴻鵠の志,14500,True,S58,世界平和,14500
S58,世界平和,14500,False,S48,鴻鵠の志,14500
S57,天元突破,14000,True,S44,華,14000
S44,華,14000,False,S57,天元突破,14000
S35,風神雷神,14000,True,S7,一寸一服,14000
S7,一寸一服,14000,False,S35,風神雷神,14000
S46,親父組,14000,True,S58,天照,14000
S58,天照,14000,False,S46,親父組,14000
S48,国士無双,14000,True,S42,桃色の河馬,14000
S42,桃色の河馬,14000,False,S48,国士無双,14000
S9,安芸紅葉,14000,False,S38,Largo,14000
S38,Largo,14000,True,S9,安芸紅葉,14000
S53,不惜身命,14000,True,S38,シブサワ,14000
S38,シブサワ,14000,False,S53,不惜身命,14000
S59,闘源郷,14000,False,S59,協心戮力,14000
S59,協心戮力,14000,True,S59,闘源郷,14000
S57,紫陽花,14000,True,S48,火鈴,14000
S48,火鈴,14000,False,S57,紫陽花,14000
S52,煌月,13500,True,S9,豚骨,13500
S9,豚骨,13500,False,S52,煌月,13500
S58,鬼,13500,False,S42,鏡花水月,13500
S42,鏡花水月,13500,True,S58,鬼,13500
S57,鬼神,13500,-1,S39,桜花爛漫,13500
S39,桜花爛漫,13500,-1,S57,鬼神,13500
S52,麒麟乃翼,13500,False,S52,八幡大菩薩,13500
S52,八幡大菩薩,13500,True,S52,麒麟乃翼,13500
S56,武装戦線,13500,False,S43,天地を喰らう,13500
S43,天地を喰らう,13500,True,S56,武装戦線,13500
S10,稲葉の白兎,13500,False,S52,喫茶安土,13500
S52,喫茶安土,13500,True,S10,稲葉の白兎,13500
S37,ATK48,13500,True,S55,夢幻泡影,13500
S55,夢幻泡影,13500,False,S37,ATK48,13500
S47,りつ村,13500,False,S45,信長の森,13500
S45,信長の森,13500,True,S47,りつ村,13500
S56,波瀾万丈,13000,False,S42,立花家,13000
S42,立花家,13000,True,S56,波瀾万丈,13000
S46,ひみつきち,13000,True,S47,秘境,13000
S47,秘境,13000,False,S46,ひみつきち,13000
S41,自田無言同盟,13000,False,S48,月光,13000
S48,月光,13000,True,S41,自田無言同盟,13000
S46,戦乱の世,13000,False,S58,ラブリー帝国,13000
S58,ラブリー帝国,13000,True,S46,戦乱の世,13000
S50,絶頂,13000,True,S49,戦国の休憩所,13000
S49,戦国の休憩所,13000,False,S50,絶頂,13000
S47,越後平野,13000,True,S46,夢幻の如く,13000
S46,夢幻の如く,13000,False,S47,越後平野,13000
S46,パッパ,13000,True,S48,くま牧場,13000
S48,くま牧場,13000,False,S46,パッパ,13000
S52,不撓不屈,13000,True,S53,おにぎり,13000
S53,おにぎり,13000,False,S52,不撓不屈,13000
S4,空腹虫,12500,-1,S44,毘沙門天,12500
