Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S58,ミルフィーユ,17200,True,S57,加賀産上,16100
S50,疾風迅雷神,15000,True,S45,朱雀,13900
S57,加賀産上,15000,False,S58,ミルフィーユ,16100
S43,風林火山,12800,False,S58,夜凪,13988
S40,伊賀甲賀忍法,15000,True,S7,修羅の国,13900
S54,天歌夢奏,17200,True,S59,アメとムチ,15600
S43,焔,15000,True,S46,ひみつきち,14030
S56,戦国義心,15000,False,S53,ほたるの里k,16012
S51,珍棒會,17200,True,S51,六文銭,15600
S7,修羅の国,12800,False,S40,伊賀甲賀忍法,13900
S51,天真爛漫,15000,True,S47,越後平野,14100
S51,雲外蒼天,17200,True,S40,花鳥風月,15600
S58,夜凪,15088,True,S43,風林火山,13900
S53,ほたるの里k,17112,True,S56,戦国義心,16100
S45,朱雀,12800,False,S50,疾風迅雷神,13900
S57,牛宮城,17200,True,S55,天使の森,15600
S51,六文銭,14500,False,S51,珍棒會,16100
S54,十文字,12300,False,S37,ぶや連合,13456
S50,鈴蘭学園,16700,True,S54,ピクニック,15600
S51,織田同志会,12300,False,S57,名門・小田家,13100
S40,花鳥風月,14500,False,S51,雲外蒼天,16100
S42,ぱん親衛隊,12300,False,S53,大文字,13400
S37,ぶや連合,14556,True,S54,十文字,13400
S53,那月邪夢,14444,False,S48,鴻鵠の志,15600
S48,王下七武海,14500,True,S25,風林火山,13517
S59,アメとムチ,14500,False,S54,天歌夢奏,16100
S53,大文字,14500,True,S42,ぱん親衛隊,13400
S55,天使の森,14500,False,S57,牛宮城,16100
S10,煌龍家,12300,False,S58,世界平和,13400
S54,ピクニック,14500,False,S50,鈴蘭学園,15600
S48,鴻鵠の志,16700,True,S53,那月邪夢,15544
S58,世界平和,14500,True,S10,煌龍家,13400
S57,天元突破,16200,True,S37,ATK48,14600
S44,華,14000,True,S57,薩摩隼人,13100
S35,風神雷神,14000,False,S57,紫陽花,15100
S7,一寸一服,14000,True,S59,名湯百選,13100
S46,親父組,16200,True,S42,鏡花水月,14600
S58,天照,14000,True,S57,華麗なる一族,12600
S48,国士無双,16200,True,S38,Largo,15100
S42,桃色の河馬,14000,True,S58,竜騰虎闘,12600
S9,安芸紅葉,11800,False,S59,闘源郷,12900
S38,Largo,14000,False,S48,国士無双,15100
S53,不惜身命,14000,False,S43,天地を喰らう,14600
S38,シブサワ,11800,False,S45,りばてぃ,12600
S59,闘源郷,14000,True,S9,安芸紅葉,12900
S59,協心戮力,16200,True,S45,信長の森,14600
S57,紫陽花,16200,True,S35,風神雷神,15100
S48,火鈴,14000,True,S43,鷹,12600
S52,煌月,13500,False,S52,八幡大菩薩,14600
S9,豚骨,11300,False,S52,麒麟乃翼,12400
S58,鬼,13500,True,S56,パイナポー,12039
