Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,26100,True,S21,蝉時雨,25000
1,S2,東南の風,28300,True,S43,花魁道中,27400
2,S27,山ノ手社畜,23900,False,S25,梅の花,25200
3,S21,蝉時雨,23900,False,S8,幻影旅団,25000
4,S21,白浜,23900,False,S40,桜花爛漫,26200
5,S1,巨砲爆裂,28300,False,S1,§百花繚乱§,26400
6,S15,合縁奇縁,23900,True,S11,天下布武1,22700
7,S13,ピノ連合,28300,True,S47,怒髪天,27900
8,S40,春夏秋冬,26100,True,S42,ぱんころ軍,24500
9,S6,都蘭,28217,False,S49,戦国松千代祭,28400
10,S38,百折不撓,26100,True,S41,天下無双,24200
11,S6,興国寺城,19500,False,S15,ゆるキャン,21000
12,S19,玄武,26100,False,S19,其除如林,27900
13,S11,鎮西一,19500,False,S1,楽しく遊ぼう,20500
14,S11,【沙羅双樹】,26100,False,S45,ハム一族,26783
15,S29,百花繚乱,23900,True,S17,漆黒の軍団,23000
16,S23,月面歩行,25504,False,S39,鬼斬り,26700
17,S25,晴耕雨読,23400,False,S31,珍遊記,24500
18,S2,第六天魔王,19000,False,S46,蒼穹,20300
19,S10,武田一族,23400,False,S13,万里一空,24700
20,S45,ハム一族,27883,True,S11,【沙羅双樹】,27200
21,S35,魔法陣,23326,False,S4,月夜の光,24500
22,S11,日本,27800,True,S33,百折不撓,26700
23,S9,漢龍関,23400,True,S46,黒龍,22500
24,S33,徳川光圀,21200,False,S44,金吾丸,22700
25,S31,珍遊記,25600,True,S25,晴耕雨読,24500
26,S5,陽炎,23400,False,S48,笑点,24700
27,S17,乾坤一擲,21200,True,S6,つの将軍,19800
28,S42,ぱんころ軍,23400,False,S40,春夏秋冬,25000
29,S33,百折不撓,25600,False,S11,日本,26700
30,S4,月夜の光,25600,True,S35,魔法陣,24426
31,S39,鬼斬り,27800,True,S23,月面歩行,26604
32,S8,わくわく広場,20700,False,S8,惡質,21800
33,S8,惡質,22900,True,S8,わくわく広場,21800
34,S38,猫屋敷,25196,True,S40,百鬼夜行,23500
35,S4,狭間,22900,False,S33,クロ一家,24000
