,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,26100,False,S2,東南の風,26100
1,S2,東南の風,26100,True,S8,幻影旅団,26100
2,S27,山ノ手社畜,21700,False,S13,六文銭,21600
3,S21,蝉時雨,23900,True,S17,漆黒の軍団,24100
4,S21,白浜,23900,False,S49,春夏秋冬,23600
5,S1,巨砲爆裂,26100,True,S39,RE・梁山泊,26500
6,S15,合縁奇縁,23900,True,S7,天狼衆,23761
7,S13,ピノ連合,30459,False,S19,玄武,28300
8,S40,春夏秋冬,28300,True,S3,成田長季,28000
9,S6,都蘭,28217,True,S11,日本,27800
10,S38,百折不撓,26100,False,S29,韋駄天,27300
11,S6,興国寺城,17300,True,S29,天下統一,17000
12,S19,玄武,28300,True,S13,ピノ連合,30459
13,S11,鎮西一,19500,True,S27,新立呑屋連合,19200
14,S11,【沙羅双樹】,23900,True,S6,ヴェルサーチ,24300
15,S29,百花繚乱,23900,True,S48,笑点,23600
16,S23,月面歩行,25504,True,S13,月華美刀,24300
17,S25,晴耕雨読,23465,False,S33,徳川光圀,23400
18,S2,第六天魔王,16800,False,S31,天晴れ,18200
19,S10,武田一族,25600,True,S25,梅恋峰,24600
20,S45,ハム一族,27883,False,S49,戦国松千代祭,29500
21,S35,魔法陣,23326,True,S8,惡質,22900
22,S11,日本,27800,False,S6,都蘭,28217
23,S9,漢龍関,21200,True,S10,覇王,21600
24,S33,徳川光圀,23400,True,S25,晴耕雨読,23465
25,S31,珍遊記,25600,False,S41,大晋,25100
26,S5,陽炎,21200,True,S11,天下布武1,21600
27,S17,乾坤一擲,21200,True,S39,毘、北陸軍談,21900
28,S42,ぱんころ軍,23400,True,S33,天一,23542
29,S33,百折不撓,25600,True,S17,千本桜,25217
30,S4,月夜の光,25600,False,S7,真田華撃団,26000
31,S39,鬼斬り,27800,True,S40,桜花爛漫,27300
32,S8,わくわく広場,20700,True,S41,月華衆,20400
33,S8,惡質,22900,False,S35,魔法陣,23326
34,S38,猫屋敷,25196,False,S21,戦国の夜明け,24300
35,S4,狭間,22900,False,S43,まほろば,23100
36,S13,ジェダイ,22995,True,S41,天下無双,23035
37,S21,百鬼夜行新生,20679,False,S19,北陸遊撃隊,20900
38,S21,華光燐,18500,False,S35,治国平天下,17200
39,S40,桜花爛漫,27300,False,S39,鬼斬り,27800
40,S43,モヒカン団,22900,True,S42,相模国,22100
41,S41,大晋,25100,True,S31,珍遊記,25600
42,S11,やみりん,27300,True,S4,覇道流れ組,28700
43,S49,戦国松千代祭,29500,True,S45,ハム一族,27883
44,S2,花,20700,True,S39,風林火山,20400
45,S2,ママの野望,16400,True,S1,七福神,14300
46,S29,韋駄天,27300,True,S38,百折不撓,26100
47,S33,クロ一家,22900,True,S23,雷迅雷鳴,22100
48,S47,怒髪天,29041,False,S19,其除如林,31200
49,S19,大義名分,18000,True,S40,蒼炎,18000
50,S2,一騎当千,24600,False,S15,朧桜,24800
51,S40,百鬼夜行,22400,True,S29,一番槍,22400
52,S10,居酒屋横丁,20200,True,S3,毘沙門天,20400
53,S25,梅恋峰,24600,False,S10,武田一族,25600
54,S37,XJAPAN,24600,False,S3,暁,24800
