Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,25000,False,S38,百折不撓,26100
1,S2,東南の風,27200,False,S45,ハム一族,27883
2,S27,山ノ手社畜,22800,False,S33,天一,23542
3,S21,蝉時雨,22800,False,S44,金吾丸,23800
4,S21,白浜,22800,False,S35,八重椿,24100
5,S1,巨砲爆裂,27200,False,S19,其除如林,29000
6,S15,合縁奇縁,25000,True,S45,鳳仙花,23600
7,S13,ピノ連合,29359,True,S1,§百花繚乱§,27500
8,S40,春夏秋冬,27200,True,S4,天下静謐,26000
9,S6,都蘭,29317,True,S29,韋駄天,27300
10,S38,百折不撓,27200,True,S8,幻影旅団,26100
11,S6,興国寺城,18400,False,S25,武神,19700
12,S19,玄武,27200,True,S13,万里一空,25800
13,S11,鎮西一,20600,True,S31,北陸帝国,19400
14,S11,【沙羅双樹】,25000,False,S39,RE・梁山泊,26500
15,S29,百花繚乱,22800,False,S47,錦の御旗,23858
16,S23,月面歩行,24404,False,S3,成田長季,25800
17,S25,晴耕雨読,22300,False,S41,天下無双,23100
18,S2,第六天魔王,17900,False,S7,歌舞伎衆,17500
19,S10,武田一族,24500,True,S21,百鬼夜行新生,22879
20,S45,ハム一族,28983,True,S2,東南の風,28300
21,S35,魔法陣,24426,True,S4,狭間,22900
22,S11,日本,26700,False,S4,覇道流れ組,26500
23,S9,漢龍関,22300,False,S42,ぱんころ軍,23400
24,S33,徳川光圀,22300,True,S19,北陸遊撃隊,20900
25,S31,珍遊記,24500,False,S43,花魁道中,26300
26,S5,陽炎,22300,False,S47,新撰組,24100
27,S17,乾坤一擲,22300,True,S8,わくわく広場,20700
28,S42,ぱんころ軍,24500,True,S9,漢龍関,23400
29,S33,百折不撓,26700,True,S48,笑点,25800
30,S4,月夜の光,26700,True,S25,梅の花,26300
31,S39,鬼斬り,26700,False,S15,風林火山,27000
32,S8,わくわく広場,19600,False,S17,乾坤一擲,21200
33,S8,惡質,24000,True,S2,花,22900
34,S38,猫屋敷,26296,True,S43,モヒカン団,25100
35,S4,狭間,21800,False,S35,魔法陣,23326
36,S13,ジェダイ,21895,True,S31,無窮の夢,20400
37,S21,百鬼夜行新生,21779,False,S10,武田一族,23400
38,S21,華光燐,19600,False,S45,飛春の野望,21400
39,S40,桜花爛漫,26200,False,S47,怒髪天,26841
40,S43,モヒカン団,24000,False,S38,猫屋敷,25196
41,S41,大晋,24000,False,S3,暁,24800
42,S11,やみりん,26200,True,S21,戦国の夜明け,24300
43,S49,戦国松千代祭,30600,True,S11,坂東武者,26500
44,S2,花,21800,False,S8,惡質,22900
45,S2,ママの野望,17500,-1,S27,百鬼夜行竜王,16000
46,S29,韋駄天,26200,False,S6,都蘭,28217
47,S33,クロ一家,24000,False,S37,XJAPAN,24600
48,S47,怒髪天,27941,True,S40,桜花爛漫,27300
49,S19,大義名分,19100,False,S9,八百万の民,19700
50,S2,一騎当千,23500,False,S42,さつまいも,24300
51,S40,百鬼夜行,21300,False,S23,天運懺悔,22100
52,S10,居酒屋横丁,21300,False,S7,織田家,22100
53,S25,梅恋峰,25700,True,S25,四魔貴族,24300
54,S37,XJAPAN,25700,True,S33,クロ一家,25100
55,S29,一番槍,23500,True,S15,ゆるキャン,22100
56,S19,無道,21300,False,S29,寝具連合,22600
57,S38,二天一流道場,21300,False,S15,朧桜,22600
58,S19,其除如林,30100,True,S1,巨砲爆裂,28300
59,S3,天神風,19100,True,S27,鬼殺隊,16000
60,S40,蒼炎,19100,False,S39,風林火山,20400
61,S33,白夜の砦,25700,True,S6,ヴェルサーチ,24300
62,S29,白夜の風,21300,False,S42,相模国,22100
63,S9,黒母衣衆,19100,False,S25,慈愛への旅路,19700
64,S39,天下布武,20800,False,S39,毘、北陸軍談,21900
65,S19,翠虎軍,18600,True,S29,天下統一,19200
66,S9,月華,20800,False,S31,雅治の家,21900
67,S9,八百万の民,20800,True,S19,大義名分,20200
68,S25,慈愛への旅路,20800,True,S9,黒母衣衆,20200
69,S7,歌舞伎衆,18600,True,S2,第六天魔王,19000
70,S35,八重椿,25200,True,S21,白浜,23900
71,S39,毘、北陸軍談,23000,True,S39,天下布武,21900
72,S29,感謝祭,18600,False,S13,六文銭,19400
73,S17,漆黒の軍団,23000,True,S1,楽しく遊ぼう,21600
74,S31,雅治の家,23000,True,S9,月華,21900
75,S43,花魁道中,27400,True,S31,珍遊記,25600
76,S25,梅の花,25200,False,S4,月夜の光,25600
77,S5,華笠衆,18600,False,S38,天下統一,19435
78,S25,武神,20800,True,S6,興国寺城,19500
79,S47,新撰組,25200,True,S5,陽炎,23400
80,S45,鳳仙花,22500,False,S15,合縁奇縁,23900
81,S37,千心夢楽,22465,True,S29,紫,20920
82,S13,万里一空,24700,False,S19,玄武,26100
83,S48,笑点,24700,False,S33,百折不撓,25600
84,S33,天一,24642,True,S27,山ノ手社畜,23900
85,S45,飛春の野望,22500,True,S21,華光燐,20700
86,S27,新立呑屋連合,18100,False,S13,関東同盟,19939
87,S46,黒龍,20300,False,S17,三方原,21600
88,S3,成田長季,26900,True,S23,月面歩行,25504
89,S43,犬夜叉,20300,False,S10,覇王,21600
90,S46,蒼穹,20300,False,S39,武田騎馬隊,21600
91,S41,自由無言同盟,24700,True,S49,春夏秋冬,23600
92,S39,少年探偵団,20300,False,S7,天狼衆,21561
93,S19,天六大魔王,20300,False,S11,天下布武1,21600
94,S29,天下統一,18100,False,S19,翠虎軍,17500
95,S49,春夏秋冬,22500,False,S41,自由無言同盟,23600
96,S43,まほろば,24200,True,S5,豆柴,23100
97,S5,豆柴,22000,False,S43,まほろば,23100
98,S1,§百花繚乱§,26400,False,S13,ピノ連合,28259
99,S6,つの将軍,19800,True,S35,治国平天下,17200
100,S15,上州箕輪衆,24200,True,S38,伏見稲荷,23100
101,S17,千本桜,24117,True,S45,勇往邁進,23014
102,S1,七福神,15400,False,S31,天鵞絨葵,15000
103,S41,天下無双,24200,True,S25,晴耕雨読,23400
104,S40,朱雀,22083,True,S41,月華衆,20400
105,S19,北陸遊撃隊,19800,False,S33,徳川光圀,21200
106,S29,紫,19820,False,S37,千心夢楽,21365
107,S45,勇往邁進,21914,False,S17,千本桜,23017
108,S41,あべ内閣,19800,False,S40,朱雀親衛隊,20400
109,S38,伏見稲荷,22000,False,S15,上州箕輪衆,23100
110,S33,破軍の星,19800,True,S3,宵闇の八咫烏,18766
111,S3,宵闇の八咫烏,17666,False,S33,破軍の星,18700
112,S3,暁,25900,True,S41,大晋,25100
113,S40,朱雀親衛隊,21500,True,S41,あべ内閣,20900
114,S31,天晴れ,19300,False,S3,毘沙門天,20400
115,S15,風林火山,28100,True,S39,鬼斬り,27800
116,S31,無窮の夢,19300,False,S13,ジェダイ,20795
117,S15,和国一門,21500,False,S23,雷迅雷鳴,22100
118,S42,魑魅魍魎,17100,False,S38,侃侃貫徹,17700
119,S41,月華衆,19300,False,S40,朱雀,20983
120,S27,百鬼夜行竜王,15000,-1,S2,ママの野望,18500
121,S29,寝具連合,23700,True,S19,無道,22400
122,S39,風林火山,21500,True,S40,蒼炎,20200
123,S46,蒼龍,21500,False,S3,キャベツ太郎,22100
124,S27,鬼殺隊,14900,False,S3,天神風,18000
125,S3,毘沙門天,21500,True,S31,天晴れ,20400
126,S15,朧桜,23700,True,S38,二天一流道場,22400
127,S2,洒々落々,25900,True,S13,月華美刀,24300
128,S4,覇道流れ組,27600,True,S11,日本,27800
129,S3,キャベツ太郎,23200,True,S46,蒼龍,22600
130,S42,相模国,23200,True,S29,白夜の風,22400
131,S15,ゆるキャン,21000,False,S29,一番槍,22400
132,S11,坂東武者,25400,False,S49,戦国松千代祭,29500
133,S38,侃侃貫徹,18800,True,S42,魑魅魍魎,18200
134,S21,戦国の夜明け,23200,False,S11,やみりん,25100
135,S23,雷迅雷鳴,23200,True,S15,和国一門,22600
136,S39,RE・梁山泊,27600,True,S11,【沙羅双樹】,26100
137,S7,織田家,23200,True,S10,居酒屋横丁,22400
138,S13,月華美刀,23200,False,S2,洒々落々,24800
139,S6,ヴェルサーチ,23200,False,S33,白夜の砦,24600
140,S25,四魔貴族,23200,False,S25,梅恋峰,24600
141,S23,天運懺悔,23200,True,S40,百鬼夜行,22400
142,S42,さつまいも,25400,True,S2,一騎当千,24600
143,S13,関東同盟,21039,True,S27,新立呑屋連合,19200
144,S4,天下静謐,24900,False,S40,春夏秋冬,26100
145,S35,治国平天下,16100,False,S6,つの将軍,18700
146,S17,三方原,22700,True,S46,黒龍,21400
147,S31,天鵞絨葵,16100,True,S1,七福神,16500
148,S7,真田華撃団,24900,True,S35,義義義,23800
149,S10,覇王,22700,True,S43,犬夜叉,21400
150,S47,錦の御旗,24958,True,S29,百花繚乱,23900
151,S7,天狼衆,22661,True,S39,少年探偵団,21400
152,S38,天下統一,20535,True,S5,華笠衆,19700
153,S1,楽しく遊ぼう,20500,False,S17,漆黒の軍団,21900
154,S44,金吾丸,24900,True,S21,蝉時雨,23900
155,S31,北陸帝国,18300,False,S11,鎮西一,19500
156,S39,武田騎馬隊,22700,True,S46,蒼穹,21400
157,S35,義義義,22700,False,S7,真田華撃団,23800
158,S11,天下布武1,22700,True,S19,天六大魔王,21400
159,S13,六文銭,20500,True,S29,感謝祭,19700
