Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,25000,False,S2,東南の風,26100
1,S2,東南の風,27200,True,S8,幻影旅団,26100
2,S27,山ノ手社畜,20600,False,S13,六文銭,21600
3,S21,蝉時雨,25000,True,S17,漆黒の軍団,24100
4,S21,白浜,22800,False,S49,春夏秋冬,23600
5,S1,巨砲爆裂,27200,True,S39,RE・梁山泊,26500
6,S15,合縁奇縁,25000,True,S7,天狼衆,23761
7,S13,ピノ連合,29359,False,S19,玄武,28300
8,S40,春夏秋冬,29400,True,S3,成田長季,28000
9,S6,都蘭,29317,True,S11,日本,27800
10,S38,百折不撓,25000,False,S29,韋駄天,27300
11,S6,興国寺城,18400,True,S29,天下統一,17000
12,S19,玄武,29400,True,S13,ピノ連合,30459
13,S11,鎮西一,20600,True,S27,新立呑屋連合,19200
14,S11,【沙羅双樹】,25000,True,S6,ヴェルサーチ,24300
15,S29,百花繚乱,25000,True,S48,笑点,23600
16,S23,月面歩行,26604,True,S13,月華美刀,24300
17,S25,晴耕雨読,22365,False,S33,徳川光圀,23400
18,S2,第六天魔王,15700,False,S31,天晴れ,18200
19,S10,武田一族,26700,True,S25,梅恋峰,24600
20,S45,ハム一族,26783,False,S49,戦国松千代祭,29500
21,S35,魔法陣,24426,True,S8,惡質,22900
22,S11,日本,26700,False,S6,都蘭,28217
23,S9,漢龍関,22300,True,S10,覇王,21600
24,S33,徳川光圀,24500,True,S25,晴耕雨読,23465
25,S31,珍遊記,24500,False,S41,大晋,25100
26,S5,陽炎,22300,True,S11,天下布武1,21600
27,S17,乾坤一擲,22300,True,S39,毘、北陸軍談,21900
28,S42,ぱんころ軍,24500,True,S33,天一,23542
29,S33,百折不撓,26700,True,S17,千本桜,25217
30,S4,月夜の光,24500,False,S7,真田華撃団,26000
31,S39,鬼斬り,28900,True,S40,桜花爛漫,27300
32,S8,わくわく広場,21800,True,S41,月華衆,20400
33,S8,惡質,21800,False,S35,魔法陣,23326
34,S38,猫屋敷,24096,False,S21,戦国の夜明け,24300
35,S4,狭間,21800,False,S43,まほろば,23100
36,S13,ジェダイ,24095,True,S41,天下無双,23035
37,S21,百鬼夜行新生,19579,False,S19,北陸遊撃隊,20900
38,S21,華光燐,17400,False,S35,治国平天下,17200
39,S40,桜花爛漫,26200,False,S39,鬼斬り,27800
40,S43,モヒカン団,24000,True,S42,相模国,22100
41,S41,大晋,26200,True,S31,珍遊記,25600
42,S11,やみりん,28400,True,S4,覇道流れ組,28700
43,S49,戦国松千代祭,30600,True,S45,ハム一族,27883
44,S2,花,21800,True,S39,風林火山,20400
45,S2,ママの野望,17500,True,S1,七福神,14300
46,S29,韋駄天,28400,True,S38,百折不撓,26100
