Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,26100,True,S11,【沙羅双樹】,25000
1,S2,東南の風,26100,False,S47,怒髪天,27941
2,S27,山ノ手社畜,21700,False,S21,白浜,22800
3,S21,蝉時雨,23900,True,S25,四魔貴族,23200
4,S21,白浜,23900,True,S27,山ノ手社畜,22800
5,S1,巨砲爆裂,26100,False,S40,春夏秋冬,27200
6,S15,合縁奇縁,23900,False,S4,天下静謐,24900
7,S13,ピノ連合,30459,True,S43,花魁道中,27400
8,S40,春夏秋冬,28300,True,S1,巨砲爆裂,27200
9,S6,都蘭,28217,False,S15,風林火山,28100
10,S38,百折不撓,26100,False,S4,覇道流れ組,27600
11,S6,興国寺城,17300,False,S31,北陸帝国,18300
12,S19,玄武,28300,True,S49,戦国松千代祭,30600
13,S11,鎮西一,19500,False,S43,犬夜叉,20300
14,S11,【沙羅双樹】,23900,False,S8,幻影旅団,25000
15,S29,百花繚乱,23900,True,S3,キャベツ太郎,23200
16,S23,月面歩行,25504,True,S29,一番槍,23500
17,S25,晴耕雨読,23465,True,S17,乾坤一擲,22300
18,S2,第六天魔王,16800,False,S3,宵闇の八咫烏,17666
19,S10,武田一族,25600,True,S33,クロ一家,24000
20,S45,ハム一族,27883,False,S3,成田長季,26900
21,S35,魔法陣,23326,False,S29,寝具連合,23700
22,S11,日本,27800,True,S42,さつまいも,25400
23,S9,漢龍関,21200,False,S40,朱雀,22083
24,S33,徳川光圀,23400,True,S5,陽炎,22300
25,S31,珍遊記,25600,True,S48,笑点,24700
26,S5,陽炎,21200,False,S33,徳川光圀,22300
27,S17,乾坤一擲,21200,False,S25,晴耕雨読,22365
28,S42,ぱんころ軍,23400,False,S47,錦の御旗,24958
29,S33,百折不撓,25600,False,S11,坂東武者,25400
30,S4,月夜の光,25600,False,S11,やみりん,26200
31,S39,鬼斬り,27800,True,S3,暁,25900
32,S8,わくわく広場,20700,True,S19,大義名分,19100
33,S8,惡質,22900,False,S41,大晋,24000
34,S38,猫屋敷,25196,False,S29,韋駄天,26200
35,S4,狭間,22900,True,S38,伏見稲荷,22000
36,S13,ジェダイ,22995,True,S10,居酒屋横丁,21300
37,S21,百鬼夜行新生,20679,False,S38,二天一流道場,21300
38,S21,華光燐,18500,False,S9,黒母衣衆,19115
39,S40,桜花爛漫,27300,True,S33,白夜の砦,25700
40,S43,モヒカン団,22900,False,S2,一騎当千,23500
41,S41,大晋,25100,True,S8,惡質,24000
42,S11,やみりん,27300,True,S4,月夜の光,26700
43,S49,戦国松千代祭,29500,False,S19,玄武,27200
44,S2,花,20700,False,S40,百鬼夜行,21300
45,S2,ママの野望,16400,False,S31,天鵞絨葵,16100
46,S29,韋駄天,27300,True,S38,猫屋敷,26296
47,S33,クロ一家,22900,False,S10,武田一族,24500
48,S47,怒髪天,29041,True,S2,東南の風,27200
49,S19,大義名分,18000,False,S8,わくわく広場,19600
50,S2,一騎当千,24600,True,S43,モヒカン団,24000
51,S40,百鬼夜行,22400,True,S2,花,21800
52,S10,居酒屋横丁,20200,False,S13,ジェダイ,21895
53,S25,梅恋峰,24600,False,S1,§百花繚乱§,26400
54,S37,XJAPAN,24600,False,S2,洒々落々,25900
