,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S8,幻影旅団,25000,True,S21,蝉時雨,25000
1,S2,東南の風,27200,True,S43,花魁道中,27400
2,S27,山ノ手社畜,25000,False,S25,梅の花,25200
3,S21,蝉時雨,25000,False,S8,幻影旅団,25000
4,S21,白浜,25000,False,S40,桜花爛漫,26200
5,S1,巨砲爆裂,29400,False,S1,§百花繚乱§,26400
6,S15,合縁奇縁,22800,True,S11,天下布武1,22700
7,S13,ピノ連合,27200,True,S47,怒髪天,27900
8,S40,春夏秋冬,25000,True,S42,ぱんころ軍,24500
9,S6,都蘭,29317,False,S49,戦国松千代祭,28400
10,S38,百折不撓,25000,True,S41,天下無双,24200
11,S6,興国寺城,20600,False,S15,ゆるキャン,21000
12,S19,玄武,27200,False,S19,其徐如林,27900
13,S11,鎮西一,20600,False,S1,楽しく遊ぼう,20500
14,S11,【沙羅双樹】,27200,False,S45,ハム一族,26783
15,S29,百花繚乱,22800,True,S17,漆黒の軍団,23000
16,S23,月面歩行,26604,False,S39,鬼斬り,26700
17,S25,晴耕雨読,24500,False,S31,珍遊記,24500
18,S2,第六天魔王,20100,False,S46,蒼穹,20300
19,S10,武田一族,24500,False,S13,万里一空,24700
20,S45,ハム一族,26783,True,S11,【沙羅双樹】,27200
21,S35,魔法陣,24426,False,S4,月夜の光,24500
22,S11,日本,26700,True,S33,百折不撓,26700
23,S9,漢龍関,22300,True,S46,黒龍,22500
24,S33,徳川光圀,22300,False,S44,金吾丸,22700
25,S31,珍遊記,24500,True,S25,晴耕雨読,24500
26,S5,陽炎,24500,False,S48,笑点,24700
27,S17,乾坤一擲,20100,True,S6,つの将軍,19800
28,S42,ぱんころ軍,24500,False,S40,春夏秋冬,25000
29,S33,百折不撓,26700,False,S11,日本,26700
30,S4,月夜の光,24500,True,S35,魔法陣,24426
31,S39,鬼斬り,26700,True,S23,月面歩行,26604
32,S8,わくわく広場,21800,False,S8,惡質,21800
33,S8,惡質,21800,True,S8,わくわく広場,21800
34,S38,猫屋敷,24096,True,S40,百鬼夜行,23500
35,S4,狭間,24000,False,S33,クロ一家,24000
36,S13,ジェダイ,21800,False,S21,百鬼夜行新生,21874
37,S21,百鬼夜行新生,21874,True,S13,ジェダイ,21800
38,S21,華光燐,21800,False,S46,蒼龍,21500
39,S40,桜花爛漫,26200,True,S21,白浜,25000
40,S43,モヒカン団,24000,True,S38,二天一流道場,23500
41,S41,大晋,24000,True,S29,一番槍,23500
42,S11,やみりん,26200,False,S29,韋駄天,26200
43,S49,戦国松千代祭,28400,True,S6,都蘭,29317
