,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,553.1,2023-05-21
1,1,1,30,613.4,2023-05-21
2,2,2,30,485.1,2023-05-21
3,3,3,28,410.0,2023-05-21
4,4,4,29,516.3,2023-05-21
5,5,5,30,673.5,2023-05-21
6,6,6,30,567.3,2023-05-21
7,7,7,30,550.4,2023-05-21
8,8,8,30,537.2,2023-05-21
9,9,9,30,515.2,2023-05-21
10,10,10,30,414.7,2023-05-21
11,11,11,26,377.0,2023-05-21
12,12,12,30,471.2,2023-05-21
13,13,13,30,355.1,2023-05-21
14,14,14,30,427.1,2023-05-21
15,15,15,30,364.2,2023-05-21
16,16,16,28,359.7,2023-05-21
17,17,17,30,463.1,2023-05-21
18,18,18,27,296.7,2023-05-21
19,19,19,26,334.3,2023-05-21
20,20,20,25,251.4,2023-05-21
21,21,21,28,410.7,2023-05-21
22,22,22,29,386.0,2023-05-21
23,23,23,26,351.0,2023-05-21
24,24,24,29,297.6,2023-05-21
25,25,25,27,395.1,2023-05-21
26,26,26,28,310.7,2023-05-21
27,27,27,26,329.4,2023-05-21
28,28,28,28,379.1,2023-05-21
29,29,29,28,404.7,2023-05-21
30,30,30,30,409.0,2023-05-21
31,31,31,28,398.9,2023-05-21
32,32,32,29,449.2,2023-05-21
33,33,33,30,422.0,2023-05-21
34,34,34,29,370.5,2023-05-21
35,35,35,30,431.7,2023-05-21
36,36,36,30,486.8,2023-05-21
37,37,37,27,337.5,2023-05-21
38,38,38,25,301.8,2023-05-21
39,39,39,27,358.8,2023-05-21
40,40,40,27,342.4,2023-05-21
41,41,41,24,300.4,2023-05-21
42,42,42,27,377.1,2023-05-21
43,43,43,29,392.6,2023-05-21
44,44,44,29,431.5,2023-05-21
45,45,45,28,462.3,2023-05-21
46,46,46,25,314.9,2023-05-21
47,47,47,26,362.3,2023-05-21
48,48,48,30,484.9,2023-05-21
49,49,49,30,445.2,2023-05-21
50,50,50,24,261.7,2023-05-21
51,51,51,29,345.7,2023-05-21
52,52,52,26,351.2,2023-05-21
53,53,53,28,275.4,2023-05-21
54,54,54,27,255.9,2023-05-21
55,55,55,29,399.4,2023-05-21
56,56,56,27,338.5,2023-05-21
57,57,57,29,318.6,2023-05-21
58,58,58,28,382.9,2023-05-21
59,59,59,30,367.7,2023-05-21
60,60,60,25,340.6,2023-05-21
61,61,61,24,266.6,2023-05-21
62,62,62,28,312.3,2023-05-21
63,63,63,29,371.3,2023-05-21
64,64,64,25,215.8,2023-05-21
65,65,65,30,386.0,2023-05-21
66,66,66,30,436.3,2023-05-21
67,67,67,25,286.7,2023-05-21
68,68,68,27,357.0,2023-05-21
