,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,573.7,2023-05-24
1,1,1,30,621.9,2023-05-24
2,2,2,30,605.2,2023-05-24
3,3,3,30,671.7,2023-05-24
4,4,4,30,609.3,2023-05-24
5,5,5,30,466.7,2023-05-24
6,6,6,29,473.3,2023-05-24
7,7,7,30,499.9,2023-05-24
8,8,8,30,471.1,2023-05-24
9,9,9,30,570.6,2023-05-24
10,10,10,30,548.7,2023-05-24
11,11,11,30,435.5,2023-05-24
12,12,12,30,542.6,2023-05-24
13,13,13,30,584.1,2023-05-24
14,14,14,30,480.7,2023-05-24
15,15,15,30,542.2,2023-05-24
16,16,16,30,681.3,2023-05-24
17,17,17,30,579.7,2023-05-24
18,18,18,30,646.0,2023-05-24
19,19,19,30,592.3,2023-05-24
20,20,20,30,617.3,2023-05-24
21,21,21,30,599.9,2023-05-24
22,22,22,29,402.9,2023-05-24
23,23,23,30,674.0,2023-05-24
24,24,24,30,593.7,2023-05-24
25,25,25,30,417.8,2023-05-24
26,26,26,30,589.1,2023-05-24
27,27,27,30,652.7,2023-05-24
28,28,28,30,501.7,2023-05-24
29,29,29,30,698.9,2023-05-24
30,30,30,30,526.4,2023-05-24
31,31,31,30,566.1,2023-05-24
32,32,32,30,474.7,2023-05-24
33,33,33,30,482.0,2023-05-24
34,34,34,29,431.3,2023-05-24
35,35,35,30,620.0,2023-05-24
36,36,36,29,417.6,2023-05-24
37,37,37,30,490.7,2023-05-24
38,38,38,30,637.0,2023-05-24
39,39,39,30,381.9,2023-05-24
40,40,40,30,607.1,2023-05-24
41,41,41,30,472.1,2023-05-24
42,42,42,30,520.4,2023-05-24
43,43,43,28,441.3,2023-05-24
44,44,44,30,409.9,2023-05-24
45,45,45,30,527.0,2023-05-24
46,46,46,30,560.4,2023-05-24
47,47,47,30,550.2,2023-05-24
48,48,48,28,362.5,2023-05-24
49,49,49,30,440.2,2023-05-24
50,50,50,30,461.3,2023-05-24
51,51,51,28,417.8,2023-05-24
52,52,52,27,418.1,2023-05-24
53,53,53,30,869.1,2023-05-24
54,54,54,29,448.0,2023-05-24
55,55,55,30,473.2,2023-05-24
56,56,56,27,376.3,2023-05-24
57,57,57,30,476.6,2023-05-24
58,58,58,29,355.0,2023-05-24
59,59,59,29,294.7,2023-05-24
60,60,60,29,421.3,2023-05-24
61,61,61,30,422.2,2023-05-24
62,62,62,29,406.9,2023-05-24
63,63,63,29,392.9,2023-05-24
64,64,64,28,285.7,2023-05-24
65,65,65,30,446.5,2023-05-24
66,66,66,30,440.8,2023-05-24
67,67,67,30,416.1,2023-05-24
68,68,68,30,762.7,2023-05-24
69,69,69,29,403.4,2023-05-24
