Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S37,八咫烏,20000,True,S2,花ch,20000
S47,天下布武,22200,True,S41,月華衆,20700
S31,天晴れ,22163,True,S50,花天月地,21200
S38,白虎,17837,True,S33,菊一文字,18000
S4,乃木,17800,False,S59,隣の天使様,18200
S37,深山幽谷,20000,True,S49,足柄幕府,20200
S39,真田六文銭,17800,False,S54,ゆずまみれ,18200
S5,無課金同盟,20000,True,S51,新選組猫隊,20200
S39,翼君,20000,True,S55,妖煌の摩天楼,20200
S44,武装戦線,20000,False,S17,覇王,20000
S2,花ch,20000,False,S37,八咫烏,20000
S31,奥州守護隊,17800,False,S51,北斗の庵,18000
S1,鬼神同盟,20000,True,S50,鳳仙,20200
S17,上田衆,22200,False,S50,明倫館,20700
S17,覇王,20000,True,S44,武装戦線,20000
S19,天六大魔王,22200,False,S56,天地人,20700
S46,〜燎〜,19500,True,S40,男の修行,19200
S4,十万一心,17300,False,S56,悪鬼羅刹,17700
S44,千の風に,17300,True,S57,毘・北陸軍談,17700
S50,幕府ちくの,21700,True,S33,不知火,21200
S39,六文銭,19500,True,S31,鏡華水月,19000
S27,新立呑屋連合,19500,False,S46,クロスギルド,19500
S42,大和,21700,False,S54,海中庭園,20700
S46,蒼龍,19500,True,S23,国士無双,19500
S37,飛信隊,19500,False,S50,おさんぽ,19000
S46,クロスギルド,19500,True,S27,新立呑屋連合,19500
S23,国士無双,19500,False,S46,蒼龍,19500
S19,大義名分,21700,False,S55,煌黒龍,21200
S15,未蘭聖教徒,17300,True,S31,無窮の夢,17500
S53,表裏中一体,21700,False,S58,戦争屋,21200
S35,治国平天下,19500,True,S8,くまモン,19000
S9,花鳥風月,17300,False,S25,周防国,17500
S50,おさんぽ,19000,True,S37,飛信隊,19500
S8,天下布武,16800,True,S51,のぼうの城,16964
S43,バリカン団,19000,False,S38,紺碧会,18700
S33,不知火,21200,False,S50,幕府ちくの,21700
S52,黒炎,19000,False,S48,新撰組,18632
S50,花天月地,21200,False,S31,天晴れ,22163
S55,煌黒龍,21200,True,S19,大義名分,21700
S6,釈迦,16800,True,S48,新翼姫,17000
S29,紫,19000,True,S21,関東卍會,18500
S58,戦争屋,21200,True,S53,表裏中一体,21700
S50,猪突猛進,18931,True,S55,風林火山,18500
S27,健康一番,19069,False,S49,夜の月の光,19000
S31,鏡華水月,19000,False,S39,六文銭,19500
S49,夜の月の光,19000,True,S27,健康一番,19069
S8,くまモン,19000,False,S35,治国平天下,19500
S49,新撰組,19000,False,S7,百万一心,19200
S54,海中庭園,20700,True,S42,大和,21700
S55,風林火山,18500,False,S50,猪突猛進,18931
S38,ヤックル,16368,False,S52,三英傑,16000
S54,大人の社交場,18500,True,S45,卍連合會,18500
S50,明倫館,20700,True,S17,上田衆,22200
S52,ZOO,18500,False,S11,楽市楽座,18700
S21,関東卍會,18500,False,S29,紫,19000
S42,・第天空・,18500,False,S29,月下雷鳴,18500
S1,七福神,16300,False,S5,猫もふもふ,16500
S41,月華衆,20700,False,S47,天下布武,22200
S5,新撰組,16300,True,S1,白地城,15901
S45,卍連合會,18500,False,S54,大人の社交場,18500
S44,喜怒哀楽,16300,False,S50,晴天の霹靂,16000
S29,月下雷鳴,18500,True,S42,・第天空・,18500
S39,天下布武,16300,True,S54,上善如水,16000
S56,天地人,20700,True,S19,天六大魔王,22200
S49,足柄幕府,20200,False,S37,深山幽谷,20000
S38,伏見稲荷,15800,True,S17,天下無双,15300
S51,北斗の庵,18000,True,S31,奥州守護隊,17800
S2,第六天魔王,15800,False,S55,酒と肴,16000
S6,とりま同盟,15800,-1,S41,あべ内閣,15000
S33,菊一文字,18000,False,S38,白虎,17837
S51,ロンきーず,18000,True,S56,桜花乱舞,18200
S5,辺張上等,15800,False,S54,日本帝国,16000
S46,真田丸,15800,False,S40,徳川幕府,15500
S50,鳳仙,20200,False,S1,鬼神同盟,20000
S51,新選組猫隊,20200,False,S5,無課金同盟,20000
S45,聖帝騎馬隊,18000,False,S49,楽天カード万,18200
S21,華光燐,15800,True,S39,風林火山,15300
S38,聖地,18000,False,S57,竜宮城,18200
S55,妖煌の摩天楼,20200,False,S39,翼君,20000
S31,月下美人,18000,False,S57,龍の里,18200
S31,無窮の夢,17500,False,S15,未蘭聖教徒,17300
S21,味噌カツ帝国,15300,False,S56,猛牛団,15500
S39,自ゆう,19700,True,S54,真聖育成部隊,19700
S52,コツコツ部屋,17500,True,S55,武田家,17500
S25,周防国,17500,True,S9,花鳥風月,17300
S40,朱雀親衛隊,15300,False,S21,DDD,15300
S55,武田家,17500,False,S52,コツコツ部屋,17500
S21,DDD,15300,True,S40,朱雀親衛隊,15300
S49,一騎当千,19700,True,S21,島津,19700
S50,最後の兎,17500,True,S3,宵闇の八咫烏,17500
S3,宵闇の八咫烏,17500,False,S50,最後の兎,17500
S39,風林火山,15300,False,S21,華光燐,15800
S21,島津,19700,False,S49,一騎当千,19700
S2,熊井一家,15300,False,S59,関東王将,15500
S54,真聖育成部隊,19700,False,S39,自ゆう,19700
S17,天下無双,15300,False,S38,伏見稲荷,15800
S7,百万一心,19200,True,S49,新撰組,19000
S49,東海一,16931,False,S37,アインズ,16500
S44,はぐれ雲,17000,False,S37,行雲流水,16500
S42,優駿,14869,False,S33,百万石猫侍,13800
S46,虹霧島,14900,False,S23,百鬼夜行,13800
S52,煌星,17000,False,S47,イエズス会,16500
S55,竜騰虎闘,14836,False,S15,紅魔曇那,14300
S51,のぼうの城,16964,False,S8,天下布武,16800
S1,獅子奮迅,17000,False,S40,チカニバル,16500
S49,鬼猫城,14800,False,S38,仔猫屋敷,14300
S42,獏羅天,14883,False,S11,ねこ団,14300
S10,秋姫親衛隊,16917,False,S49,餡掛け,16500
S40,男の修行,19200,False,S46,〜燎〜,19500
S48,新翼姫,17000,False,S6,釈迦,16800
S41,あべ内閣,15000,-1,S6,とりま同盟,15800
S42,魑魅魍魎,16900,False,S33,KAME,16500
S11,楽市楽座,18700,True,S52,ZOO,18500
S40,チカニバル,16500,True,S1,獅子奮迅,17000
S33,KAME,16500,True,S42,魑魅魍魎,16900
S23,上杉家,18700,True,S25,唯我独尊,18700
S15,紅魔曇那,14300,True,S55,竜騰虎闘,14836
S38,紺碧会,18700,True,S43,バリカン団,19000
S25,唯我独尊,18700,False,S23,上杉家,18700
S5,猫もふもふ,16500,True,S1,七福神,16300
S37,行雲流水,16500,True,S44,はぐれ雲,17000
S49,王帝月ノ宮,16500,True,S53,葉月,16000
S37,アインズ,16500,True,S49,東海一,16931
S11,ねこ団,14300,True,S42,獏羅天,14883
S49,餡掛け,16500,True,S10,秋姫親衛隊,16917
S48,新撰組,18632,True,S52,黒炎,19000
S47,イエズス会,16500,True,S52,煌星,17000
S38,仔猫屋敷,14300,True,S49,鬼猫城,14800
S54,日本帝国,16000,True,S5,辺張上等,15800
S54,ゆずまみれ,18200,True,S39,真田六文銭,17800
S1,白地城,15901,False,S5,新撰組,16300
S59,隣の天使様,18200,True,S4,乃木,17800
S33,百万石猫侍,13800,True,S42,優駿,14869
S49,楽天カード万,18200,True,S45,聖帝騎馬隊,18000
S53,葉月,16000,False,S49,王帝月ノ宮,16500
S55,酒と肴,16000,True,S5,辺張上等,15800
S53,飛翔隊,13800,True,S31,気心隊,13300
S56,桜花乱舞,18200,False,S51,ロンきーず,18000
S50,晴天の霹靂,16000,True,S44,喜怒哀楽,16300
S57,龍の里,18200,True,S31,月下美人,18000
S52,三英傑,16000,True,S38,ヤックル,16368
S23,百鬼夜行,13800,True,S46,虹霧島,14900
S54,上善如水,16000,False,S39,天下布武,16300
S57,竜宮城,18200,True,S38,聖地,18000
S56,アルデンテ,17700,True,S58,桜,17700
S40,徳川幕府,15500,True,S46,真田丸,15800
S6,新・酒池肉林,13300,True,S13,島津の鬼,13300
S48,ロンちゃんズ,17700,False,S49,飛竜蒼天,17700
S49,飛竜蒼天,17700,True,S48,ロンちゃんズ,17700
S56,島津家,15500,True,S53,花魁,15500
S57,毘・北陸軍談,17700,False,S44,千の風に,17300
S3,雛桜,13300,True,S6,六文銭,13399
S13,島津の鬼,13300,False,S6,新・酒池肉林,13300
S56,猛牛団,15500,True,S21,味噌カツ帝国,15300
S53,花魁,15500,False,S56,島津家,15500
S58,桜,17700,False,S56,アルデンテ,17700
S6,六文銭,13399,False,S3,雛桜,13300
S56,悪鬼羅刹,17700,True,S4,十万一心,17300
S59,関東王将,15500,True,S2,熊井一家,15300
S31,気心隊,13300,False,S53,飛翔隊,13800
