Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S37,八咫烏,21100,True,S2,花ch,20000
S47,天下布武,23300,True,S41,月華衆,20700
S31,天晴れ,23263,True,S50,花天月地,21200
S38,白虎,18937,True,S33,菊一文字,18000
S4,乃木,16700,False,S59,隣の天使様,18200
S37,深山幽谷,21100,True,S49,足柄幕府,20200
S39,真田六文銭,16700,False,S54,ゆずまみれ,18200
S5,無課金同盟,21100,True,S51,新選組猫隊,20200
S39,翼君,21100,True,S55,妖煌の摩天楼,20200
S44,武装戦線,18900,False,S17,覇王,20000
S2,花ch,18900,False,S37,八咫烏,20000
S31,奥州守護隊,16700,False,S51,北斗の庵,18000
S1,鬼神同盟,21100,True,S50,鳳仙,20200
S17,上田衆,21100,False,S50,明倫館,20700
S17,覇王,21100,True,S44,武装戦線,20000
S19,天六大魔王,21100,False,S56,天地人,20700
S46,〜燎〜,20600,True,S40,男の修行,19200
S4,十万一心,16200,False,S56,悪鬼羅刹,17700
S44,千の風に,18400,True,S57,毘・北陸軍談,17700
S50,幕府ちくの,22800,True,S33,不知火,21200
S39,六文銭,20600,True,S31,鏡華水月,19000
S27,新立呑屋連合,18400,False,S46,クロスギルド,19500
S42,大和,20600,False,S54,海中庭園,20700
S46,蒼龍,20600,True,S23,国士無双,19500
S37,飛信隊,18400,False,S50,おさんぽ,19000
S46,クロスギルド,20600,True,S27,新立呑屋連合,19500
S23,国士無双,18400,False,S46,蒼龍,19500
S19,大義名分,20600,False,S55,煌黒龍,21200
S15,未蘭聖教徒,18400,True,S31,無窮の夢,17500
S53,表裏中一体,20600,False,S58,戦争屋,21200
S35,治国平天下,20600,True,S8,くまモン,19000
S9,花鳥風月,16200,False,S25,周防国,17500
S50,おさんぽ,20100,True,S37,飛信隊,19500
S8,天下布武,17900,True,S51,のぼうの城,16964
S43,バリカン団,17900,False,S38,紺碧会,18700
S33,不知火,20100,False,S50,幕府ちくの,21700
S52,黒炎,17900,False,S48,新撰組,18632
S50,花天月地,20100,False,S31,天晴れ,22163
S55,煌黒龍,22300,True,S19,大義名分,21700
S6,釈迦,17900,True,S48,新翼姫,17000
S29,紫,20100,True,S21,関東卍會,18500
S58,戦争屋,22300,True,S53,表裏中一体,21700
S50,猪突猛進,20031,True,S55,風林火山,18500
S27,健康一番,17969,False,S49,夜の月の光,19000
S31,鏡華水月,17900,False,S39,六文銭,19500
S49,夜の月の光,20100,True,S27,健康一番,19069
S8,くまモン,17900,False,S35,治国平天下,19500
S49,新撰組,17900,False,S7,百万一心,19200
S54,海中庭園,21800,True,S42,大和,21700
S55,風林火山,17400,False,S50,猪突猛進,18931
S38,ヤックル,15268,False,S52,三英傑,16000
S54,大人の社交場,19600,True,S45,卍連合會,18500
S50,明倫館,21800,True,S17,上田衆,22200
S52,ZOO,17400,False,S11,楽市楽座,18700
S21,関東卍會,17400,False,S29,紫,19000
S42,・第天空・,17400,False,S29,月下雷鳴,18500
S1,七福神,15200,False,S5,猫もふもふ,16500
S41,月華衆,19600,False,S47,天下布武,22200
S5,新撰組,17400,True,S1,白地城,15901
S45,卍連合會,17400,False,S54,大人の社交場,18500
S44,喜怒哀楽,15200,False,S50,晴天の霹靂,16000
S29,月下雷鳴,19600,True,S42,・第天空・,18500
S39,天下布武,17400,True,S54,上善如水,16000
S56,天地人,21800,True,S19,天六大魔王,22200
S49,足柄幕府,19100,False,S37,深山幽谷,20000
S38,伏見稲荷,16900,True,S17,天下無双,15300
S51,北斗の庵,19100,True,S31,奥州守護隊,17800
S2,第六天魔王,14700,False,S55,酒と肴,16000
S6,とりま同盟,14800,-1,S41,あべ内閣,15000
S33,菊一文字,16900,False,S38,白虎,17837
S51,ロンきーず,19100,True,S56,桜花乱舞,18200
S5,辺張上等,14700,False,S54,日本帝国,16000
S46,真田丸,14700,False,S40,徳川幕府,15500
S50,鳳仙,19100,False,S1,鬼神同盟,20000
S51,新選組猫隊,19100,False,S5,無課金同盟,20000
S45,聖帝騎馬隊,16900,False,S49,楽天カード万,18200
S21,華光燐,16900,True,S39,風林火山,15300
S38,聖地,16900,False,S57,竜宮城,18200
S55,妖煌の摩天楼,19100,False,S39,翼君,20000
S31,月下美人,16900,False,S57,龍の里,18200
S31,無窮の夢,16400,False,S15,未蘭聖教徒,17300
S21,味噌カツ帝国,14200,False,S56,猛牛団,15500
S39,自ゆう,20800,True,S54,真聖育成部隊,19700
S52,コツコツ部屋,18600,True,S55,武田家,17500
S25,周防国,18600,True,S9,花鳥風月,17300
S40,朱雀親衛隊,14200,False,S21,DDD,15300
S55,武田家,16400,False,S52,コツコツ部屋,17500
S21,DDD,16400,True,S40,朱雀親衛隊,15300
S49,一騎当千,20800,True,S21,島津,19700
S50,最後の兎,18600,True,S3,宵闇の八咫烏,17500
S3,宵闇の八咫烏,16400,False,S50,最後の兎,17500
S39,風林火山,14200,False,S21,華光燐,15800
S21,島津,18600,False,S49,一騎当千,19700
S2,熊井一家,14200,False,S59,関東王将,15500
S54,真聖育成部隊,18600,False,S39,自ゆう,19700
S17,天下無双,14200,False,S38,伏見稲荷,15800
S7,百万一心,20300,True,S49,新撰組,19000
S49,東海一,15831,False,S37,アインズ,16500
S44,はぐれ雲,15900,False,S37,行雲流水,16500
S42,優駿,13769,False,S33,百万石猫侍,13800
S46,虹霧島,13800,False,S23,百鬼夜行,13800
S52,煌星,15900,False,S47,イエズス会,16500
S55,竜騰虎闘,13736,False,S15,紅魔曇那,14300
S51,のぼうの城,15864,False,S8,天下布武,16800
S1,獅子奮迅,15900,False,S40,チカニバル,16500
S49,鬼猫城,13700,False,S38,仔猫屋敷,14300
S42,獏羅天,13783,False,S11,ねこ団,14300
S10,秋姫親衛隊,15817,False,S49,餡掛け,16500
S40,男の修行,18100,False,S46,〜燎〜,19500
S48,新翼姫,15900,False,S6,釈迦,16800
S41,あべ内閣,14000,-1,S6,とりま同盟,15800
S42,魑魅魍魎,15800,False,S33,KAME,16500
S11,楽市楽座,19800,True,S52,ZOO,18500
S40,チカニバル,17600,True,S1,獅子奮迅,17000
S33,KAME,17600,True,S42,魑魅魍魎,16900
S23,上杉家,19800,True,S25,唯我独尊,18700
S15,紅魔曇那,15400,True,S55,竜騰虎闘,14836
S38,紺碧会,19800,True,S43,バリカン団,19000
S25,唯我独尊,17600,False,S23,上杉家,18700
S5,猫もふもふ,17600,True,S1,七福神,16300
S37,行雲流水,17600,True,S44,はぐれ雲,17000
S49,王帝月ノ宮,17600,True,S53,葉月,16000
S37,アインズ,17600,True,S49,東海一,16931
S11,ねこ団,15400,True,S42,獏羅天,14883
S49,餡掛け,17600,True,S10,秋姫親衛隊,16917
S48,新撰組,19732,True,S52,黒炎,19000
S47,イエズス会,17600,True,S52,煌星,17000
S38,仔猫屋敷,15400,True,S49,鬼猫城,14800
S54,日本帝国,17100,True,S5,辺張上等,15800
S54,ゆずまみれ,19300,True,S39,真田六文銭,17800
S1,白地城,14801,False,S5,新撰組,16300
S59,隣の天使様,19300,True,S4,乃木,17800
S33,百万石猫侍,14900,True,S42,優駿,14869
S49,楽天カード万,19300,True,S45,聖帝騎馬隊,18000
S53,葉月,14900,False,S49,王帝月ノ宮,16500
S55,酒と肴,17100,True,S5,辺張上等,15800
S53,飛翔隊,14900,True,S31,気心隊,13300
S56,桜花乱舞,17100,False,S51,ロンきーず,18000
S50,晴天の霹靂,17100,True,S44,喜怒哀楽,16300
S57,龍の里,19300,True,S31,月下美人,18000
S52,三英傑,17100,True,S38,ヤックル,16368
S23,百鬼夜行,14900,True,S46,虹霧島,14900
S54,上善如水,14900,False,S39,天下布武,16300
S57,竜宮城,19300,True,S38,聖地,18000
S56,アルデンテ,18800,True,S58,桜,17700
S40,徳川幕府,16600,True,S46,真田丸,15800
S6,新・酒池肉林,14400,True,S13,島津の鬼,13300
S48,ロンちゃんズ,16600,False,S49,飛竜蒼天,17700
S49,飛竜蒼天,18800,True,S48,ロンちゃんズ,17700
S56,島津家,16600,True,S53,花魁,15500
S57,毘・北陸軍談,16600,False,S44,千の風に,17300
S3,雛桜,14400,True,S6,六文銭,13399
S13,島津の鬼,12200,False,S6,新・酒池肉林,13300
S56,猛牛団,16600,True,S21,味噌カツ帝国,15300
S53,花魁,14400,False,S56,島津家,15500
S58,桜,16600,False,S56,アルデンテ,17700
S6,六文銭,12299,False,S3,雛桜,13300
S56,悪鬼羅刹,18800,True,S4,十万一心,17300
S59,関東王将,16600,True,S2,熊井一家,15300
S31,気心隊,12200,False,S53,飛翔隊,13800
