,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,24,151.9,2023-05-26
1,1,1,1,1,1,1,28,285.7,2023-05-26
2,2,2,2,2,2,2,26,213.0,2023-05-26
3,3,3,3,3,3,3,26,210.7,2023-05-26
4,4,4,4,4,4,4,25,224.9,2023-05-26
5,5,5,5,5,5,5,27,212.6,2023-05-26
6,6,6,6,6,6,6,26,260.3,2023-05-26
7,7,7,7,7,7,7,26,245.0,2023-05-26
8,8,8,8,8,8,8,26,217.6,2023-05-26
9,9,9,9,9,9,9,26,173.9,2023-05-26
10,10,10,10,10,10,10,25,225.2,2023-05-26
11,11,11,11,11,11,11,25,205.8,2023-05-26
12,12,12,12,12,12,12,25,203.3,2023-05-26
13,13,13,13,13,13,13,24,216.0,2023-05-26
14,14,14,14,14,14,14,24,145.2,2023-05-26
15,15,15,15,15,15,15,23,173.9,2023-05-26
16,16,16,16,16,16,16,22,158.6,2023-05-26
17,17,17,17,17,17,17,23,186.8,2023-05-26
18,18,18,18,18,18,18,23,181.9,2023-05-26
19,19,19,19,19,19,19,25,168.0,2023-05-26
20,20,20,20,20,20,20,26,222.9,2023-05-26
21,21,21,21,21,21,21,25,198.6,2023-05-26
22,22,22,22,22,22,22,26,164.6,2023-05-26
23,23,23,23,23,23,23,21,155.1,2023-05-26
24,24,24,24,24,24,24,25,182.9,2023-05-26
25,25,25,25,25,25,25,23,183.7,2023-05-26
26,26,26,26,26,26,26,24,175.4,2023-05-26
27,27,27,27,27,27,27,26,215.4,2023-05-26
28,28,28,28,28,28,28,22,103.5,2023-05-26
29,29,29,29,29,29,29,27,233.9,2023-05-26
30,30,30,30,30,30,30,25,145.0,2023-05-26
31,31,31,31,31,31,31,25,195.8,2023-05-26
32,32,32,32,32,32,32,22,149.6,2023-05-26
33,33,33,33,33,33,33,26,189.0,2023-05-26
34,34,34,34,34,34,34,26,192.8,2023-05-26
35,35,35,35,35,35,35,25,183.2,2023-05-26
36,36,36,36,36,36,36,26,213.7,2023-05-26
37,37,37,37,37,37,37,25,183.8,2023-05-26
38,38,38,38,38,38,38,25,236.0,2023-05-26
39,39,39,39,39,39,39,22,163.0,2023-05-26
40,40,40,40,40,40,40,20,98.9,2023-05-26
41,41,41,41,41,41,41,26,179.1,2023-05-26
42,42,42,42,42,42,42,26,229.9,2023-05-26
43,43,43,43,43,43,43,25,191.6,2023-05-26
44,44,44,44,44,44,44,21,154.9,2023-05-26
45,45,45,45,45,45,45,24,198.1,2023-05-26
46,46,46,46,46,46,46,25,201.8,2023-05-26
47,47,47,47,47,47,47,24,152.9,2023-05-26
48,48,48,48,48,48,48,24,157.5,2023-05-26
49,49,49,49,49,49,49,22,172.4,2023-05-26
50,50,50,50,50,50,50,26,207.9,2023-05-26
51,51,51,51,51,51,51,26,245.5,2023-05-26
52,52,52,52,52,52,52,25,243.6,2023-05-26
53,53,53,53,53,53,53,21,90.8,2023-05-26
54,54,54,54,54,54,54,20,117.7,2023-05-26
55,55,55,55,55,55,55,24,161.7,2023-05-26
56,56,56,56,56,56,56,25,186.3,2023-05-26
57,57,57,57,57,57,57,23,112.8,2023-05-26
58,58,58,58,58,58,58,21,107.4,2023-05-26
59,59,59,59,59,59,59,22,138.0,2023-05-26
60,60,60,60,60,60,60,24,221.2,2023-05-26
61,61,61,61,61,61,61,20,89.4,2023-05-26
62,62,62,62,62,62,62,26,234.9,2023-05-26
63,63,63,63,63,63,63,26,224.8,2023-05-26
