,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,449.9,2023-05-24
1,1,1,1,1,1,29,353.0,2023-05-24
2,2,2,2,2,2,28,268.6,2023-05-24
3,3,3,3,3,3,29,334.4,2023-05-24
4,4,4,4,4,4,27,285.5,2023-05-24
5,5,5,5,5,5,29,324.6,2023-05-24
6,6,6,6,6,6,29,307.5,2023-05-24
7,7,7,7,7,7,29,297.0,2023-05-24
8,8,8,8,8,8,28,316.1,2023-05-24
9,9,9,9,9,9,28,289.5,2023-05-24
10,10,10,10,10,10,27,218.9,2023-05-24
11,11,11,11,11,11,26,301.4,2023-05-24
12,12,12,12,12,12,25,217.8,2023-05-24
13,13,13,13,13,13,25,202.3,2023-05-24
14,14,14,14,14,14,22,212.5,2023-05-24
15,15,15,15,15,15,27,266.5,2023-05-24
16,16,16,16,16,16,27,219.0,2023-05-24
17,17,17,17,17,17,29,342.2,2023-05-24
18,18,18,18,18,18,26,216.7,2023-05-24
19,19,19,19,19,19,28,291.3,2023-05-24
20,20,20,20,20,20,28,283.0,2023-05-24
21,21,21,21,21,21,28,331.9,2023-05-24
22,22,22,22,22,22,28,318.4,2023-05-24
23,23,23,23,23,23,29,341.5,2023-05-24
24,24,24,24,24,24,26,278.2,2023-05-24
25,25,25,25,25,25,22,216.8,2023-05-24
26,26,26,26,26,26,29,324.1,2023-05-24
27,27,27,27,27,27,26,196.3,2023-05-24
28,28,28,28,28,28,28,302.8,2023-05-24
29,29,29,29,29,29,28,317.3,2023-05-24
30,30,30,30,30,30,28,297.2,2023-05-24
31,31,31,31,31,31,29,357.2,2023-05-24
32,32,32,32,32,32,24,219.6,2023-05-24
33,33,33,33,33,33,25,222.7,2023-05-24
34,34,34,34,34,34,28,292.8,2023-05-24
35,35,35,35,35,35,28,302.5,2023-05-24
36,36,36,36,36,36,28,315.6,2023-05-24
37,37,37,37,37,37,25,195.4,2023-05-24
38,38,38,38,38,38,26,297.2,2023-05-24
39,39,39,39,39,39,27,294.9,2023-05-24
40,40,40,40,40,40,27,265.3,2023-05-24
41,41,41,41,41,41,26,204.1,2023-05-24
42,42,42,42,42,42,27,305.6,2023-05-24
43,43,43,43,43,43,26,276.7,2023-05-24
44,44,44,44,44,44,28,279.6,2023-05-24
45,45,45,45,45,45,27,253.7,2023-05-24
46,46,46,46,46,46,28,278.2,2023-05-24
47,47,47,47,47,47,26,286.7,2023-05-24
48,48,48,48,48,48,27,280.5,2023-05-24
49,49,49,49,49,49,25,171.1,2023-05-24
50,50,50,50,50,50,27,214.5,2023-05-24
51,51,51,51,51,51,27,272.9,2023-05-24
52,52,52,52,52,52,27,267.6,2023-05-24
53,53,53,53,53,53,27,258.1,2023-05-24
54,54,54,54,54,54,26,214.3,2023-05-24
55,55,55,55,55,55,27,249.2,2023-05-24
56,56,56,56,56,56,26,204.5,2023-05-24
57,57,57,57,57,57,28,243.3,2023-05-24
58,58,58,58,58,58,20,59.3,2023-05-24
59,59,59,59,59,59,26,214.6,2023-05-24
60,60,60,60,60,60,27,263.2,2023-05-24
61,61,61,61,61,61,27,233.4,2023-05-24
62,62,62,62,62,62,25,198.5,2023-05-24
63,63,63,63,63,63,27,252.1,2023-05-24
64,64,64,64,64,64,27,261.0,2023-05-24
