,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,444.6,2023-05-21
1,1,1,28,417.4,2023-05-21
2,2,2,30,429.6,2023-05-21
3,3,3,29,410.9,2023-05-21
4,4,4,30,394.5,2023-05-21
5,5,5,29,393.5,2023-05-21
6,6,6,26,378.9,2023-05-21
7,7,7,24,273.9,2023-05-21
8,8,8,30,464.1,2023-05-21
9,9,9,25,293.3,2023-05-21
10,10,10,24,256.9,2023-05-21
11,11,11,29,384.5,2023-05-21
12,12,12,26,367.3,2023-05-21
13,13,13,30,479.0,2023-05-21
14,14,14,29,466.4,2023-05-21
15,15,15,30,410.4,2023-05-21
16,16,16,25,256.3,2023-05-21
17,17,17,29,377.0,2023-05-21
18,18,18,25,237.5,2023-05-21
19,19,19,27,199.7,2023-05-21
20,20,20,27,304.6,2023-05-21
21,21,21,27,321.3,2023-05-21
22,22,22,26,277.6,2023-05-21
23,23,23,30,359.9,2023-05-21
24,24,24,26,321.9,2023-05-21
25,25,25,29,347.6,2023-05-21
26,26,26,29,324.5,2023-05-21
27,27,27,29,335.2,2023-05-21
28,28,28,25,288.0,2023-05-21
29,29,29,26,238.3,2023-05-21
30,30,30,29,367.3,2023-05-21
31,31,31,30,398.7,2023-05-21
32,32,32,29,311.4,2023-05-21
33,33,33,27,296.9,2023-05-21
34,34,34,28,340.2,2023-05-21
35,35,35,27,332.0,2023-05-21
36,36,36,21,137.5,2023-05-21
37,37,37,27,334.6,2023-05-21
38,38,38,29,332.5,2023-05-21
39,39,39,26,190.4,2023-05-21
40,40,40,27,255.9,2023-05-21
41,41,41,26,270.6,2023-05-21
42,42,42,26,257.4,2023-05-21
43,43,43,24,191.5,2023-05-21
