,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,492.5,2023-05-21
1,1,1,1,1,1,1,1,30,395.6,2023-05-21
2,2,2,2,2,2,2,2,30,524.5,2023-05-21
3,3,3,3,3,3,3,3,30,449.1,2023-05-21
4,4,4,4,4,4,4,4,29,489.7,2023-05-21
5,5,5,5,5,5,5,5,29,420.0,2023-05-21
6,6,6,6,6,6,6,6,27,397.1,2023-05-21
7,7,7,7,7,7,7,7,29,390.8,2023-05-21
8,8,8,8,8,8,8,8,28,329.7,2023-05-21
9,9,9,9,9,9,9,9,22,180.9,2023-05-21
10,10,10,10,10,10,10,10,27,382.3,2023-05-21
11,11,11,11,11,11,11,11,29,493.1,2023-05-21
12,12,12,12,12,12,12,12,26,194.3,2023-05-21
13,13,13,13,13,13,13,13,27,346.1,2023-05-21
14,14,14,14,14,14,14,14,25,306.5,2023-05-21
15,15,15,15,15,15,15,15,24,305.1,2023-05-21
16,16,16,16,16,16,16,16,29,405.5,2023-05-21
17,17,17,17,17,17,17,17,27,387.5,2023-05-21
18,18,18,18,18,18,18,18,26,323.1,2023-05-21
19,19,19,19,19,19,19,19,26,342.4,2023-05-21
20,20,20,20,20,20,20,20,27,295.7,2023-05-21
21,21,21,21,21,21,21,21,20,108.8,2023-05-21
22,22,22,22,22,22,22,22,29,350.9,2023-05-21
23,23,23,23,23,23,23,23,30,481.4,2023-05-21
24,24,24,24,24,24,24,24,30,417.4,2023-05-21
25,25,25,25,25,25,25,25,25,361.6,2023-05-21
26,26,26,26,26,26,26,26,25,333.5,2023-05-21
27,27,27,27,27,27,27,27,23,152.1,2023-05-21
28,28,28,28,28,28,28,28,18,64.7,2023-05-21
29,29,29,29,29,29,29,29,23,148.1,2023-05-21
30,30,30,30,30,30,30,30,25,238.3,2023-05-21
31,31,31,31,31,31,31,31,23,183.2,2023-05-21
32,32,32,32,32,32,32,32,27,360.9,2023-05-21
33,33,33,33,33,33,33,33,26,286.5,2023-05-21
34,34,34,34,34,34,34,34,27,259.1,2023-05-21
35,35,35,35,35,35,35,35,23,171.8,2023-05-21
36,36,36,36,36,36,36,36,20,132.9,2023-05-21
37,37,37,37,37,37,37,37,25,283.4,2023-05-21
38,38,38,38,38,38,38,38,29,412.1,2023-05-21
39,39,39,39,39,39,39,39,24,113.6,2023-05-21
40,40,40,40,40,40,40,40,28,333.7,2023-05-21
41,41,41,41,41,41,41,41,27,234.8,2023-05-21
