,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,546.2,2023-05-21
1,1,1,1,1,1,1,1,30,523.7,2023-05-21
2,2,2,2,2,2,2,2,30,532.9,2023-05-21
3,3,3,3,3,3,3,3,30,449.4,2023-05-21
4,4,4,4,4,4,4,4,30,466.4,2023-05-21
5,5,5,5,5,5,5,5,30,647.8,2023-05-21
6,6,6,6,6,6,6,6,30,548.5,2023-05-21
7,7,7,7,7,7,7,7,29,455.4,2023-05-21
8,8,8,8,8,8,8,8,30,482.6,2023-05-21
9,9,9,9,9,9,9,9,30,581.5,2023-05-21
10,10,10,10,10,10,10,10,28,445.8,2023-05-21
11,11,11,11,11,11,11,11,28,280.9,2023-05-21
12,12,12,12,12,12,12,12,30,463.8,2023-05-21
13,13,13,13,13,13,13,13,27,273.7,2023-05-21
14,14,14,14,14,14,14,14,30,472.5,2023-05-21
15,15,15,15,15,15,15,15,30,477.5,2023-05-21
16,16,16,16,16,16,16,16,30,495.0,2023-05-21
17,17,17,17,17,17,17,17,29,366.8,2023-05-21
18,18,18,18,18,18,18,18,30,502.6,2023-05-21
19,19,19,19,19,19,19,19,29,422.2,2023-05-21
20,20,20,20,20,20,20,20,29,483.7,2023-05-21
21,21,21,21,21,21,21,21,27,374.8,2023-05-21
22,22,22,22,22,22,22,22,26,192.2,2023-05-21
23,23,23,23,23,23,23,23,30,442.4,2023-05-21
24,24,24,24,24,24,24,24,30,518.8,2023-05-21
25,25,25,25,25,25,25,25,30,458.2,2023-05-21
26,26,26,26,26,26,26,26,30,492.0,2023-05-21
27,27,27,27,27,27,27,27,20,9.0,2023-05-21
28,28,28,28,28,28,28,28,27,429.3,2023-05-21
29,29,29,29,29,29,29,29,28,295.2,2023-05-21
30,30,30,30,30,30,30,30,28,284.0,2023-05-21
31,31,31,31,31,31,31,31,28,407.3,2023-05-21
32,32,32,32,32,32,32,32,29,362.6,2023-05-21
33,33,33,33,33,33,33,33,30,428.9,2023-05-21
34,34,34,34,34,34,34,34,27,355.9,2023-05-21
35,35,35,35,35,35,35,35,29,388.5,2023-05-21
36,36,36,36,36,36,36,36,29,339.0,2023-05-21
37,37,37,37,37,37,37,37,30,459.4,2023-05-21
38,38,38,38,38,38,38,38,29,400.9,2023-05-21
39,39,39,39,39,39,39,39,29,351.5,2023-05-21
40,40,40,40,40,40,40,40,28,307.1,2023-05-21
41,41,41,41,41,41,41,41,30,406.4,2023-05-21
42,42,42,42,42,42,42,42,27,243.4,2023-05-21
43,43,43,43,43,43,43,43,27,332.9,2023-05-21
44,44,44,44,44,44,44,44,30,386.3,2023-05-21
