,Unnamed: 0,level,power,date
0,0,29,460.2,2023-05-26
1,1,30,592.6,2023-05-26
2,2,30,599.6,2023-05-26
3,3,30,583.0,2023-05-26
4,4,30,572.8,2023-05-26
5,5,30,563.1,2023-05-26
6,6,30,560.1,2023-05-26
7,7,30,540.3,2023-05-26
8,8,30,417.1,2023-05-26
9,9,30,416.9,2023-05-26
10,10,30,339.5,2023-05-26
11,11,29,448.9,2023-05-26
12,12,29,422.0,2023-05-26
13,13,29,405.4,2023-05-26
14,14,29,332.7,2023-05-26
15,15,28,285.0,2023-05-26
16,16,28,335.9,2023-05-26
17,17,28,354.7,2023-05-26
18,18,29,493.8,2023-05-26
19,19,29,464.1,2023-05-26
20,20,30,653.5,2023-05-26
21,21,30,384.8,2023-05-26
22,22,27,301.1,2023-05-26
23,23,30,510.9,2023-05-26
24,24,29,365.1,2023-05-26
25,25,30,524.5,2023-05-26
26,26,28,484.0,2023-05-26
27,27,29,381.9,2023-05-26
28,28,30,383.6,2023-05-26
29,29,30,359.9,2023-05-26
30,30,30,389.9,2023-05-26
31,31,30,314.9,2023-05-26
32,32,29,281.1,2023-05-26
33,33,30,454.4,2023-05-26
34,34,30,520.3,2023-05-26
35,35,27,314.7,2023-05-26
36,36,28,354.3,2023-05-26
37,37,30,532.8,2023-05-26
38,38,28,371.6,2023-05-26
39,39,30,448.6,2023-05-26
40,40,30,308.2,2023-05-26
41,41,30,414.8,2023-05-26
42,42,29,394.9,2023-05-26
43,43,29,375.6,2023-05-26
44,44,30,422.2,2023-05-26
45,45,30,416.4,2023-05-26
46,46,29,388.8,2023-05-26
47,47,28,265.4,2023-05-26
48,48,26,317.9,2023-05-26
49,49,29,287.8,2023-05-26
50,50,30,507.7,2023-05-26
51,51,29,369.5,2023-05-26
