,Unnamed: 0,level,power,date
0,0,30,598.9,2023-05-26
1,1,30,644.4,2023-05-26
2,2,30,447.4,2023-05-26
3,3,30,505.3,2023-05-26
4,4,30,479.1,2023-05-26
5,5,30,662.0,2023-05-26
6,6,30,601.9,2023-05-26
7,7,30,570.5,2023-05-26
8,8,30,445.8,2023-05-26
9,9,30,425.8,2023-05-26
10,10,29,490.9,2023-05-26
11,11,29,470.1,2023-05-26
12,12,28,441.1,2023-05-26
13,13,28,434.9,2023-05-26
14,14,30,460.3,2023-05-26
15,15,30,484.3,2023-05-26
16,16,30,402.4,2023-05-26
17,17,21,113.9,2023-05-26
18,18,29,424.7,2023-05-26
19,19,30,456.3,2023-05-26
20,20,30,459.2,2023-05-26
21,21,28,331.0,2023-05-26
22,22,30,436.0,2023-05-26
23,23,30,552.8,2023-05-26
24,24,30,466.0,2023-05-26
25,25,28,323.1,2023-05-26
26,26,27,381.0,2023-05-26
27,27,25,330.7,2023-05-26
28,28,27,309.5,2023-05-26
29,29,27,390.5,2023-05-26
30,30,26,241.0,2023-05-26
31,31,28,439.0,2023-05-26
32,32,30,489.7,2023-05-26
33,33,28,326.8,2023-05-26
34,34,26,279.1,2023-05-26
35,35,30,501.5,2023-05-26
36,36,25,278.5,2023-05-26
37,37,29,394.9,2023-05-26
38,38,26,184.1,2023-05-26
39,39,26,252.9,2023-05-26
40,40,27,252.5,2023-05-26
41,41,27,279.6,2023-05-26
42,42,29,321.7,2023-05-26
43,43,27,297.0,2023-05-26
44,44,30,455.3,2023-05-26
45,45,27,289.4,2023-05-26
46,46,26,371.4,2023-05-26
47,47,30,443.3,2023-05-26
48,48,29,294.2,2023-05-26
49,49,28,334.1,2023-05-26
