,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,671.5,2023-05-21
1,1,1,1,1,30,603.1,2023-05-21
2,2,2,2,2,30,563.9,2023-05-21
3,3,3,3,3,30,641.5,2023-05-21
4,4,4,4,4,30,621.0,2023-05-21
5,5,5,5,5,30,631.7,2023-05-21
6,6,6,6,6,30,563.9,2023-05-21
7,7,7,7,7,30,553.3,2023-05-21
8,8,8,8,8,30,542.3,2023-05-21
9,9,9,9,9,30,502.1,2023-05-21
10,10,10,10,10,26,407.6,2023-05-21
11,11,11,11,11,20,93.0,2023-05-21
12,12,12,12,12,30,557.7,2023-05-21
13,13,13,13,13,29,443.7,2023-05-21
14,14,14,14,14,30,501.8,2023-05-21
15,15,15,15,15,29,471.5,2023-05-21
16,16,16,16,16,28,429.1,2023-05-21
17,17,17,17,17,30,640.5,2023-05-21
18,18,18,18,18,29,410.5,2023-05-21
19,19,19,19,19,30,505.7,2023-05-21
20,20,20,20,20,26,439.0,2023-05-21
21,21,21,21,21,30,527.7,2023-05-21
22,22,22,22,22,30,464.5,2023-05-21
23,23,23,23,23,26,392.2,2023-05-21
24,24,24,24,24,30,621.6,2023-05-21
25,25,25,25,25,25,212.3,2023-05-21
26,26,26,26,26,30,488.2,2023-05-21
27,27,27,27,27,29,480.8,2023-05-21
28,28,28,28,28,30,433.9,2023-05-21
29,29,29,29,29,30,480.4,2023-05-21
30,30,30,30,30,30,497.2,2023-05-21
31,31,31,31,31,30,381.5,2023-05-21
32,32,32,32,32,28,391.2,2023-05-21
33,33,33,33,33,30,596.9,2023-05-21
34,34,34,34,34,30,459.2,2023-05-21
35,35,35,35,35,30,440.5,2023-05-21
36,36,36,36,36,29,336.1,2023-05-21
37,37,37,37,37,30,527.3,2023-05-21
38,38,38,38,38,29,542.3,2023-05-21
39,39,39,39,39,30,526.8,2023-05-21
40,40,40,40,40,28,403.4,2023-05-21
41,41,41,41,41,28,416.8,2023-05-21
42,42,42,42,42,28,418.7,2023-05-21
43,43,43,43,43,27,359.3,2023-05-21
44,44,44,44,44,27,328.6,2023-05-21
45,45,45,45,45,29,435.3,2023-05-21
46,46,46,46,46,29,392.9,2023-05-21
47,47,47,47,47,28,327.7,2023-05-21
48,48,48,48,48,22,127.2,2023-05-21
49,49,49,49,49,28,303.0,2023-05-21
50,50,50,50,50,25,281.7,2023-05-21
51,51,51,51,51,26,323.8,2023-05-21
52,52,52,52,52,28,269.2,2023-05-21
53,53,53,53,53,30,449.6,2023-05-21
54,54,54,54,54,16,45.0,2023-05-21
55,55,55,55,55,27,252.2,2023-05-21
56,56,56,56,56,26,263.1,2023-05-21
57,57,57,57,57,30,367.9,2023-05-21
58,58,58,58,58,28,376.4,2023-05-21
59,59,59,59,59,29,387.9,2023-05-21
60,60,60,60,60,29,413.7,2023-05-21
61,61,61,61,61,28,299.6,2023-05-21
62,62,62,62,62,30,520.6,2023-05-21
