,Unnamed: 0,level,power,date
0,0,30,638.7,2023-05-26
1,1,30,639.1,2023-05-26
2,2,30,681.0,2023-05-26
3,3,30,653.7,2023-05-26
4,4,30,556.7,2023-05-26
5,5,30,1040.0,2023-05-26
6,6,30,652.1,2023-05-26
7,7,30,624.6,2023-05-26
8,8,30,614.9,2023-05-26
9,9,30,593.0,2023-05-26
10,10,30,519.3,2023-05-26
11,11,30,519.2,2023-05-26
12,12,30,400.8,2023-05-26
13,13,29,411.6,2023-05-26
14,14,29,409.5,2023-05-26
15,15,28,397.3,2023-05-26
16,16,28,391.6,2023-05-26
17,17,26,460.0,2023-05-26
18,18,30,419.0,2023-05-26
19,19,30,633.6,2023-05-26
20,20,30,630.9,2023-05-26
21,21,30,626.5,2023-05-26
22,22,30,499.7,2023-05-26
23,23,30,544.5,2023-05-26
24,24,30,529.4,2023-05-26
25,25,30,478.9,2023-05-26
26,26,30,491.8,2023-05-26
27,27,30,577.6,2023-05-26
28,28,30,638.3,2023-05-26
29,29,29,427.1,2023-05-26
30,30,30,587.3,2023-05-26
31,31,30,564.5,2023-05-26
32,32,29,420.9,2023-05-26
33,33,29,401.2,2023-05-26
34,34,30,644.9,2023-05-26
35,35,30,394.8,2023-05-26
36,36,30,503.8,2023-05-26
37,37,30,466.8,2023-05-26
38,38,29,435.3,2023-05-26
39,39,29,364.0,2023-05-26
40,40,30,477.0,2023-05-26
41,41,30,616.0,2023-05-26
42,42,27,385.7,2023-05-26
43,43,30,673.9,2023-05-26
44,44,28,332.1,2023-05-26
45,45,28,463.5,2023-05-26
46,46,30,396.9,2023-05-26
47,47,30,383.2,2023-05-26
48,48,30,500.5,2023-05-26
49,49,29,336.8,2023-05-26
50,50,28,383.3,2023-05-26
51,51,29,316.4,2023-05-26
52,52,30,539.6,2023-05-26
53,53,30,721.9,2023-05-26
54,54,30,710.7,2023-05-26
55,55,30,552.2,2023-05-26
56,56,29,466.2,2023-05-26
57,57,29,289.0,2023-05-26
58,58,30,604.1,2023-05-26
59,59,30,377.6,2023-05-26
60,60,30,731.9,2023-05-26
61,61,29,288.5,2023-05-26
