,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,538.0,2023-05-21
1,1,1,1,30,633.1,2023-05-21
2,2,2,2,30,672.3,2023-05-21
3,3,3,3,30,623.7,2023-05-21
4,4,4,4,30,615.0,2023-05-21
5,5,5,5,30,652.1,2023-05-21
6,6,6,6,30,636.4,2023-05-21
7,7,7,7,30,613.9,2023-05-21
8,8,8,8,30,537.3,2023-05-21
9,9,9,9,30,517.8,2023-05-21
10,10,10,10,30,469.5,2023-05-21
11,11,11,11,30,459.2,2023-05-21
12,12,12,12,29,418.3,2023-05-21
13,13,13,13,27,392.6,2023-05-21
14,14,14,14,30,528.0,2023-05-21
15,15,15,15,27,260.3,2023-05-21
16,16,16,16,30,617.6,2023-05-21
17,17,17,17,30,596.2,2023-05-21
18,18,18,18,30,549.6,2023-05-21
19,19,19,19,30,630.8,2023-05-21
20,20,20,20,30,347.8,2023-05-21
21,21,21,21,30,516.8,2023-05-21
22,22,22,22,28,448.1,2023-05-21
23,23,23,23,30,630.0,2023-05-21
24,24,24,24,30,462.1,2023-05-21
25,25,25,25,30,633.2,2023-05-21
26,26,26,26,30,568.2,2023-05-21
27,27,27,27,30,596.3,2023-05-21
28,28,28,28,30,423.2,2023-05-21
29,29,29,29,30,578.2,2023-05-21
30,30,30,30,30,544.3,2023-05-21
31,31,31,31,30,451.8,2023-05-21
32,32,32,32,30,491.8,2023-05-21
33,33,33,33,30,517.1,2023-05-21
34,34,34,34,30,489.0,2023-05-21
35,35,35,35,29,390.3,2023-05-21
36,36,36,36,29,400.0,2023-05-21
37,37,37,37,30,636.1,2023-05-21
38,38,38,38,30,474.7,2023-05-21
39,39,39,39,30,428.4,2023-05-21
40,40,40,40,30,441.2,2023-05-21
41,41,41,41,30,374.8,2023-05-21
42,42,42,42,30,485.0,2023-05-21
43,43,43,43,30,659.9,2023-05-21
44,44,44,44,21,90.4,2023-05-21
45,45,45,45,30,600.3,2023-05-21
46,46,46,46,29,372.6,2023-05-21
47,47,47,47,30,528.9,2023-05-21
48,48,48,48,30,391.6,2023-05-21
49,49,49,49,30,341.1,2023-05-21
50,50,50,50,27,234.2,2023-05-21
51,51,51,51,28,352.0,2023-05-21
52,52,52,52,30,488.3,2023-05-21
53,53,53,53,29,364.4,2023-05-21
54,54,54,54,29,437.2,2023-05-21
55,55,55,55,30,569.1,2023-05-21
56,56,56,56,26,211.3,2023-05-21
57,57,57,57,28,286.9,2023-05-21
58,58,58,58,30,426.6,2023-05-21
59,59,59,59,27,354.3,2023-05-21
60,60,60,60,30,451.7,2023-05-21
61,61,61,61,26,148.7,2023-05-21
62,62,62,62,30,629.3,2023-05-21
