level,power
29,394.4
30,545.8
30,630.3
30,466.3
30,565.1
30,579.5
30,545.5
30,489.9
28,432.8
26,318.3
30,686.9
30,401.3
30,454.5
30,540.4
29,413.9
29,530.9
29,418.3
28,389.8
30,587.7
30,586.2
30,561.3
30,580.9
30,552.5
26,349.5
26,357.7
30,449.9
30,553.3
29,363.4
30,345
30,453.6
29,301.2
29,377.4
30,449
9,0
27,337.3
26,371.7
30,397
27,385.5
30,393.7
30,344.9
29,406.5
26,326.3
28,346
28,274.6
30,430
30,508.3
27,373.3
29,379.9
16,35.6
29,427.3
