,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,504.8,2023-05-21
1,1,1,1,1,1,1,29,484.6,2023-05-21
2,2,2,2,2,2,2,29,416.0,2023-05-21
3,3,3,3,3,3,3,29,467.3,2023-05-21
4,4,4,4,4,4,4,29,520.0,2023-05-21
5,5,5,5,5,5,5,28,413.8,2023-05-21
6,6,6,6,6,6,6,28,346.1,2023-05-21
7,7,7,7,7,7,7,27,376.6,2023-05-21
8,8,8,8,8,8,8,27,359.9,2023-05-21
9,9,9,9,9,9,9,30,397.7,2023-05-21
10,10,10,10,10,10,10,29,413.8,2023-05-21
11,11,11,11,11,11,11,26,295.0,2023-05-21
12,12,12,12,12,12,12,30,644.1,2023-05-21
13,13,13,13,13,13,13,29,434.5,2023-05-21
14,14,14,14,14,14,14,30,484.3,2023-05-21
15,15,15,15,15,15,15,27,416.3,2023-05-21
16,16,16,16,16,16,16,30,500.3,2023-05-21
17,17,17,17,17,17,17,30,386.9,2023-05-21
18,18,18,18,18,18,18,26,284.1,2023-05-21
19,19,19,19,19,19,19,27,377.3,2023-05-21
20,20,20,20,20,20,20,30,388.4,2023-05-21
21,21,21,21,21,21,21,26,277.9,2023-05-21
22,22,22,22,22,22,22,28,332.3,2023-05-21
23,23,23,23,23,23,23,30,480.3,2023-05-21
24,24,24,24,24,24,24,23,199.8,2023-05-21
25,25,25,25,25,25,25,27,280.6,2023-05-21
26,26,26,26,26,26,26,26,222.9,2023-05-21
27,27,27,27,27,27,27,30,351.8,2023-05-21
28,28,28,28,28,28,28,30,410.2,2023-05-21
29,29,29,29,29,29,29,29,420.2,2023-05-21
30,30,30,30,30,30,30,21,127.4,2023-05-21
31,31,31,31,31,31,31,28,333.1,2023-05-21
32,32,32,32,32,32,32,25,299.4,2023-05-21
33,33,33,33,33,33,33,30,384.1,2023-05-21
34,34,34,34,34,34,34,25,330.9,2023-05-21
35,35,35,35,35,35,35,26,217.9,2023-05-21
36,36,36,36,36,36,36,26,249.3,2023-05-21
37,37,37,37,37,37,37,30,481.9,2023-05-21
38,38,38,38,38,38,38,27,288.9,2023-05-21
39,39,39,39,39,39,39,24,276.5,2023-05-21
40,40,40,40,40,40,40,25,309.8,2023-05-21
41,41,41,41,41,41,41,30,411.4,2023-05-21
42,42,42,42,42,42,42,29,515.0,2023-05-21
43,43,43,43,43,43,43,30,412.1,2023-05-21
44,44,44,44,44,44,44,28,377.8,2023-05-21
45,45,45,45,45,45,45,21,151.8,2023-05-21
46,46,46,46,46,46,46,30,432.6,2023-05-21
47,47,47,47,47,47,47,18,36.4,2023-05-21
48,48,48,48,48,48,48,23,169.6,2023-05-21
49,49,49,49,49,49,49,30,376.4,2023-05-21
50,50,50,50,50,50,50,27,336.7,2023-05-21
51,51,51,51,51,51,51,24,256.4,2023-05-21
52,52,52,52,52,52,52,22,193.6,2023-05-21
53,53,53,53,53,53,53,27,251.1,2023-05-21
54,54,54,54,54,54,54,24,235.9,2023-05-21
55,55,55,55,55,55,55,29,353.6,2023-05-21
