,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,601.2,2023-05-21
1,1,1,1,1,1,1,30,520.0,2023-05-21
2,2,2,2,2,2,2,30,417.0,2023-05-21
3,3,3,3,3,3,3,30,564.7,2023-05-21
4,4,4,4,4,4,4,30,524.2,2023-05-21
5,5,5,5,5,5,5,30,439.4,2023-05-21
6,6,6,6,6,6,6,26,318.0,2023-05-21
7,7,7,7,7,7,7,30,543.4,2023-05-21
8,8,8,8,8,8,8,30,457.4,2023-05-21
9,9,9,9,9,9,9,30,443.8,2023-05-21
10,10,10,10,10,10,10,30,528.3,2023-05-21
11,11,11,11,11,11,11,28,3.0,2023-05-21
12,12,12,12,12,12,12,29,411.7,2023-05-21
13,13,13,13,13,13,13,30,540.4,2023-05-21
14,14,14,14,14,14,14,28,348.3,2023-05-21
15,15,15,15,15,15,15,29,414.6,2023-05-21
16,16,16,16,16,16,16,30,481.0,2023-05-21
17,17,17,17,17,17,17,30,528.1,2023-05-21
18,18,18,18,18,18,18,29,388.5,2023-05-21
19,19,19,19,19,19,19,27,313.5,2023-05-21
20,20,20,20,20,20,20,25,269.4,2023-05-21
21,21,21,21,21,21,21,28,407.9,2023-05-21
22,22,22,22,22,22,22,28,419.2,2023-05-21
23,23,23,23,23,23,23,29,404.5,2023-05-21
24,24,24,24,24,24,24,30,519.5,2023-05-21
25,25,25,25,25,25,25,27,440.5,2023-05-21
26,26,26,26,26,26,26,27,400.6,2023-05-21
27,27,27,27,27,27,27,30,464.2,2023-05-21
28,28,28,28,28,28,28,27,341.5,2023-05-21
29,29,29,29,29,29,29,28,394.9,2023-05-21
30,30,30,30,30,30,30,28,367.0,2023-05-21
31,31,31,31,31,31,31,29,447.0,2023-05-21
32,32,32,32,32,32,32,29,435.1,2023-05-21
33,33,33,33,33,33,33,26,171.2,2023-05-21
34,34,34,34,34,34,34,29,361.9,2023-05-21
35,35,35,35,35,35,35,30,503.9,2023-05-21
36,36,36,36,36,36,36,27,261.4,2023-05-21
37,37,37,37,37,37,37,25,242.5,2023-05-21
38,38,38,38,38,38,38,24,265.2,2023-05-21
39,39,39,39,39,39,39,30,431.7,2023-05-21
40,40,40,40,40,40,40,30,727.6,2023-05-21
41,41,41,41,41,41,41,24,184.8,2023-05-21
42,42,42,42,42,42,42,25,278.8,2023-05-21
43,43,43,43,43,43,43,29,337.0,2023-05-21
44,44,44,44,44,44,44,23,136.0,2023-05-21
45,45,45,45,45,45,45,29,322.4,2023-05-21
46,46,46,46,46,46,46,24,152.6,2023-05-21
47,47,47,47,47,47,47,23,135.1,2023-05-21
48,48,48,48,48,48,48,17,70.8,2023-05-21
