,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,647.9,2023-05-21
1,1,1,1,30,556.1,2023-05-21
2,2,2,2,28,415.0,2023-05-21
3,3,3,3,29,497.4,2023-05-21
4,4,4,4,30,573.4,2023-05-21
5,5,5,5,30,651.4,2023-05-21
6,6,6,6,30,635.7,2023-05-21
7,7,7,7,30,431.5,2023-05-21
8,8,8,8,28,341.3,2023-05-21
9,9,9,9,27,353.3,2023-05-21
10,10,10,10,30,630.5,2023-05-21
11,11,11,11,30,485.7,2023-05-21
12,12,12,12,29,475.7,2023-05-21
13,13,13,13,22,208.5,2023-05-21
14,14,14,14,28,458.7,2023-05-21
15,15,15,15,30,477.5,2023-05-21
16,16,16,16,30,703.7,2023-05-21
17,17,17,17,27,365.1,2023-05-21
18,18,18,18,29,389.6,2023-05-21
19,19,19,19,30,463.8,2023-05-21
20,20,20,20,30,584.0,2023-05-21
21,21,21,21,29,447.5,2023-05-21
22,22,22,22,28,376.0,2023-05-21
23,23,23,23,30,431.3,2023-05-21
24,24,24,24,30,558.4,2023-05-21
25,25,25,25,29,453.4,2023-05-21
26,26,26,26,28,362.6,2023-05-21
27,27,27,27,30,543.1,2023-05-21
28,28,28,28,29,361.8,2023-05-21
29,29,29,29,27,414.8,2023-05-21
30,30,30,30,28,435.5,2023-05-21
31,31,31,31,30,469.8,2023-05-21
32,32,32,32,30,419.9,2023-05-21
33,33,33,33,30,635.5,2023-05-21
34,34,34,34,29,357.5,2023-05-21
35,35,35,35,30,506.7,2023-05-21
36,36,36,36,29,440.0,2023-05-21
37,37,37,37,30,590.6,2023-05-21
38,38,38,38,25,254.5,2023-05-21
39,39,39,39,27,319.2,2023-05-21
40,40,40,40,27,325.3,2023-05-21
41,41,41,41,30,465.1,2023-05-21
42,42,42,42,29,362.6,2023-05-21
43,43,43,43,30,601.9,2023-05-21
44,44,44,44,29,362.9,2023-05-21
45,45,45,45,30,525.8,2023-05-21
46,46,46,46,26,297.7,2023-05-21
47,47,47,47,27,339.0,2023-05-21
48,48,48,48,24,155.3,2023-05-21
49,49,49,49,30,813.3,2023-05-21
50,50,50,50,30,394.4,2023-05-21
51,51,51,51,30,504.6,2023-05-21
52,52,52,52,26,206.9,2023-05-21
53,53,53,53,29,383.6,2023-05-21
54,54,54,54,28,313.4,2023-05-21
55,55,55,55,26,272.2,2023-05-21
56,56,56,56,24,179.4,2023-05-21
57,57,57,57,29,469.4,2023-05-21
58,58,58,58,25,215.9,2023-05-21
59,59,59,59,26,288.8,2023-05-21
60,60,60,60,27,355.4,2023-05-21
61,61,61,61,30,466.0,2023-05-21
62,62,62,62,25,289.3,2023-05-21
63,63,63,63,27,209.4,2023-05-21
64,64,64,64,26,364.5,2023-05-21
65,65,65,65,28,263.3,2023-05-21
