Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,22200,True,S5,六文銭,20800
1,S50,玉砕,24400,False,S4,天空の華園,25200
2,S45,関東警備,24400,True,S47,義楽庵,22800
3,S38,白虎,17800,False,S52,煌星,19300
4,S43,コアラの行進,22200,False,S52,天下布武,22525
5,S39,翼君,20000,True,S51,北斗の庵,19300
6,S17,覇王,20000,True,S23,織田一家,19100
7,S48,加賀百万石,24400,True,S52,仁月,24112
8,S48,鷹の団,24400,False,S53,神々の系譜,22571
9,S1,鬼神同盟,20063,False,S29,戦国自衛隊,21500
10,S5,辺張上等,17800,False,S10,紫陽花,19100
11,S7,駿河,20000,True,S41,破天荒,19100
12,S42,朱雀,20000,True,S50,樂園,18800
13,S37,深山幽谷,20026,True,S50,花天月地,19300
14,S42,網走幼稚園,26600,True,S1,大和政権,22500
15,S9,花鳥風月,15600,True,S35,温めますか,14705
16,S35,上杉家,19500,True,S44,武装戦線,18100
17,S5,新撰組,19500,False,S46,農家牧場物語,19800
18,S48,行雲流水,21700,True,S50,幕府ちくの,19300
19,S37,飛信隊,19500,True,S2,熊井一家,18600
20,S44,千の風に,19500,False,S45,英国国教会,20100
21,S23,天衣無縫,21700,True,S39,真田六文銭,19600
22,S21,DDD,17300,True,S46,クロスギルド,16686
23,S27,桜本隊大本営,21700,True,S23,天下人,20800
24,S42,獏羅天,17300,True,S39,自ゆう,16696
25,S40,チカニバル,12900,False,S38,聖地,14900
26,S47,義楽庵,21700,False,S45,関東警備,23300
27,S2,花ch,19500,False,S45,爪紅,21500
28,S39,花鳥風月,21700,True,S45,雪月花,22000
29,S33,百万石猫侍,12900,True,S46,戦乱の世,10400
30,S2,相模国,17300,True,S21,島津,16600
31,S8,暇潰倶楽部,19500,False,S47,島津連合,21300
32,S38,ヤックル,16800,False,S43,バリカン団,17946
33,S44,毘沙門天,12400,False,S25,唯我独尊,12700
34,S15,乱世之奸雄,14600,False,S31,御伽衆,15900
35,S45,朱雀,14600,True,S7,一寸一服,14900
36,S41,はのはの,16800,False,S46,〜燎〜,17900
37,S45,英国国教会,21200,True,S44,千の風に,20600
38,S7,百万一心,12400,False,S44,喜怒哀楽,14900
39,S48,新生松下村塾,16800,False,S47,天下布武,16895
40,S41,天真爛漫,16800,False,S27,四国連合,18600
41,S50,雲心月性,21200,False,S13,六分の一殿,23014
42,S1,五穀豊穣,21200,False,S33,姫沙羅,24686
43,S44,蒼天,21200,True,S42,大和,19800
44,S17,天下無双,16800,True,S49,楽天カード万,15200
45,S46,〜燎〜,19000,True,S41,はのはの,17900
46,S19,新撰組,16900,False,S8,天下布武,18100
47,S43,バリカン団,19046,True,S38,ヤックル,17900
48,S31,鏡華水月,16300,False,S52,コツコツ部屋,17100
49,S29,月下雷鳴,18400,True,S21,関東卍會,16900
50,S51,猪鹿蝶,20700,True,S53,表裏中一体,19800
51,S49,餡掛け,14100,True,S23,上杉家,12500
52,S33,ゴリラ,20700,True,S50,猪突猛進,19337
53,S47,イエズス会,14100,False,S31,月下美人,15400
54,S33,不知火,16241,True,S13,島津の鬼,15900
55,S38,紺碧会,14100,True,S52,お嬢様部,12147
56,S6,六文銭,14100,True,S9,豚骨,9900
57,S45,卍連合會,16300,True,S48,王下七武海,15400
58,S39,真田六文銭,18500,False,S23,天衣無縫,20600
59,S42,鏡花水月,14100,False,S44,はぐれ雲,15400
60,S11,杜鵑,16300,True,S37,アインズ,15900
61,S27,鉄華団,22900,True,S23,じじいの罠,20774
62,S49,一騎当千,18468,True,S49,新撰組,17600
63,S49,楽天カード万,14100,False,S17,天下無双,15700
64,S33,KAME,13600,True,S48,新撰組,9800
65,S40,花鳥風月,11400,False,S48,火鈴,10000
66,S23,上杉家,11400,False,S49,餡掛け,13000
