,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,22200,False,S48,鷹の団,24400
1,S50,玉砕,24400,True,S27,桜本隊大本営,21700
2,S45,関東警備,24400,False,S43,コアラの行進,22200
3,S38,白虎,20000,False,S5,六文銭,19700
4,S43,コアラの行進,22200,True,S45,関東警備,24400
5,S39,翼君,20000,False,S23,天下人,19700
6,S17,覇王,20000,False,S19,維新の嵐,19700
7,S48,加賀百万石,24400,False,S13,六分の一殿,21914
8,S48,鷹の団,24400,True,S45,聖帝銃士隊,22200
9,S1,鬼神同盟,22200,False,S52,仁月,23075
10,S5,辺張上等,20000,False,S47,島津連合,20200
11,S7,駿河,20000,False,S33,聖ライス皇国,20200
12,S42,朱雀,17800,True,S49,一騎当千,18468
13,S37,深山幽谷,20000,False,S23,じじいの罠,19700
14,S42,網走幼稚園,24400,True,S45,爪紅,22600
15,S9,花鳥風月,15600,False,S51,ロンきーず,16000
16,S35,上杉家,19500,False,S8,暇潰倶楽部,19500
17,S5,新撰組,19500,True,S46,〜燎〜,19000
18,S48,行雲流水,19500,True,S8,くまモン,19146
19,S37,飛信隊,17300,True,S13,島津の鬼,17000
20,S44,千の風に,19500,True,S49,夜の月の光,18700
21,S23,天衣無縫,21700,False,S4,天空の華園,24100
22,S21,DDD,15100,True,S44,毘沙門天,14600
23,S27,桜本隊大本営,21700,False,S50,玉砕,24400
24,S42,獏羅天,17300,False,S5,シモちゃん,17091
25,S40,チカニバル,15100,False,S46,真田丸,15457
26,S47,義楽庵,21700,True,S50,花天月地,20400
27,S2,花ch,19500,True,S52,ZOO,18700
28,S39,花鳥風月,19500,True,S7,薩長同盟,19700
29,S33,百万石猫侍,12900,False,S33,菊一文字,13800
30,S2,相模国,17300,False,S50,明倫館,17700
31,S8,暇潰倶楽部,19500,True,S35,上杉家,19500
32,S38,ヤックル,16800,True,S42,鏡花水月,16300
33,S44,毘沙門天,14600,False,S21,DDD,15100
34,S15,乱世之奸雄,16800,False,S43,バリカン団,16846
35,S45,朱雀,14600,False,S38,聖地,13800
36,S41,はのはの,19000,False,S46,農家牧場物語,18700
37,S45,英国国教会,19000,True,S42,・第天空・,18700
38,S7,百万一心,14600,False,S48,王下七武海,14300
39,S48,新生松下村塾,19000,False,S17,上田衆,18663
40,S41,天真爛漫,19000,False,S42,大和,18700
41,S50,雲心月性,21200,True,S39,真田六文銭,20700
42,S1,五穀豊穣,21200,True,S51,猪鹿蝶,20700
43,S44,蒼天,21200,False,S1,大和政権,21400
44,S17,天下無双,16800,False,S31,鏡華水月,16300
45,S46,〜燎〜,19000,False,S5,新撰組,19500
46,S19,新撰組,16900,True,S49,楽天カード万,16300
47,S43,バリカン団,16846,True,S15,乱世之奸雄,16800
48,S31,鏡華水月,16300,True,S17,天下無双,16800
49,S29,月下雷鳴,18400,False,S52,煌星,18200
50,S51,猪鹿蝶,20700,False,S1,五穀豊穣,21200
51,S49,餡掛け,14100,False,S10,秋姫親衛隊,14854
52,S33,ゴリラ,20700,False,S29,戦国自衛隊,20400
53,S47,イエズス会,16300,False,S50,おさんぽ,16500
54,S33,不知火,16241,False,S46,クロスギルド,15586
55,S38,紺碧会,14100,False,S37,アインズ,14800
56,S6,六文銭,14100,False,S31,月下美人,14300
57,S45,卍連合會,16300,False,S5,無課金同盟,16454
58,S39,真田六文銭,20700,False,S50,雲心月性,21200
59,S42,鏡花水月,16300,False,S38,ヤックル,16800
60,S11,杜鵑,16300,False,S8,天下布武,17000
61,S27,鉄華団,22900,False,S33,姫沙羅,23586
62,S49,一騎当千,18468,False,S42,朱雀,17800
63,S49,楽天カード万,16300,False,S19,新撰組,16900
64,S33,KAME,13600,False,S42,桃色の河馬,11100
65,S40,花鳥風月,13600,False,S23,上杉家,11400
66,S23,上杉家,11400,True,S40,花鳥風月,13600
67,S47,天下布武,17995,False,S10,紫陽花,18000
68,S27,健康一番,18000,False,S23,織田一家,18000
69,S21,関東卍會,18000,False,S50,猪突猛進,18237
70,S10,紫陽花,18000,True,S47,天下布武,17995
71,S47,島津連合,20200,True,S5,辺張上等,20000
72,S49,足柄幕府,18000,False,S41,破天荒,18000
73,S41,破天荒,18000,True,S49,足柄幕府,18000
74,S45,聖帝騎馬隊,15800,False,S54,大人の社交場,15414
75,S35,温めますか,15805,False,S25,周防国,15300
76,S35,闘源郷,15800,False,S37,白虎隊,15500
77,S51,のぼうの城,18000,True,S52,コツコツ部屋,18200
78,S23,織田一家,18000,True,S27,健康一番,18000
79,S33,聖ライス皇国,20200,True,S7,駿河,20000
80,S13,六分の一殿,21914,True,S48,加賀百万石,24400
81,S27,四国連合,17500,True,S40,砦をまもるよ,17700
82,S23,国士無双,17500,False,S50,樂園,17700
83,S23,じじいの罠,19700,True,S37,深山幽谷,20000
84,S7,薩長同盟,19700,False,S39,花鳥風月,19500
85,S2,熊井一家,17500,True,S21,島津,17700
86,S25,周防国,15300,True,S35,温めますか,15805
87,S15,未蘭聖教徒,17500,False,S54,海中庭園,17700
88,S4,乃木,15300,True,S52,黒炎,16000
89,S23,天下人,19700,True,S39,翼君,20000
90,S9,豚骨,11000,False,S52,お嬢様部,11047
91,S19,維新の嵐,19700,True,S17,覇王,20000
92,S48,新撰組,10900,False,S42,優駿,13300
93,S11,月夜,17500,False,S44,武装戦線,17000
94,S4,天空の華園,24100,True,S23,天衣無縫,21700
95,S5,六文銭,19700,True,S38,白虎,20000
96,S31,御伽衆,14800,True,S7,修羅の国,14800
97,S1,大和政権,21400,True,S44,蒼天,21200
98,S8,くまモン,19146,False,S48,行雲流水,19500
99,S6,釈迦,14800,True,S35,煌めき会,14800
100,S7,修羅の国,14800,False,S31,御伽衆,14800
101,S13,島津の鬼,17000,False,S37,飛信隊,17300
102,S8,天下布武,17000,True,S11,杜鵑,16300
103,S33,姫沙羅,23586,True,S27,鉄華団,22900
104,S37,アインズ,14800,True,S38,紺碧会,14100
105,S5,シモちゃん,17091,True,S42,獏羅天,17300
106,S10,秋姫親衛隊,14854,True,S49,餡掛け,14100
107,S44,武装戦線,17000,True,S11,月夜,17500
108,S2,房総半島連盟,21329,False,S45,雪月花,20900
109,S53,神々の系譜,21471,True,S50,幕府ちくの,20400
110,S52,天下布武,21425,True,S53,表裏中一体,20900
111,S35,煌めき会,14800,False,S6,釈迦,14800
112,S52,仁月,23075,True,S1,鬼神同盟,22200
113,S31,月下美人,14300,True,S6,六文銭,14100
114,S49,夜の月の光,18700,False,S44,千の風に,19500
115,S49,新撰組,16500,True,S44,はぐれ雲,16500
116,S50,おさんぽ,16500,True,S47,イエズス会,16300
117,S53,表裏中一体,20900,False,S52,天下布武,21425
118,S42,大和,18700,True,S41,天真爛漫,19000
119,S52,ZOO,18700,False,S2,花ch,19500
120,S42,・第天空・,18700,False,S45,英国国教会,19000
121,S44,はぐれ雲,16500,False,S49,新撰組,16500
122,S5,無課金同盟,16454,True,S45,卍連合會,16300
123,S46,農家牧場物語,18700,True,S41,はのはの,19000
124,S17,上田衆,18663,True,S48,新生松下村塾,19000
125,S31,気心隊,12100,False,S48,火鈴,8900
126,S45,雪月花,20900,True,S2,房総半島連盟,21329
127,S48,王下七武海,14300,True,S7,百万一心,14600
128,S38,聖地,13800,True,S45,朱雀,14600
129,S50,幕府ちくの,20400,False,S53,神々の系譜,21471
130,S29,戦国自衛隊,20400,True,S33,ゴリラ,20700
131,S7,一寸一服,16000,False,S50,鳳仙,15500
132,S50,猪突猛進,18237,True,S21,関東卍會,18000
133,S44,喜怒哀楽,13800,True,S25,唯我独尊,13800
134,S33,菊一文字,13800,True,S33,百万石猫侍,12900
135,S45,爪紅,22600,False,S42,網走幼稚園,24400
136,S52,煌星,18200,True,S29,月下雷鳴,18400
137,S25,唯我独尊,13800,False,S44,喜怒哀楽,13800
138,S51,北斗の庵,18200,True,S39,自ゆう,17796
139,S46,戦乱の世,11500,False,S50,疾風迅雷神,13300
140,S52,黒炎,16000,False,S4,乃木,15300
141,S52,コツコツ部屋,18200,False,S51,のぼうの城,18000
142,S51,ロンきーず,16000,True,S9,花鳥風月,15600
143,S50,花天月地,20400,False,S47,義楽庵,21700
144,S46,真田丸,15457,True,S40,チカニバル,15100
145,S52,お嬢様部,11047,True,S9,豚骨,11000
146,S42,桃色の河馬,11100,True,S33,KAME,13600
147,S37,白虎隊,15500,True,S35,闘源郷,15800
148,S48,火鈴,8900,True,S31,気心隊,12100
149,S21,島津,17700,False,S2,熊井一家,17500
150,S50,疾風迅雷神,13300,True,S46,戦乱の世,11500
151,S50,明倫館,17700,True,S2,相模国,17300
152,S40,砦をまもるよ,17700,False,S27,四国連合,17500
153,S54,大人の社交場,15414,True,S45,聖帝騎馬隊,15800
154,S50,鳳仙,15500,True,S7,一寸一服,16000
155,S39,自ゆう,17796,False,S51,北斗の庵,18200
156,S46,クロスギルド,15586,True,S33,不知火,16241
157,S50,樂園,17700,True,S23,国士無双,17500
158,S42,優駿,13300,True,S48,新撰組,10900
159,S54,海中庭園,17700,True,S15,未蘭聖教徒,17500
