Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,21100,True,S51,のぼうの城,20200
1,S50,玉砕,23300,False,S13,六分の一殿,21900
2,S45,関東警備,23300,True,S1,大和政権,21400
3,S38,白虎,18900,True,S9,花鳥風月,17800
4,S43,コアラの行進,23300,True,S39,翼君,22200
5,S39,翼君,21100,False,S43,コアラの行進,22200
6,S17,覇王,18900,False,S52,仁月,20875
7,S48,加賀百万石,23300,True,S42,網走幼稚園,24400
8,S48,鷹の団,23300,False,S1,鬼神同盟,22200
9,S1,鬼神同盟,23300,True,S48,鷹の団,24400
10,S5,辺張上等,21100,True,S54,海中庭園,19900
11,S7,駿河,18900,True,S33,不知火,18441
12,S42,朱雀,18900,False,S37,深山幽谷,20000
13,S37,深山幽谷,21100,True,S42,朱雀,20000
14,S42,網走幼稚園,23300,False,S48,加賀百万石,22200
15,S9,花鳥風月,16700,False,S38,白虎,17800
16,S35,上杉家,20600,True,S2,相模国,19500
17,S5,新撰組,20600,False,S2,房総半島連盟,21329
18,S48,行雲流水,20600,False,S4,天空の華園,21900
19,S37,飛信隊,18400,False,S53,神々の系譜,19271
20,S44,千の風に,18400,False,S47,義楽庵,19500
21,S23,天衣無縫,20600,True,S8,暇潰倶楽部,19500
22,S21,DDD,16200,False,S27,四国連合,17500
23,S27,桜本隊大本営,20600,False,S33,姫沙羅,21400
24,S42,獏羅天,16200,True,S6,釈迦,14800
25,S40,チカニバル,16200,False,S40,砦をまもるよ,17700
26,S47,義楽庵,20600,True,S44,千の風に,19500
27,S2,花ch,20600,True,S11,月夜,19700
28,S39,花鳥風月,20600,True,S5,六文銭,19700
29,S33,百万石猫侍,14000,False,S31,御伽衆,14800
30,S2,相模国,18400,False,S35,上杉家,19500
31,S8,暇潰倶楽部,18400,False,S23,天衣無縫,19500
32,S38,ヤックル,17900,False,S1,五穀豊穣,19000
33,S44,毘沙門天,13500,False,S31,月下美人,14300
34,S15,乱世之奸雄,17900,False,S49,夜の月の光,18700
35,S45,朱雀,15700,False,S42,大和,16500
36,S41,はのはの,17900,False,S17,上田衆,18663
37,S45,英国国教会,20100,True,S42,鏡花水月,18500
38,S7,百万一心,15700,False,S44,はぐれ雲,16500
39,S48,新生松下村塾,17900,False,S53,表裏中一体,18700
40,S41,天真爛漫,20100,True,S49,楽天カード万,18500
41,S50,雲心月性,22300,True,S51,猪鹿蝶,20700
42,S1,五穀豊穣,20100,True,S38,ヤックル,19000
43,S44,蒼天,22300,True,S46,〜燎〜,21200
44,S17,天下無双,17900,True,S5,無課金同盟,16454
45,S46,〜燎〜,20100,False,S44,蒼天,21200
46,S19,新撰組,15800,False,S8,くまモン,16946
