Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,18900,False,S1,鬼神同盟,20000
1,S50,玉砕,23300,True,S27,鉄華団,20700
2,S45,関東警備,21100,False,S43,コアラの行進,22200
3,S38,白虎,16700,False,S47,島津連合,18000
4,S43,コアラの行進,23300,True,S45,関東警備,22200
5,S39,翼君,21100,True,S15,未蘭聖教徒,19700
6,S17,覇王,21100,True,S51,のぼうの城,20200
7,S48,加賀百万石,23300,True,S50,雲心月性,21200
8,S48,鷹の団,23300,True,S23,天衣無縫,21700
9,S1,鬼神同盟,21100,True,S45,聖帝銃士隊,20000
10,S5,辺張上等,21100,True,S47,天下布武,20195
11,S7,駿河,18900,False,S4,天空の華園,19700
12,S42,朱雀,18900,False,S11,月夜,19700
13,S37,深山幽谷,18900,False,S35,上杉家,19500
14,S42,網走幼稚園,23300,True,S5,新撰組,21700
15,S9,花鳥風月,18900,True,S33,KAME,18000
16,S35,上杉家,20600,True,S37,深山幽谷,20000
17,S5,新撰組,20600,False,S42,網走幼稚園,22200
18,S48,行雲流水,20600,True,S41,はのはの,19000
19,S37,飛信隊,18400,True,S33,百万石猫侍,17300
20,S44,千の風に,18400,True,S21,DDD,17300
21,S23,天衣無縫,20600,False,S48,鷹の団,22200
22,S21,DDD,6200,False,S44,千の風に,17300
23,S27,桜本隊大本営,20600,True,S7,百万一心,19000
24,S42,獏羅天,16200,False,S50,明倫館,17700
25,S40,チカニバル,18400,False,S2,花ch,19500
26,S47,義楽庵,20600,True,S44,武装戦線,19200
27,S2,花ch,20600,True,S40,チカニバル,19500
28,S39,花鳥風月,18400,False,S33,姫沙羅,19200
29,S33,百万石猫侍,16200,False,S37,飛信隊,17300
30,S2,相模国,18400,False,S2,房総半島連盟,19129
31,S8,暇潰倶楽部,18400,False,S1,大和政権,19200
32,S38,ヤックル,20100,False,S46,〜燎〜,21200
33,S44,毘沙門天,15700,False,S15,乱世之奸雄,16800
34,S15,乱世之奸雄,17900,True,S44,毘沙門天,16800
35,S45,朱雀,17900,False,S45,雪月花,18700
36,S41,はのはの,17900,False,S48,行雲流水,19500
37,S45,英国国教会,20100,True,S42,鏡花水月,18500
38,S7,百万一心,17900,False,S27,桜本隊大本営,19500
39,S48,新生松下村塾,20100,False,S44,蒼天,21200
40,S41,天真爛漫,17900,True,S37,アインズ,17000
41,S50,雲心月性,20100,False,S48,加賀百万石,22200
42,S1,五穀豊穣,17900,True,S42,大和,16500
43,S44,蒼天,22300,True,S48,新生松下村塾,21200
44,S17,天下無双,17900,True,S50,おさんぽ,16500
45,S46,〜燎〜,22300,True,S38,ヤックル,21200
46,S19,新撰組,17900,False,S29,月下雷鳴,18500
47,S43,バリカン団,15700,False,S5,無課金同盟,16500
48,S31,鏡華水月,15200,False,S52,ZOO,16500
49,S29,月下雷鳴,19600,True,S19,新撰組,19000
50,S51,猪鹿蝶,21800,True,S49,楽天カード万,20700
51,S49,餡掛け,15200,False,S33,聖ライス皇国,15800
52,S33,ゴリラ,19600,True,S49,夜の月の光,18700
53,S47,イエズス会,17400,False,S53,表裏中一体,18700
54,S33,不知火,17400,False,S42,・第天空・,18700
55,S38,紺碧会,15200,False,S49,一騎当千,16300
56,S6,六文銭,17400,True,S38,聖地,16000
57,S45,卍連合會,17400,False,S39,真田六文銭,18500
58,S39,真田六文銭,19600,True,S45,卍連合會,18500
59,S42,鏡花水月,17400,False,S45,英国国教会,19000
60,S11,杜鵑,17400,True,S44,はぐれ雲,16500
61,S27,鉄華団,19600,False,S50,玉砕,22200
62,S49,一騎当千,17400,True,S38,紺碧会,16300
63,S49,楽天カード万,19600,False,S51,猪鹿蝶,20700
64,S33,KAME,16900,False,S9,花鳥風月,17800
65,S40,花鳥風月,16900,True,S23,上杉家,15800
66,S23,上杉家,14700,False,S40,花鳥風月,15800
67,S47,天下布武,19095,False,S5,辺張上等,20000
68,S27,健康一番,19100,True,S51,北斗の庵,18200
69,S21,関東卍會,16900,True,S48,新撰組,15300
70,S10,紫陽花,14700,False,S51,ロンきーず,16000
71,S47,島津連合,19100,True,S38,白虎,17800
72,S49,足柄幕府,19100,True,S35,闘源郷,18000
73,S41,破天荒,16900,True,S42,優駿,15500
74,S45,聖帝騎馬隊,14700,False,S52,黒炎,16000
75,S35,温めますか,16905,False,S29,戦国自衛隊,18200
76,S35,闘源郷,16900,False,S49,足柄幕府,18000
77,S51,のぼうの城,19100,False,S17,覇王,20000
78,S23,織田一家,16900,False,S52,コツコツ部屋,18200
79,S33,聖ライス皇国,16900,True,S49,餡掛け,16300
80,S13,六分の一殿,20800,True,S23,じじいの罠,19700
81,S27,四国連合,16400,False,S23,天下人,17500
82,S23,国士無双,18600,True,S40,砦をまもるよ,17700
83,S23,じじいの罠,18600,False,S13,六分の一殿,19700
84,S7,薩長同盟,16400,False,S21,島津,17700
85,S2,熊井一家,16400,False,S5,六文銭,17500
86,S25,周防国,16400,True,S52,お嬢様部,15447
87,S15,未蘭聖教徒,18600,False,S39,翼君,20000
88,S4,乃木,14200,False,S46,真田丸,15457
89,S23,天下人,18600,True,S27,四国連合,17500
90,S9,豚骨,14200,False,S37,白虎隊,15500
91,S19,維新の嵐,16400,False,S54,海中庭園,7700
92,S48,新撰組,14200,False,S21,関東卍會,15800
93,S11,月夜,20800,True,S42,朱雀,20000
94,S4,天空の華園,20800,True,S7,駿河,20000
95,S5,六文銭,18600,True,S2,熊井一家,17500
96,S31,御伽衆,13700,False,S49,新撰組,14300
97,S1,大和政権,20300,True,S8,暇潰倶楽部,19500
98,S8,くまモン,18100,True,S10,秋姫親衛隊,17000
99,S6,釈迦,15900,True,S7,一寸一服,13800
100,S7,修羅の国,15900,False,S17,上田衆,16500
101,S13,島津の鬼,15900,True,S31,月下美人,14300
102,S8,天下布武,15900,False,S53,神々の系譜,17071
103,S33,姫沙羅,20300,True,S39,花鳥風月,19500
104,S37,アインズ,15900,False,S41,天真爛漫,16800
105,S5,シモちゃん,18100,False,S52,天下布武,19200
106,S10,秋姫親衛隊,15900,False,S8,くまモン,17000
107,S44,武装戦線,18100,False,S47,義楽庵,19500
108,S2,房総半島連盟,20229,True,S2,相模国,19500
109,S53,神々の系譜,18171,True,S8,天下布武,17000
110,S52,天下布武,20300,True,S5,シモちゃん,19200
111,S35,煌めき会,13700,False,S39,自ゆう,13396
112,S52,仁月,19800,True,S46,農家牧場物語,18700
113,S31,月下美人,13200,False,S13,島津の鬼,14800
114,S49,夜の月の光,17600,False,S33,ゴリラ,18500
115,S49,新撰組,15400,True,S31,御伽衆,14800
116,S50,おさんぽ,15400,False,S17,天下無双,16800
117,S53,表裏中一体,19800,True,S47,イエズス会,18500
118,S42,大和,15400,False,S1,五穀豊穣,16800
119,S52,ZOO,17600,True,S31,鏡華水月,16300
120,S42,・第天空・,19800,True,S33,不知火,18500
121,S44,はぐれ雲,15400,False,S11,杜鵑,16300
122,S5,無課金同盟,17600,True,S43,バリカン団,16800
123,S46,農家牧場物語,17600,False,S52,仁月,18700
124,S17,上田衆,17600,True,S7,修羅の国,17000
125,S31,気心隊,13200,False,S44,喜怒哀楽,13800
126,S45,雪月花,19800,True,S45,朱雀,19000
127,S48,王下七武海,15400,True,S50,疾風迅雷神,13300
128,S38,聖地,14900,False,S6,六文銭,16300
129,S50,幕府ちくの,17100,False,S45,爪紅,18200
130,S29,戦国自衛隊,19300,True,S35,温めますか,18005
131,S7,一寸一服,12700,False,S6,釈迦,4800
132,S50,猪突猛進,17100,False,S50,花天月地,18200
133,S44,喜怒哀楽,14900,True,S31,気心隊,14300
134,S33,菊一文字,14900,False,S52,煌星,16000
135,S45,爪紅,19300,True,S50,幕府ちくの,18200
136,S52,煌星,17100,True,S33,菊一文字,16000
137,S25,唯我独尊,14900,True,S48,火鈴,13300
138,S51,北斗の庵,17100,False,S27,健康一番,18000
139,S46,戦乱の世,12700,False,S42,桃色の河馬,13300
140,S52,黒炎,17100,True,S45,聖帝騎馬隊,15800
141,S52,コツコツ部屋,19300,True,S23,織田一家,18000
142,S51,ロンきーず,17100,True,S10,紫陽花,15800
143,S50,花天月地,19300,True,S50,猪突猛進,18200
144,S46,真田丸,16557,True,S4,乃木,15300
145,S52,お嬢様部,14347,False,S25,周防国,15300
146,S42,桃色の河馬,14400,True,S46,戦乱の世,13800
147,S37,白虎隊,16600,True,S9,豚骨,15300
148,S48,火鈴,12200,False,S25,唯我独尊,13800
149,S21,島津,18800,True,S7,薩長同盟,17500
150,S50,疾風迅雷神,12200,False,S48,王下七武海,14300
151,S50,明倫館,18800,True,S42,獏羅天,17300
152,S40,砦をまもるよ,16600,False,S23,国士無双,17500
153,S54,大人の社交場,14400,False,S50,玉砕,15500
154,S50,鳳仙,16600,True,S46,クロスギルド,15500
155,S39,自ゆう,14496,True,S35,煌めき会,14800
156,S46,クロスギルド,14400,False,S50,鳳仙,15500
157,S50,樂園,16600,True,S54,大人の社交場,15500
158,S42,優駿,14400,False,S41,破天荒,15800
159,S54,海中庭園,18800,True,S19,維新の嵐,17500
