,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,20000,True,S51,のぼうの城,20200
1,S50,玉砕,24400,False,S13,六分の一殿,21900
2,S45,関東警備,22200,True,S1,大和政権,21400
3,S38,白虎,17800,True,S9,花鳥風月,17800
4,S43,コアラの行進,22200,True,S39,翼君,22200
5,S39,翼君,22200,False,S43,コアラの行進,22200
6,S17,覇王,20000,False,S52,仁月,20875
7,S48,加賀百万石,22200,True,S42,網走幼稚園,24400
8,S48,鷹の団,24400,False,S1,鬼神同盟,22200
9,S1,鬼神同盟,22200,True,S48,鷹の団,24400
10,S5,辺張上等,20000,True,S54,海中庭園,19900
11,S7,駿河,17800,True,S33,不知火,18441
12,S42,朱雀,20000,False,S37,深山幽谷,20000
13,S37,深山幽谷,20000,True,S42,朱雀,20000
14,S42,網走幼稚園,24400,False,S48,加賀百万石,22200
15,S9,花鳥風月,17800,False,S38,白虎,17800
16,S35,上杉家,19500,True,S2,相模国,19500
17,S5,新撰組,21700,False,S2,房総半島連盟,21329
18,S48,行雲流水,21700,False,S4,天空の華園,21900
19,S37,飛信隊,19500,False,S53,神々の系譜,19271
20,S44,千の風に,19500,False,S47,義楽庵,19500
21,S23,天衣無縫,19500,True,S8,暇潰倶楽部,19500
22,S21,DDD,17300,False,S27,四国連合,17500
23,S27,桜本隊大本営,21700,False,S33,姫沙羅,21400
24,S42,獏羅天,15100,True,S6,釈迦,14800
25,S40,チカニバル,17300,False,S40,砦をまもるよ,17700
26,S47,義楽庵,19500,True,S44,千の風に,19500
27,S2,花ch,19500,True,S11,月夜,19700
28,S39,花鳥風月,19500,True,S5,六文銭,19700
29,S33,百万石猫侍,15100,False,S31,御伽衆,14800
30,S2,相模国,19500,False,S35,上杉家,19500
31,S8,暇潰倶楽部,19500,False,S23,天衣無縫,19500
32,S38,ヤックル,19000,False,S1,五穀豊穣,19000
33,S44,毘沙門天,14600,False,S31,月下美人,14300
34,S15,乱世之奸雄,19000,False,S49,夜の月の光,18700
35,S45,朱雀,16800,False,S42,大和,16500
36,S41,はのはの,19000,False,S17,上田衆,18663
37,S45,英国国教会,19000,True,S42,鏡花水月,18500
38,S7,百万一心,16800,False,S44,はぐれ雲,16500
39,S48,新生松下村塾,19000,False,S53,表裏中一体,18700
40,S41,天真爛漫,19000,True,S49,楽天カード万,18500
41,S50,雲心月性,21200,True,S51,猪鹿蝶,20700
42,S1,五穀豊穣,19000,True,S38,ヤックル,19000
43,S44,蒼天,21200,True,S46,〜燎〜,21200
44,S17,天下無双,16800,True,S5,無課金同盟,16454
45,S46,〜燎〜,21200,False,S44,蒼天,21200
46,S19,新撰組,16900,False,S8,くまモン,16946
47,S43,バリカン団,16846,False,S49,新撰組,16500
48,S31,鏡華水月,16300,True,S13,島津の鬼,17000
49,S29,月下雷鳴,18400,False,S29,戦国自衛隊,18200
50,S51,猪鹿蝶,20700,False,S50,雲心月性,21200
51,S49,餡掛け,14100,True,S35,煌めき会,14800
52,S33,ゴリラ,20700,True,S45,雪月花,20900
53,S47,イエズス会,16300,False,S45,卍連合會,16300
54,S33,不知火,18441,False,S7,駿河,17800
55,S38,紺碧会,14100,True,S48,新撰組,13100
56,S6,六文銭,16300,False,S50,おさんぽ,16500
57,S45,卍連合會,16300,True,S47,イエズス会,16300
58,S39,真田六文銭,20700,True,S50,花天月地,20400
59,S42,鏡花水月,18500,False,S45,英国国教会,19000
60,S11,杜鵑,16300,False,S50,鳳仙,15500
61,S27,鉄華団,20700,True,S47,島津連合,20200
62,S49,一騎当千,16359,True,S5,シモちゃん,17000
63,S49,楽天カード万,18500,False,S41,天真爛漫,19000
64,S33,KAME,15800,False,S10,紫陽花,15800
65,S40,花鳥風月,15800,False,S35,闘源郷,15800
66,S23,上杉家,13600,False,S45,聖帝騎馬隊,13600
67,S47,天下布武,20195,False,S45,爪紅,20400
68,S27,健康一番,18000,True,S51,ロンきーず,18200
69,S21,関東卍會,18000,False,S50,幕府ちくの,18200
70,S10,紫陽花,15800,True,S33,KAME,15800
71,S47,島津連合,20200,False,S27,鉄華団,20700
72,S49,足柄幕府,18000,False,S52,コツコツ部屋,18200
73,S41,破天荒,15800,True,S35,温めますか,15805
74,S45,聖帝騎馬隊,13600,True,S23,上杉家,13600
75,S35,温めますか,15805,False,S41,破天荒,15800
