Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S45,聖帝銃士隊,20000,True,S15,未蘭聖教徒,18600
1,S50,玉砕,24400,True,S44,蒼天,22300
2,S45,関東警備,22200,True,S5,辺張上等,21100
3,S38,白虎,17800,True,S50,鳳仙,16600
4,S43,コアラの行進,22200,False,S13,六分の一殿,20800
5,S39,翼君,22200,True,S46,〜燎〜,22300
6,S17,覇王,20000,False,S1,鬼神同盟,21100
7,S48,加賀百万石,22200,False,S4,天空の華園,20800
8,S48,鷹の団,24400,True,S51,猪鹿蝶,21800
9,S1,鬼神同盟,22200,True,S17,覇王,21100
10,S5,辺張上等,20000,False,S45,関東警備,21100
11,S7,駿河,17800,False,S5,六文銭,18600
12,S42,朱雀,20000,True,S23,国士無双,18600
13,S37,深山幽谷,20000,True,S23,じじいの罠,18600
14,S42,網走幼稚園,24400,True,S11,月夜,20800
15,S9,花鳥風月,17800,False,S47,天下布武,19095
16,S35,上杉家,19500,False,S5,新撰組,20600
17,S5,新撰組,21700,True,S35,上杉家,20600
18,S48,行雲流水,21700,True,S23,天衣無縫,20600
19,S37,飛信隊,19500,True,S40,チカニバル,18400
20,S44,千の風に,19500,True,S45,朱雀,17900
21,S23,天衣無縫,19500,False,S48,行雲流水,20600
22,S21,DDD,17300,True,S44,毘沙門天,15700
23,S27,桜本隊大本営,21700,True,S48,新生松下村塾,20100
24,S42,獏羅天,15100,False,S27,四国連合,16400
25,S40,チカニバル,17300,False,S37,飛信隊,18400
26,S47,義楽庵,19500,False,S1,大和政権,20300
27,S2,花ch,19500,False,S50,雲心月性,20100
28,S39,花鳥風月,19500,True,S23,天下人,18600
29,S33,百万石猫侍,15100,False,S13,島津の鬼,15900
30,S2,相模国,19500,True,S21,島津,18800
31,S8,暇潰倶楽部,19500,True,S44,武装戦線,18100
32,S38,ヤックル,19000,False,S2,房総半島連盟,20229
33,S44,毘沙門天,14600,False,S21,DDD,16200
34,S15,乱世之奸雄,19000,True,S7,百万一心,17900
35,S45,朱雀,16800,False,S44,千の風に,18400
