,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,27,316.2,2023-05-15
1,1,1,1,1,28,260.1,2023-05-15
2,2,2,2,2,28,371.8,2023-05-15
3,3,3,3,3,25,369.7,2023-05-15
4,4,4,4,4,25,200.7,2023-05-15
5,5,5,5,5,23,159.9,2023-05-15
6,6,6,6,6,28,315.8,2023-05-15
7,7,7,7,7,28,280.4,2023-05-15
8,8,8,8,8,27,253.2,2023-05-15
9,9,9,9,9,27,353.9,2023-05-15
10,10,10,10,10,25,260.5,2023-05-15
11,11,11,11,11,25,278.1,2023-05-15
12,12,12,12,12,26,263.6,2023-05-15
13,13,13,13,13,25,170.7,2023-05-15
14,14,14,14,14,27,203.2,2023-05-15
15,15,15,15,15,27,370.4,2023-05-15
16,16,16,16,16,27,267.6,2023-05-15
17,17,17,17,17,24,222.0,2023-05-15
18,18,18,18,18,23,261.2,2023-05-15
19,19,19,19,19,27,280.7,2023-05-15
20,20,20,20,20,24,247.1,2023-05-15
21,21,21,21,21,22,139.7,2023-05-15
22,22,22,22,22,25,226.9,2023-05-15
23,23,23,23,23,25,181.1,2023-05-15
24,24,24,24,24,21,133.7,2023-05-15
25,25,25,25,25,19,68.5,2023-05-15
26,26,26,26,26,25,248.2,2023-05-15
27,27,27,27,27,28,289.3,2023-05-15
28,28,28,28,28,26,241.1,2023-05-15
29,29,29,29,29,27,240.8,2023-05-15
30,30,30,30,30,25,160.5,2023-05-15
31,31,31,31,31,24,192.0,2023-05-15
32,32,32,32,32,24,128.0,2023-05-15
33,33,33,33,33,25,213.9,2023-05-15
34,34,34,34,34,27,252.1,2023-05-15
35,35,35,35,35,25,213.8,2023-05-15
36,36,36,36,36,22,131.8,2023-05-15
37,37,37,37,37,23,133.4,2023-05-15
38,38,38,38,38,24,125.7,2023-05-15
39,39,39,39,39,18,46.4,2023-05-15
40,40,40,40,40,18,54.9,2023-05-15
41,41,41,41,41,21,68.6,2023-05-15
42,42,42,42,42,18,71.5,2023-05-15
43,43,43,43,43,21,97.4,2023-05-15
44,44,44,44,44,22,140.7,2023-05-15
45,45,45,45,45,21,82.1,2023-05-15
46,46,46,46,46,22,90.6,2023-05-15
47,47,47,47,47,17,50.3,2023-05-15
