,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,352.9,2023-05-15
1,1,1,1,1,30,467.6,2023-05-15
2,2,2,2,2,30,417.4,2023-05-15
3,3,3,3,3,30,400.5,2023-05-15
4,4,4,4,4,28,380.5,2023-05-15
5,5,5,5,5,30,529.7,2023-05-15
6,6,6,6,6,30,484.4,2023-05-15
7,7,7,7,7,30,475.2,2023-05-15
8,8,8,8,8,30,441.6,2023-05-15
9,9,9,9,9,30,433.5,2023-05-15
10,10,10,10,10,30,431.5,2023-05-15
11,11,11,11,11,30,422.8,2023-05-15
12,12,12,12,12,30,387.9,2023-05-15
13,13,13,13,13,29,409.6,2023-05-15
14,14,14,14,14,29,371.7,2023-05-15
15,15,15,15,15,29,355.5,2023-05-15
16,16,16,16,16,29,347.6,2023-05-15
17,17,17,17,17,29,337.2,2023-05-15
18,18,18,18,18,29,325.4,2023-05-15
19,19,19,19,19,28,420.2,2023-05-15
20,20,20,20,20,28,323.4,2023-05-15
21,21,21,21,21,28,277.7,2023-05-15
22,22,22,22,22,27,324.0,2023-05-15
23,23,23,23,23,25,365.1,2023-05-15
24,24,24,24,24,27,331.1,2023-05-15
25,25,25,25,25,30,439.2,2023-05-15
26,26,26,26,26,29,363.7,2023-05-15
27,27,27,27,27,29,368.9,2023-05-15
28,28,28,28,28,29,444.7,2023-05-15
29,29,29,29,29,29,379.4,2023-05-15
30,30,30,30,30,29,311.0,2023-05-15
31,31,31,31,31,29,414.5,2023-05-15
32,32,32,32,32,28,364.8,2023-05-15
33,33,33,33,33,29,408.6,2023-05-15
34,34,34,34,34,28,334.3,2023-05-15
35,35,35,35,35,30,359.5,2023-05-15
36,36,36,36,36,30,444.7,2023-05-15
37,37,37,37,37,30,414.0,2023-05-15
38,38,38,38,38,29,333.2,2023-05-15
39,39,39,39,39,26,265.3,2023-05-15
40,40,40,40,40,25,333.6,2023-05-15
41,41,41,41,41,27,277.3,2023-05-15
42,42,42,42,42,29,418.9,2023-05-15
43,43,43,43,43,21,84.4,2023-05-15
44,44,44,44,44,28,302.3,2023-05-15
45,45,45,45,45,28,366.5,2023-05-15
46,46,46,46,46,27,226.1,2023-05-15
47,47,47,47,47,25,150.4,2023-05-15
48,48,48,48,48,28,261.3,2023-05-15
49,49,49,49,49,30,553.4,2023-05-15
50,50,50,50,50,24,152.0,2023-05-15
51,51,51,51,51,28,311.4,2023-05-15
52,52,52,52,52,24,255.1,2023-05-15
53,53,53,53,53,27,238.3,2023-05-15
54,54,54,54,54,30,394.9,2023-05-15
55,55,55,55,55,27,282.7,2023-05-15
56,56,56,56,56,26,288.5,2023-05-15
57,57,57,57,57,27,257.9,2023-05-15
58,58,58,58,58,27,310.2,2023-05-15
59,59,59,59,59,30,458.6,2023-05-15
60,60,60,60,60,27,261.9,2023-05-15
61,61,61,61,61,24,189.3,2023-05-15
