,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,379.2,2023-06-02
1,1,1,1,1,1,30,449.8,2023-06-02
2,2,2,2,2,2,28,354.4,2023-06-02
3,3,3,3,3,3,30,446.4,2023-06-02
4,4,4,4,4,4,28,330.8,2023-06-02
5,5,5,5,5,5,30,506.7,2023-06-02
6,6,6,6,6,6,30,442.5,2023-06-02
7,7,7,7,7,7,30,441.6,2023-06-02
8,8,8,8,8,8,30,439.3,2023-06-02
9,9,9,9,9,9,26,341.4,2023-06-02
10,10,10,10,10,10,25,332.7,2023-06-02
11,11,11,11,11,11,27,323.5,2023-06-02
12,12,12,12,12,12,27,331.2,2023-06-02
13,13,13,13,13,13,25,265.0,2023-06-02
14,14,14,14,14,14,20,76.9,2023-06-02
15,15,15,15,15,15,27,273.9,2023-06-02
16,16,16,16,16,16,25,202.2,2023-06-02
17,17,17,17,17,17,23,295.4,2023-06-02
18,18,18,18,18,18,27,310.2,2023-06-02
19,19,19,19,19,19,26,319.8,2023-06-02
20,20,20,20,20,20,25,264.0,2023-06-02
21,21,21,21,21,21,25,202.8,2023-06-02
22,22,22,22,22,22,26,277.2,2023-06-02
23,23,23,23,23,23,24,256.6,2023-06-02
24,24,24,24,24,24,26,311.8,2023-06-02
25,25,25,25,25,25,26,205.7,2023-06-02
26,26,26,26,26,26,28,217.3,2023-06-02
27,27,27,27,27,27,26,297.9,2023-06-02
28,28,28,28,28,28,24,166.8,2023-06-02
29,29,29,29,29,29,27,209.2,2023-06-02
30,30,30,30,30,30,21,126.1,2023-06-02
31,31,31,31,31,31,25,239.7,2023-06-02
32,32,32,32,32,32,24,161.4,2023-06-02
33,33,33,33,33,33,28,216.6,2023-06-02
34,34,34,34,34,34,27,290.3,2023-06-02
35,35,35,35,35,35,19,70.9,2023-06-02
36,36,36,36,36,36,24,164.9,2023-06-02
37,37,37,37,37,37,26,291.4,2023-06-02
38,38,38,38,38,38,27,304.4,2023-06-02
39,39,39,39,39,39,25,193.5,2023-06-02
40,40,40,40,40,40,24,277.4,2023-06-02
41,41,41,41,41,41,21,131.7,2023-06-02
42,42,42,42,42,42,24,267.2,2023-06-02
43,43,43,43,43,43,27,223.0,2023-06-02
44,44,44,44,44,44,22,208.8,2023-06-02
