,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,532.7,2023-06-02
1,1,1,1,1,1,27,450.0,2023-06-02
2,2,2,2,2,2,27,355.8,2023-06-02
3,3,3,3,3,3,26,290.2,2023-06-02
4,4,4,4,4,4,27,352.3,2023-06-02
5,5,5,5,5,5,26,320.6,2023-06-02
6,6,6,6,6,6,25,302.8,2023-06-02
7,7,7,7,7,7,22,190.3,2023-06-02
8,8,8,8,8,8,26,330.5,2023-06-02
9,9,9,9,9,9,26,334.5,2023-06-02
10,10,10,10,10,10,27,312.3,2023-06-02
11,11,11,11,11,11,27,359.1,2023-06-02
12,12,12,12,12,12,17,39.8,2023-06-02
13,13,13,13,13,13,23,188.8,2023-06-02
14,14,14,14,14,14,27,223.5,2023-06-02
15,15,15,15,15,15,23,235.8,2023-06-02
16,16,16,16,16,16,24,154.0,2023-06-02
17,17,17,17,17,17,18,82.7,2023-06-02
18,18,18,18,18,18,25,283.3,2023-06-02
19,19,19,19,19,19,23,185.3,2023-06-02
20,20,20,20,20,20,25,297.9,2023-06-02
21,21,21,21,21,21,29,375.6,2023-06-02
22,22,22,22,22,22,25,253.7,2023-06-02
23,23,23,23,23,23,26,308.6,2023-06-02
24,24,24,24,24,24,27,326.8,2023-06-02
25,25,25,25,25,25,27,328.5,2023-06-02
26,26,26,26,26,26,27,323.3,2023-06-02
27,27,27,27,27,27,26,232.5,2023-06-02
28,28,28,28,28,28,27,395.2,2023-06-02
29,29,29,29,29,29,21,131.8,2023-06-02
30,30,30,30,30,30,23,143.6,2023-06-02
31,31,31,31,31,31,14,36.1,2023-06-02
32,32,32,32,32,32,25,164.8,2023-06-02
33,33,33,33,33,33,22,143.2,2023-06-02
34,34,34,34,34,34,25,162.3,2023-06-02
35,35,35,35,35,35,27,295.0,2023-06-02
36,36,36,36,36,36,23,245.3,2023-06-02
37,37,37,37,37,37,26,160.0,2023-06-02
38,38,38,38,38,38,22,96.5,2023-06-02
39,39,39,39,39,39,22,128.1,2023-06-02
40,40,40,40,40,40,22,104.8,2023-06-02
41,41,41,41,41,41,19,120.3,2023-06-02
42,42,42,42,42,42,11,38.8,2023-06-02
43,43,43,43,43,43,28,313.1,2023-06-02
44,44,44,44,44,44,25,273.5,2023-06-02
45,45,45,45,45,45,23,179.6,2023-06-02
46,46,46,46,46,46,26,220.0,2023-06-02
47,47,47,47,47,47,24,223.0,2023-06-02
48,48,48,48,48,48,25,281.8,2023-06-02
49,49,49,49,49,49,28,348.3,2023-06-02
50,50,50,50,50,50,25,247.9,2023-06-02
51,51,51,51,51,51,25,180.4,2023-06-02
52,52,52,52,52,52,21,116.3,2023-06-02
