,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,26,254.4,2023-05-26
1,1,1,26,219.4,2023-05-26
2,2,2,27,289.2,2023-05-26
3,3,3,25,243.9,2023-05-26
4,4,4,27,302.5,2023-05-26
5,5,5,27,288.4,2023-05-26
6,6,6,27,270.6,2023-05-26
7,7,7,26,280.3,2023-05-26
8,8,8,26,272.1,2023-05-26
9,9,9,26,262.4,2023-05-26
10,10,10,26,253.1,2023-05-26
11,11,11,26,221.6,2023-05-26
12,12,12,25,251.0,2023-05-26
13,13,13,25,237.8,2023-05-26
14,14,14,24,258.3,2023-05-26
15,15,15,24,121.0,2023-05-26
16,16,16,23,224.0,2023-05-26
17,17,17,23,208.5,2023-05-26
18,18,18,23,80.3,2023-05-26
19,19,19,25,160.6,2023-05-26
20,20,20,24,138.4,2023-05-26
21,21,21,27,261.2,2023-05-26
22,22,22,24,192.0,2023-05-26
23,23,23,23,262.1,2023-05-26
24,24,24,27,267.9,2023-05-26
25,25,25,24,223.1,2023-05-26
26,26,26,26,247.4,2023-05-26
27,27,27,24,198.4,2023-05-26
28,28,28,23,187.6,2023-05-26
29,29,29,25,241.6,2023-05-26
30,30,30,22,175.7,2023-05-26
31,31,31,26,242.0,2023-05-26
32,32,32,24,239.6,2023-05-26
33,33,33,25,159.9,2023-05-26
34,34,34,23,242.6,2023-05-26
35,35,35,25,228.3,2023-05-26
36,36,36,23,188.6,2023-05-26
37,37,37,24,243.5,2023-05-26
38,38,38,26,280.1,2023-05-26
39,39,39,26,188.7,2023-05-26
40,40,40,22,150.0,2023-05-26
41,41,41,24,258.6,2023-05-26
42,42,42,23,226.1,2023-05-26
43,43,43,23,236.4,2023-05-26
44,44,44,24,179.6,2023-05-26
45,45,45,23,194.7,2023-05-26
46,46,46,22,152.3,2023-05-26
47,47,47,22,141.4,2023-05-26
48,48,48,25,287.8,2023-05-26
49,49,49,22,202.3,2023-05-26
50,50,50,25,215.3,2023-05-26
51,51,51,21,126.3,2023-05-26
52,52,52,26,262.0,2023-05-26
53,53,53,22,126.8,2023-05-26
54,54,54,24,206.9,2023-05-26
55,55,55,20,108.3,2023-05-26
56,56,56,22,174.6,2023-05-26
57,57,57,25,208.5,2023-05-26
58,58,58,23,169.0,2023-05-26
59,59,59,21,80.9,2023-05-26
60,60,60,23,105.4,2023-05-26
61,61,61,24,140.3,2023-05-26
62,62,62,21,69.8,2023-05-26
63,63,63,17,74.3,2023-05-26
64,64,64,22,154.2,2023-05-26
65,65,65,21,197.5,2023-05-26
66,66,66,19,100.8,2023-05-26
67,67,67,23,171.7,2023-05-26
