,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,27,320.0,2023-05-26
1,1,1,1,1,28,371.0,2023-05-26
2,2,2,2,2,27,286.6,2023-05-26
3,3,3,3,3,27,286.6,2023-05-26
4,4,4,4,4,28,357.7,2023-05-26
5,5,5,5,5,27,256.5,2023-05-26
6,6,6,6,6,26,252.3,2023-05-26
7,7,7,7,7,26,221.1,2023-05-26
8,8,8,8,8,26,216.6,2023-05-26
9,9,9,9,9,25,181.6,2023-05-26
10,10,10,10,10,27,253.8,2023-05-26
11,11,11,11,11,26,275.2,2023-05-26
12,12,12,12,12,24,242.8,2023-05-26
13,13,13,13,13,27,248.7,2023-05-26
14,14,14,14,14,26,264.3,2023-05-26
15,15,15,15,15,25,234.1,2023-05-26
16,16,16,16,16,26,221.6,2023-05-26
17,17,17,17,17,26,256.5,2023-05-26
18,18,18,18,18,27,275.7,2023-05-26
19,19,19,19,19,28,301.7,2023-05-26
20,20,20,20,20,26,278.6,2023-05-26
21,21,21,21,21,24,230.2,2023-05-26
22,22,22,22,22,22,157.6,2023-05-26
23,23,23,23,23,24,245.2,2023-05-26
24,24,24,24,24,24,254.3,2023-05-26
25,25,25,25,25,26,271.7,2023-05-26
26,26,26,26,26,27,281.4,2023-05-26
27,27,27,27,27,28,284.4,2023-05-26
28,28,28,28,28,19,97.0,2023-05-26
29,29,29,29,29,22,170.7,2023-05-26
30,30,30,30,30,27,283.8,2023-05-26
31,31,31,31,31,25,264.3,2023-05-26
32,32,32,32,32,22,123.4,2023-05-26
33,33,33,33,33,25,235.7,2023-05-26
34,34,34,34,34,22,204.6,2023-05-26
35,35,35,35,35,26,261.2,2023-05-26
36,36,36,36,36,23,197.5,2023-05-26
37,37,37,37,37,22,224.0,2023-05-26
38,38,38,38,38,25,269.3,2023-05-26
39,39,39,39,39,27,224.3,2023-05-26
40,40,40,40,40,23,238.8,2023-05-26
41,41,41,41,41,27,282.9,2023-05-26
42,42,42,42,42,20,110.8,2023-05-26
43,43,43,43,43,26,199.2,2023-05-26
44,44,44,44,44,27,229.8,2023-05-26
45,45,45,45,45,24,182.7,2023-05-26
46,46,46,46,46,21,184.8,2023-05-26
47,47,47,47,47,20,85.8,2023-05-26
48,48,48,48,48,24,191.4,2023-05-26
49,49,49,49,49,21,181.1,2023-05-26
50,50,50,50,50,19,117.0,2023-05-26
51,51,51,51,51,27,229.8,2023-05-26
52,52,52,52,52,23,101.6,2023-05-26
53,53,53,53,53,11,26.0,2023-05-26
54,54,54,54,54,25,155.6,2023-05-26
55,55,55,55,55,25,181.2,2023-05-26
56,56,56,56,56,20,65.0,2023-05-26
57,57,57,57,57,24,162.9,2023-05-26
58,58,58,58,58,21,154.8,2023-05-26
59,59,59,59,59,25,196.7,2023-05-26
60,60,60,60,60,20,73.4,2023-05-26
61,61,61,61,61,26,217.0,2023-05-26
