,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,30,300.3,2023-05-21
1,1,1,1,1,1,1,1,1,30,392.3,2023-05-21
2,2,2,2,2,2,2,2,2,30,370.3,2023-05-21
3,3,3,3,3,3,3,3,3,26,326.4,2023-05-21
4,4,4,4,4,4,4,4,4,26,176.5,2023-05-21
5,5,5,5,5,5,5,5,5,27,253.8,2023-05-21
6,6,6,6,6,6,6,6,6,29,395.0,2023-05-21
7,7,7,7,7,7,7,7,7,23,122.9,2023-05-21
8,8,8,8,8,8,8,8,8,22,124.3,2023-05-21
9,9,9,9,9,9,9,9,9,23,201.1,2023-05-21
10,10,10,10,10,10,10,10,10,25,180.6,2023-05-21
11,11,11,11,11,11,11,11,11,26,277.1,2023-05-21
12,12,12,12,12,12,12,12,12,26,232.3,2023-05-21
13,13,13,13,13,13,13,13,13,26,262.1,2023-05-21
14,14,14,14,14,14,14,14,14,25,169.1,2023-05-21
15,15,15,15,15,15,15,15,15,25,249.4,2023-05-21
16,16,16,16,16,16,16,16,16,23,239.9,2023-05-21
17,17,17,17,17,17,17,17,17,27,329.7,2023-05-21
18,18,18,18,18,18,18,18,18,27,311.7,2023-05-21
19,19,19,19,19,19,19,19,19,25,259.1,2023-05-21
20,20,20,20,20,20,20,20,20,28,283.7,2023-05-21
21,21,21,21,21,21,21,21,21,25,267.4,2023-05-21
22,22,22,22,22,22,22,22,22,27,290.7,2023-05-21
23,23,23,23,23,23,23,23,23,25,213.6,2023-05-21
24,24,24,24,24,24,24,24,24,27,227.7,2023-05-21
25,25,25,25,25,25,25,25,25,25,188.0,2023-05-21
26,26,26,26,26,26,26,26,26,26,255.6,2023-05-21
27,27,27,27,27,27,27,27,27,27,303.7,2023-05-21
28,28,28,28,28,28,28,28,28,24,219.4,2023-05-21
29,29,29,29,29,29,29,29,29,22,177.4,2023-05-21
30,30,30,30,30,30,30,30,30,25,252.6,2023-05-21
31,31,31,31,31,31,31,31,31,24,220.6,2023-05-21
32,32,32,32,32,32,32,32,32,22,103.9,2023-05-21
33,33,33,33,33,33,33,33,33,25,223.0,2023-05-21
34,34,34,34,34,34,34,34,34,21,129.3,2023-05-21
35,35,35,35,35,35,35,35,35,24,254.2,2023-05-21
36,36,36,36,36,36,36,36,36,26,210.9,2023-05-21
37,37,37,37,37,37,37,37,37,24,135.3,2023-05-21
38,38,38,38,38,38,38,38,38,22,120.1,2023-05-21
39,39,39,39,39,39,39,39,39,23,178.3,2023-05-21
