,level,power,date
0,30,529.8,2023-05-16
1,30,519.0,2023-05-16
2,30,567.7,2023-05-16
3,30,605.7,2023-05-16
4,30,640.1,2023-05-16
5,30,731.2,2023-05-16
6,30,660.3,2023-05-16
7,30,647.3,2023-05-16
8,30,631.1,2023-05-16
9,30,626.9,2023-05-16
10,30,616.6,2023-05-16
11,30,613.4,2023-05-16
12,30,601.6,2023-05-16
13,30,556.3,2023-05-16
14,30,489.7,2023-05-16
15,30,468.8,2023-05-16
16,30,468.6,2023-05-16
17,30,468.4,2023-05-16
18,30,463.1,2023-05-16
19,30,445.1,2023-05-16
20,29,416.9,2023-05-16
21,27,361.1,2023-05-16
22,27,317.2,2023-05-16
23,26,341.2,2023-05-16
24,28,498.8,2023-05-16
25,29,437.9,2023-05-16
26,30,463.7,2023-05-16
27,30,503.4,2023-05-16
28,29,363.9,2023-05-16
29,30,412.6,2023-05-16
30,25,3.0,2023-05-16
31,30,472.5,2023-05-16
32,30,454.5,2023-05-16
33,29,433.5,2023-05-16
34,30,578.1,2023-05-16
35,30,549.4,2023-05-16
36,27,366.7,2023-05-16
37,27,399.7,2023-05-16
38,30,467.3,2023-05-16
39,29,322.7,2023-05-16
40,28,399.9,2023-05-16
41,30,686.9,2023-05-16
42,28,329.6,2023-05-16
43,29,390.3,2023-05-16
44,28,264.1,2023-05-16
45,28,258.0,2023-05-16
46,29,334.3,2023-05-16
47,30,433.5,2023-05-16
48,29,288.0,2023-05-16
49,30,559.2,2023-05-16
50,25,308.5,2023-05-16
51,30,563.2,2023-05-16
52,30,473.5,2023-05-16
53,29,381.4,2023-05-16
54,28,381.1,2023-05-16
55,30,488.8,2023-05-16
56,29,332.0,2023-05-16
57,29,339.3,2023-05-16
58,28,232.6,2023-05-16
59,12,20.3,2023-05-16
60,30,524.1,2023-05-16
61,24,263.6,2023-05-16
62,24,273.2,2023-05-16
63,28,373.7,2023-05-16
64,27,292.7,2023-05-16
65,29,360.2,2023-05-16
66,30,366.1,2023-05-16
