,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,594.2,2023-05-21
1,1,1,1,30,525.7,2023-05-21
2,2,2,2,29,463.4,2023-05-21
3,3,3,3,27,296.1,2023-05-21
4,4,4,4,28,331.3,2023-05-21
5,5,5,5,24,292.1,2023-05-21
6,6,6,6,29,395.5,2023-05-21
7,7,7,7,24,296.9,2023-05-21
8,8,8,8,29,443.7,2023-05-21
9,9,9,9,28,390.7,2023-05-21
10,10,10,10,29,295.9,2023-05-21
11,11,11,11,30,433.1,2023-05-21
12,12,12,12,30,362.5,2023-05-21
13,13,13,13,30,429.8,2023-05-21
14,14,14,14,30,492.4,2023-05-21
15,15,15,15,29,369.5,2023-05-21
16,16,16,16,25,223.4,2023-05-21
17,17,17,17,28,386.8,2023-05-21
18,18,18,18,30,636.8,2023-05-21
19,19,19,19,29,393.0,2023-05-21
20,20,20,20,29,376.7,2023-05-21
21,21,21,21,27,280.1,2023-05-21
22,22,22,22,27,364.2,2023-05-21
23,23,23,23,25,236.0,2023-05-21
24,24,24,24,29,348.5,2023-05-21
25,25,25,25,27,209.4,2023-05-21
26,26,26,26,29,322.1,2023-05-21
27,27,27,27,28,314.1,2023-05-21
28,28,28,28,29,344.8,2023-05-21
29,29,29,29,27,346.2,2023-05-21
30,30,30,30,27,291.2,2023-05-21
31,31,31,31,28,321.6,2023-05-21
32,32,32,32,27,306.3,2023-05-21
33,33,33,33,30,430.8,2023-05-21
34,34,34,34,28,374.0,2023-05-21
35,35,35,35,27,295.3,2023-05-21
36,36,36,36,30,408.2,2023-05-21
