,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,478.4,2023-05-22
1,1,1,1,1,30,473.0,2023-05-22
2,2,2,2,2,29,338.7,2023-05-22
3,3,3,3,3,30,573.0,2023-05-22
4,4,4,4,4,29,383.1,2023-05-22
5,5,5,5,5,30,368.5,2023-05-22
6,6,6,6,6,29,305.1,2023-05-22
7,7,7,7,7,30,500.3,2023-05-22
8,8,8,8,8,27,302.3,2023-05-22
9,9,9,9,9,29,355.1,2023-05-22
10,10,10,10,10,27,253.2,2023-05-22
11,11,11,11,11,30,426.1,2023-05-22
12,12,12,12,12,20,118.3,2023-05-22
13,13,13,13,13,29,323.1,2023-05-22
14,14,14,14,14,26,202.0,2023-05-22
15,15,15,15,15,28,337.5,2023-05-22
16,16,16,16,16,29,352.3,2023-05-22
17,17,17,17,17,27,231.9,2023-05-22
18,18,18,18,18,25,250.3,2023-05-22
19,19,19,19,19,27,323.6,2023-05-22
20,20,20,20,20,26,239.8,2023-05-22
21,21,21,21,21,26,182.5,2023-05-22
22,22,22,22,22,27,288.3,2023-05-22
23,23,23,23,23,26,313.6,2023-05-22
24,24,24,24,24,22,160.3,2023-05-22
25,25,25,25,25,27,246.6,2023-05-22
26,26,26,26,26,27,305.6,2023-05-22
27,27,27,27,27,29,364.5,2023-05-22
28,28,28,28,28,25,215.8,2023-05-22
29,29,29,29,29,26,192.3,2023-05-22
30,30,30,30,30,29,303.5,2023-05-22
31,31,31,31,31,27,241.0,2023-05-22
32,32,32,32,32,25,329.7,2023-05-22
33,33,33,33,33,25,200.6,2023-05-22
34,34,34,34,34,28,296.1,2023-05-22
35,35,35,35,35,23,117.2,2023-05-22
36,36,36,36,36,28,359.8,2023-05-22
37,37,37,37,37,25,259.1,2023-05-22
38,38,38,38,38,26,242.4,2023-05-22
39,39,39,39,39,27,309.6,2023-05-22
40,40,40,40,40,29,394.6,2023-05-22
41,41,41,41,41,26,238.0,2023-05-22
42,42,42,42,42,22,113.8,2023-05-22
43,43,43,43,43,25,258.5,2023-05-22
44,44,44,44,44,22,131.5,2023-05-22
45,45,45,45,45,25,177.5,2023-05-22
46,46,46,46,46,25,210.6,2023-05-22
47,47,47,47,47,21,71.5,2023-05-22
48,48,48,48,48,27,324.1,2023-05-22
49,49,49,49,49,27,309.6,2023-05-22
50,50,50,50,50,21,89.6,2023-05-22
51,51,51,51,51,27,276.7,2023-05-22
52,52,52,52,52,19,68.5,2023-05-22
53,53,53,53,53,26,210.0,2023-05-22
54,54,54,54,54,26,215.5,2023-05-22
55,55,55,55,55,29,292.2,2023-05-22
56,56,56,56,56,21,102.7,2023-05-22
57,57,57,57,57,22,91.2,2023-05-22
58,58,58,58,58,24,169.3,2023-05-22
59,59,59,59,59,25,195.4,2023-05-22
60,60,60,60,60,24,128.3,2023-05-22
61,61,61,61,61,21,91.0,2023-05-22
62,62,62,62,62,19,59.3,2023-05-22
63,63,63,63,63,22,121.1,2023-05-22
64,64,64,64,64,21,75.5,2023-05-22
65,65,65,65,65,25,182.5,2023-05-22
