,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,26,326.7,2023-05-22
1,1,1,1,1,1,29,402.4,2023-05-22
2,2,2,2,2,2,30,385.4,2023-05-22
3,3,3,3,3,3,30,403.2,2023-05-22
4,4,4,4,4,4,30,456.0,2023-05-22
5,5,5,5,5,5,30,403.2,2023-05-22
6,6,6,6,6,6,29,492.1,2023-05-22
7,7,7,7,7,7,29,368.9,2023-05-22
8,8,8,8,8,8,29,332.8,2023-05-22
9,9,9,9,9,9,28,379.1,2023-05-22
10,10,10,10,10,10,27,387.6,2023-05-22
11,11,11,11,11,11,27,351.8,2023-05-22
12,12,12,12,12,12,27,291.3,2023-05-22
13,13,13,13,13,13,26,335.0,2023-05-22
14,14,14,14,14,14,20,109.5,2023-05-22
15,15,15,15,15,15,29,342.0,2023-05-22
16,16,16,16,16,16,27,411.2,2023-05-22
17,17,17,17,17,17,30,393.0,2023-05-22
18,18,18,18,18,18,28,391.6,2023-05-22
19,19,19,19,19,19,28,317.9,2023-05-22
20,20,20,20,20,20,26,246.6,2023-05-22
21,21,21,21,21,21,25,204.9,2023-05-22
22,22,22,22,22,22,28,360.5,2023-05-22
23,23,23,23,23,23,30,358.4,2023-05-22
24,24,24,24,24,24,27,324.9,2023-05-22
25,25,25,25,25,25,29,343.2,2023-05-22
26,26,26,26,26,26,25,317.9,2023-05-22
27,27,27,27,27,27,25,271.3,2023-05-22
28,28,28,28,28,28,26,297.5,2023-05-22
29,29,29,29,29,29,29,346.4,2023-05-22
30,30,30,30,30,30,27,336.1,2023-05-22
31,31,31,31,31,31,27,385.7,2023-05-22
32,32,32,32,32,32,28,262.8,2023-05-22
33,33,33,33,33,33,29,322.2,2023-05-22
34,34,34,34,34,34,30,475.8,2023-05-22
35,35,35,35,35,35,28,231.0,2023-05-22
36,36,36,36,36,36,23,209.7,2023-05-22
37,37,37,37,37,37,30,461.3,2023-05-22
38,38,38,38,38,38,29,405.9,2023-05-22
39,39,39,39,39,39,26,231.5,2023-05-22
40,40,40,40,40,40,29,278.7,2023-05-22
41,41,41,41,41,41,27,294.7,2023-05-22
42,42,42,42,42,42,27,323.9,2023-05-22
43,43,43,43,43,43,25,281.1,2023-05-22
44,44,44,44,44,44,28,376.8,2023-05-22
45,45,45,45,45,45,29,366.5,2023-05-22
46,46,46,46,46,46,26,357.5,2023-05-22
47,47,47,47,47,47,27,312.3,2023-05-22
48,48,48,48,48,48,28,335.9,2023-05-22
49,49,49,49,49,49,21,70.5,2023-05-22
50,50,50,50,50,50,26,219.4,2023-05-22
51,51,51,51,51,51,28,273.7,2023-05-22
52,52,52,52,52,52,28,343.3,2023-05-22
53,53,53,53,53,53,26,224.0,2023-05-22
54,54,54,54,54,54,23,273.0,2023-05-22
55,55,55,55,55,55,27,191.6,2023-05-22
56,56,56,56,56,56,28,310.1,2023-05-22
57,57,57,57,57,57,28,339.1,2023-05-22
58,58,58,58,58,58,18,56.7,2023-05-22
59,59,59,59,59,59,29,367.0,2023-05-22
60,60,60,60,60,60,25,260.9,2023-05-22
61,61,61,61,61,61,29,266.4,2023-05-22
62,62,62,62,62,62,19,54.8,2023-05-22
63,63,63,63,63,63,24,144.4,2023-05-22
64,64,64,64,64,64,27,262.3,2023-05-22
65,65,65,65,65,65,25,259.2,2023-05-22
66,66,66,66,66,66,24,183.5,2023-05-22
67,67,67,67,67,67,23,233.9,2023-05-22
68,68,68,68,68,68,25,198.3,2023-05-22
69,69,69,69,69,69,26,222.3,2023-05-22
