,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,499.9,2023-05-22
1,1,1,30,498.4,2023-05-22
2,2,2,30,532.7,2023-05-22
3,3,3,30,468.0,2023-05-22
4,4,4,30,445.4,2023-05-22
5,5,5,30,533.3,2023-05-22
6,6,6,29,369.6,2023-05-22
7,7,7,25,354.3,2023-05-22
8,8,8,30,430.9,2023-05-22
9,9,9,29,386.6,2023-05-22
10,10,10,30,442.9,2023-05-22
11,11,11,25,248.9,2023-05-22
12,12,12,30,407.0,2023-05-22
13,13,13,27,285.0,2023-05-22
14,14,14,30,397.1,2023-05-22
15,15,15,27,340.5,2023-05-22
16,16,16,25,385.5,2023-05-22
17,17,17,26,225.9,2023-05-22
18,18,18,28,346.9,2023-05-22
19,19,19,30,375.0,2023-05-22
20,20,20,29,385.1,2023-05-22
21,21,21,29,345.8,2023-05-22
22,22,22,30,512.1,2023-05-22
23,23,23,26,323.6,2023-05-22
24,24,24,28,355.9,2023-05-22
25,25,25,27,318.7,2023-05-22
26,26,26,25,305.7,2023-05-22
27,27,27,26,283.2,2023-05-22
28,28,28,23,255.9,2023-05-22
29,29,29,30,414.3,2023-05-22
30,30,30,26,254.4,2023-05-22
31,31,31,30,409.9,2023-05-22
32,32,32,30,489.5,2023-05-22
33,33,33,27,320.0,2023-05-22
34,34,34,29,332.7,2023-05-22
35,35,35,27,295.0,2023-05-22
36,36,36,26,209.6,2023-05-22
37,37,37,29,345.1,2023-05-22
38,38,38,29,325.7,2023-05-22
39,39,39,25,213.3,2023-05-22
40,40,40,27,298.2,2023-05-22
41,41,41,29,362.9,2023-05-22
42,42,42,27,248.9,2023-05-22
43,43,43,27,233.5,2023-05-22
44,44,44,27,309.5,2023-05-22
45,45,45,25,242.3,2023-05-22
46,46,46,22,142.4,2023-05-22
47,47,47,25,212.8,2023-05-22
48,48,48,20,56.0,2023-05-22
49,49,49,28,285.8,2023-05-22
50,50,50,20,82.9,2023-05-22
51,51,51,21,123.7,2023-05-22
52,52,52,22,113.6,2023-05-22
53,53,53,18,48.0,2023-05-22
54,54,54,20,95.5,2023-05-22
55,55,55,20,82.3,2023-05-22
56,56,56,22,116.7,2023-05-22
57,57,57,21,96.8,2023-05-22
58,58,58,22,118.0,2023-05-22
59,59,59,21,68.7,2023-05-22
60,60,60,19,80.5,2023-05-22
61,61,61,20,74.5,2023-05-22
62,62,62,22,91.2,2023-05-22
63,63,63,20,79.8,2023-05-22
64,64,64,16,28.9,2023-05-22
