,level,power,date
0,30,439.1,2023-05-10
1,28,384.7,2023-05-10
2,28,373.2,2023-05-10
3,28,387.5,2023-05-10
4,30,419.2,2023-05-10
5,27,314.1,2023-05-10
6,27,304.4,2023-05-10
7,23,265.9,2023-05-10
8,21,82.3,2023-05-10
9,26,228.0,2023-05-10
10,25,288.3,2023-05-10
11,22,185.9,2023-05-10
12,27,287.6,2023-05-10
13,26,267.5,2023-05-10
14,28,258.8,2023-05-10
15,25,203.7,2023-05-10
16,19,148.2,2023-05-10
17,1,43.6,2023-05-10
18,24,239.7,2023-05-10
19,22,216.4,2023-05-10
20,22,209.8,2023-05-10
21,27,270.9,2023-05-10
22,26,269.5,2023-05-10
23,2,176.8,2023-05-10
24,28,278.2,2023-05-10
25,26,232.8,2023-05-10
26,7,59.6,2023-05-10
27,26,267.2,2023-05-10
28,27,324.7,2023-05-10
29,24,238.9,2023-05-10
30,24,214.8,2023-05-10
31,26,250.7,2023-05-10
32,23,175.5,2023-05-10
33,24,153.3,2023-05-10
34,23,256.9,2023-05-10
35,23,209.0,2023-05-10
36,21,119.3,2023-05-10
37,22,210.1,2023-05-10
38,23,184.3,2023-05-10
39,2,145.8,2023-05-10
40,25,243.2,2023-05-10
41,1,39.5,2023-05-10
42,20,79.7,2023-05-10
43,20,109.9,2023-05-10
44,25,279.4,2023-05-10
45,2,152.7,2023-05-10
46,15,28.4,2023-05-10
47,20,70.7,2023-05-10
48,19,63.7,2023-05-10
49,17,67.6,2023-05-10
50,20,73.3,2023-05-10
51,26,218.5,2023-05-10
52,25,154.5,2023-05-10
53,25,162.2,2023-05-10
54,1,17.6,2023-05-10
55,21,115.0,2023-05-10
56,27,314.7,2023-05-10
57,24,151.7,2023-05-10
58,7,6.1,2023-05-10
59,25,197.1,2023-05-10
60,22,126.0,2023-05-10
61,24,164.7,2023-05-10
62,21,90.8,2023-05-10
63,21,128.0,2023-05-10
