,Unnamed: 0,level,power,date
0,0,30,626.5,2023-05-26
1,1,30,765.8,2023-05-26
2,2,30,701.4,2023-05-26
3,3,30,710.7,2023-05-26
4,4,30,697.1,2023-05-26
5,5,30,743.8,2023-05-26
6,6,30,688.4,2023-05-26
7,7,30,673.5,2023-05-26
8,8,30,668.1,2023-05-26
9,9,30,667.0,2023-05-26
10,10,30,665.9,2023-05-26
11,11,30,665.7,2023-05-26
12,12,30,661.8,2023-05-26
13,13,30,656.9,2023-05-26
14,14,30,644.8,2023-05-26
15,15,30,640.9,2023-05-26
16,16,30,605.5,2023-05-26
17,17,30,589.7,2023-05-26
18,18,30,586.6,2023-05-26
19,19,30,580.0,2023-05-26
20,20,30,572.6,2023-05-26
21,21,30,567.7,2023-05-26
22,22,30,545.0,2023-05-26
23,23,30,530.3,2023-05-26
24,24,30,522.9,2023-05-26
25,25,30,500.2,2023-05-26
26,26,30,499.5,2023-05-26
27,27,30,428.2,2023-05-26
28,28,30,398.1,2023-05-26
29,29,29,368.7,2023-05-26
30,30,30,548.2,2023-05-26
31,31,30,550.4,2023-05-26
32,32,30,568.7,2023-05-26
33,33,30,793.1,2023-05-26
34,34,29,466.7,2023-05-26
35,35,30,549.7,2023-05-26
36,36,30,713.8,2023-05-26
37,37,30,622.6,2023-05-26
38,38,29,396.6,2023-05-26
39,39,30,479.5,2023-05-26
40,40,30,552.2,2023-05-26
41,41,30,790.5,2023-05-26
42,42,30,577.0,2023-05-26
43,43,29,440.6,2023-05-26
44,44,30,609.2,2023-05-26
45,45,30,573.9,2023-05-26
46,46,30,741.1,2023-05-26
47,47,30,531.9,2023-05-26
48,48,30,545.0,2023-05-26
49,49,30,501.2,2023-05-26
50,50,30,528.8,2023-05-26
51,51,30,700.1,2023-05-26
52,52,30,482.8,2023-05-26
53,53,30,677.3,2023-05-26
54,54,30,768.3,2023-05-26
55,55,30,472.8,2023-05-26
56,56,30,621.7,2023-05-26
57,57,30,641.0,2023-05-26
58,58,30,475.9,2023-05-26
59,59,29,435.0,2023-05-26
60,60,30,607.2,2023-05-26
61,61,30,540.6,2023-05-26
62,62,30,465.8,2023-05-26
63,63,29,479.1,2023-05-26
64,64,30,454.2,2023-05-26
65,65,30,469.0,2023-05-26
66,66,30,495.5,2023-05-26
67,67,30,620.1,2023-05-26
68,68,30,458.9,2023-05-26
