,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,812.8,2023-05-21
1,1,1,1,30,794.5,2023-05-21
2,2,2,2,30,669.1,2023-05-21
3,3,3,3,30,560.7,2023-05-21
4,4,4,4,30,704.2,2023-05-21
5,5,5,5,30,753.4,2023-05-21
6,6,6,6,30,668.1,2023-05-21
7,7,7,7,30,540.4,2023-05-21
8,8,8,8,30,527.5,2023-05-21
9,9,9,9,29,556.1,2023-05-21
10,10,10,10,29,442.1,2023-05-21
11,11,11,11,30,685.3,2023-05-21
12,12,12,12,30,484.0,2023-05-21
13,13,13,13,30,451.4,2023-05-21
14,14,14,14,30,375.9,2023-05-21
15,15,15,15,30,547.3,2023-05-21
16,16,16,16,30,647.8,2023-05-21
17,17,17,17,30,584.3,2023-05-21
18,18,18,18,30,489.7,2023-05-21
19,19,19,19,30,564.9,2023-05-21
20,20,20,20,30,537.7,2023-05-21
21,21,21,21,30,522.6,2023-05-21
22,22,22,22,30,423.5,2023-05-21
23,23,23,23,30,564.8,2023-05-21
24,24,24,24,30,583.2,2023-05-21
25,25,25,25,30,550.9,2023-05-21
26,26,26,26,30,566.9,2023-05-21
27,27,27,27,30,608.3,2023-05-21
28,28,28,28,30,475.9,2023-05-21
29,29,29,29,30,619.4,2023-05-21
30,30,30,30,30,601.4,2023-05-21
31,31,31,31,30,432.9,2023-05-21
32,32,32,32,30,495.5,2023-05-21
33,33,33,33,30,515.9,2023-05-21
34,34,34,34,30,499.6,2023-05-21
35,35,35,35,30,352.9,2023-05-21
36,36,36,36,30,606.0,2023-05-21
37,37,37,37,30,513.0,2023-05-21
38,38,38,38,29,351.1,2023-05-21
39,39,39,39,30,561.6,2023-05-21
40,40,40,40,30,501.7,2023-05-21
41,41,41,41,30,609.2,2023-05-21
42,42,42,42,28,385.2,2023-05-21
43,43,43,43,30,495.3,2023-05-21
44,44,44,44,30,647.5,2023-05-21
45,45,45,45,30,583.5,2023-05-21
46,46,46,46,30,448.7,2023-05-21
47,47,47,47,30,540.0,2023-05-21
48,48,48,48,30,573.1,2023-05-21
49,49,49,49,30,647.8,2023-05-21
50,50,50,50,30,504.1,2023-05-21
51,51,51,51,30,535.9,2023-05-21
52,52,52,52,29,459.2,2023-05-21
53,53,53,53,30,600.6,2023-05-21
54,54,54,54,30,487.5,2023-05-21
55,55,55,55,30,699.3,2023-05-21
56,56,56,56,30,500.8,2023-05-21
57,57,57,57,30,463.2,2023-05-21
58,58,58,58,30,441.1,2023-05-21
59,59,59,59,30,467.8,2023-05-21
60,60,60,60,30,549.8,2023-05-21
61,61,61,61,30,448.9,2023-05-21
62,62,62,62,30,455.6,2023-05-21
63,63,63,63,30,602.1,2023-05-21
64,64,64,64,30,460.5,2023-05-21
65,65,65,65,30,495.8,2023-05-21
66,66,66,66,30,456.1,2023-05-21
67,67,67,67,30,457.7,2023-05-21
68,68,68,68,30,559.0,2023-05-21
69,69,69,69,30,448.9,2023-05-21
