,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,29,441.7,2023-05-21
1,1,1,1,30,514.6,2023-05-21
2,2,2,2,30,638.5,2023-05-21
3,3,3,3,29,377.9,2023-05-21
4,4,4,4,30,532.2,2023-05-21
5,5,5,5,30,783.3,2023-05-21
6,6,6,6,30,628.0,2023-05-21
7,7,7,7,30,559.2,2023-05-21
8,8,8,8,30,499.4,2023-05-21
9,9,9,9,30,485.7,2023-05-21
10,10,10,10,28,429.4,2023-05-21
11,11,11,11,30,466.0,2023-05-21
12,12,12,12,29,334.2,2023-05-21
13,13,13,13,30,662.5,2023-05-21
14,14,14,14,30,488.9,2023-05-21
15,15,15,15,28,401.6,2023-05-21
16,16,16,16,28,387.3,2023-05-21
17,17,17,17,30,429.3,2023-05-21
18,18,18,18,29,423.3,2023-05-21
19,19,19,19,30,547.2,2023-05-21
20,20,20,20,30,596.5,2023-05-21
21,21,21,21,30,528.0,2023-05-21
22,22,22,22,26,369.9,2023-05-21
23,23,23,23,29,371.3,2023-05-21
24,24,24,24,30,524.7,2023-05-21
25,25,25,25,29,462.2,2023-05-21
26,26,26,26,26,301.9,2023-05-21
27,27,27,27,30,525.0,2023-05-21
28,28,28,28,30,441.0,2023-05-21
29,29,29,29,30,515.6,2023-05-21
30,30,30,30,30,611.8,2023-05-21
31,31,31,31,30,521.4,2023-05-21
32,32,32,32,30,434.3,2023-05-21
33,33,33,33,30,391.4,2023-05-21
34,34,34,34,30,487.8,2023-05-21
35,35,35,35,29,335.7,2023-05-21
36,36,36,36,30,542.8,2023-05-21
37,37,37,37,30,413.4,2023-05-21
38,38,38,38,29,345.6,2023-05-21
39,39,39,39,29,355.1,2023-05-21
40,40,40,40,30,412.0,2023-05-21
41,41,41,41,29,385.1,2023-05-21
42,42,42,42,29,450.7,2023-05-21
43,43,43,43,29,433.0,2023-05-21
44,44,44,44,29,448.4,2023-05-21
45,45,45,45,30,412.6,2023-05-21
46,46,46,46,30,463.0,2023-05-21
47,47,47,47,27,388.7,2023-05-21
48,48,48,48,28,267.4,2023-05-21
49,49,49,49,28,438.5,2023-05-21
50,50,50,50,30,298.9,2023-05-21
51,51,51,51,26,362.4,2023-05-21
52,52,52,52,29,330.6,2023-05-21
53,53,53,53,29,396.8,2023-05-21
54,54,54,54,25,277.3,2023-05-21
55,55,55,55,29,424.3,2023-05-21
56,56,56,56,29,335.1,2023-05-21
57,57,57,57,26,254.7,2023-05-21
58,58,58,58,28,307.3,2023-05-21
59,59,59,59,30,507.6,2023-05-21
60,60,60,60,27,259.9,2023-05-21
