,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,29,508.1,2023-05-21
1,1,1,1,1,1,1,1,1,27,435.5,2023-05-21
2,2,2,2,2,2,2,2,2,27,351.4,2023-05-21
3,3,3,3,3,3,3,3,3,26,284.3,2023-05-21
4,4,4,4,4,4,4,4,4,27,339.7,2023-05-21
5,5,5,5,5,5,5,5,5,25,277.5,2023-05-21
6,6,6,6,6,6,6,6,6,22,178.6,2023-05-21
7,7,7,7,7,7,7,7,7,26,301.1,2023-05-21
8,8,8,8,8,8,8,8,8,18,81.1,2023-05-21
9,9,9,9,9,9,9,9,9,25,292.6,2023-05-21
10,10,10,10,10,10,10,10,10,27,350.7,2023-05-21
11,11,11,11,11,11,11,11,11,25,160.2,2023-05-21
12,12,12,12,12,12,12,12,12,26,227.9,2023-05-21
13,13,13,13,13,13,13,13,13,25,304.0,2023-05-21
14,14,14,14,14,14,14,14,14,26,328.3,2023-05-21
15,15,15,15,15,15,15,15,15,29,372.5,2023-05-21
16,16,16,16,16,16,16,16,16,22,185.3,2023-05-21
17,17,17,17,17,17,17,17,17,23,141.1,2023-05-21
18,18,18,18,18,18,18,18,18,27,219.7,2023-05-21
19,19,19,19,19,19,19,19,19,23,142.3,2023-05-21
20,20,20,20,20,20,20,20,20,23,228.4,2023-05-21
21,21,21,21,21,21,21,21,21,26,321.6,2023-05-21
22,22,22,22,22,22,22,22,22,26,305.9,2023-05-21
23,23,23,23,23,23,23,23,23,22,187.8,2023-05-21
24,24,24,24,24,24,24,24,24,27,321.0,2023-05-21
25,25,25,25,25,25,25,25,25,27,321.3,2023-05-21
26,26,26,26,26,26,26,26,26,25,292.3,2023-05-21
27,27,27,27,27,27,27,27,27,21,121.6,2023-05-21
28,28,28,28,28,28,28,28,28,27,399.6,2023-05-21
29,29,29,29,29,29,29,29,29,27,293.5,2023-05-21
30,30,30,30,30,30,30,30,30,23,238.7,2023-05-21
31,31,31,31,31,31,31,31,31,15,33.0,2023-05-21
32,32,32,32,32,32,32,32,32,27,321.4,2023-05-21
33,33,33,33,33,33,33,33,33,22,94.9,2023-05-21
34,34,34,34,34,34,34,34,34,22,128.1,2023-05-21
35,35,35,35,35,35,35,35,35,25,244.7,2023-05-21
36,36,36,36,36,36,36,36,36,22,103.1,2023-05-21
37,37,37,37,37,37,37,37,37,19,119.9,2023-05-21
38,38,38,38,38,38,38,38,38,26,160.0,2023-05-21
39,39,39,39,39,39,39,39,39,11,38.8,2023-05-21
40,40,40,40,40,40,40,40,40,14,35.0,2023-05-21
41,41,41,41,41,41,41,41,41,28,311.4,2023-05-21
42,42,42,42,42,42,42,42,42,22,145.3,2023-05-21
43,43,43,43,43,43,43,43,43,25,273.5,2023-05-21
44,44,44,44,44,44,44,44,44,25,159.1,2023-05-21
45,45,45,45,45,45,45,45,45,23,179.6,2023-05-21
46,46,46,46,46,46,46,46,46,26,220.0,2023-05-21
47,47,47,47,47,47,47,47,47,24,223.0,2023-05-21
48,48,48,48,48,48,48,48,48,25,281.8,2023-05-21
49,49,49,49,49,49,49,49,49,28,348.3,2023-05-21
50,50,50,50,50,50,50,50,50,25,247.9,2023-05-21
51,51,51,51,51,51,51,51,51,25,180.4,2023-05-21
52,52,52,52,52,52,52,52,52,21,116.3,2023-05-21
