,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,527.1,2023-05-21
1,1,1,1,1,1,1,1,30,585.8,2023-05-21
2,2,2,2,2,2,2,2,30,550.2,2023-05-21
3,3,3,3,3,3,3,3,28,473.9,2023-05-21
4,4,4,4,4,4,4,4,28,465.9,2023-05-21
5,5,5,5,5,5,5,5,28,372.5,2023-05-21
6,6,6,6,6,6,6,6,27,407.0,2023-05-21
7,7,7,7,7,7,7,7,27,295.8,2023-05-21
8,8,8,8,8,8,8,8,25,311.2,2023-05-21
9,9,9,9,9,9,9,9,19,103.4,2023-05-21
10,10,10,10,10,10,10,10,21,113.9,2023-05-21
11,11,11,11,11,11,11,11,21,121.6,2023-05-21
12,12,12,12,12,12,12,12,29,461.5,2023-05-21
13,13,13,13,13,13,13,13,21,124.5,2023-05-21
14,14,14,14,14,14,14,14,30,530.0,2023-05-21
15,15,15,15,15,15,15,15,30,458.5,2023-05-21
16,16,16,16,16,16,16,16,26,260.1,2023-05-21
17,17,17,17,17,17,17,17,30,442.7,2023-05-21
18,18,18,18,18,18,18,18,23,200.9,2023-05-21
19,19,19,19,19,19,19,19,27,396.7,2023-05-21
20,20,20,20,20,20,20,20,18,87.3,2023-05-21
21,21,21,21,21,21,21,21,28,337.8,2023-05-21
22,22,22,22,22,22,22,22,30,460.6,2023-05-21
23,23,23,23,23,23,23,23,28,455.9,2023-05-21
24,24,24,24,24,24,24,24,26,314.7,2023-05-21
25,25,25,25,25,25,25,25,30,479.5,2023-05-21
26,26,26,26,26,26,26,26,25,327.3,2023-05-21
27,27,27,27,27,27,27,27,24,163.4,2023-05-21
28,28,28,28,28,28,28,28,29,354.8,2023-05-21
29,29,29,29,29,29,29,29,24,267.2,2023-05-21
30,30,30,30,30,30,30,30,10,14.8,2023-05-21
31,31,31,31,31,31,31,31,25,284.0,2023-05-21
32,32,32,32,32,32,32,32,24,247.3,2023-05-21
33,33,33,33,33,33,33,33,25,285.6,2023-05-21
34,34,34,34,34,34,34,34,27,318.3,2023-05-21
35,35,35,35,35,35,35,35,25,272.1,2023-05-21
36,36,36,36,36,36,36,36,22,175.7,2023-05-21
37,37,37,37,37,37,37,37,28,368.6,2023-05-21
38,38,38,38,38,38,38,38,17,50.1,2023-05-21
39,39,39,39,39,39,39,39,27,257.3,2023-05-21
40,40,40,40,40,40,40,40,30,438.0,2023-05-21
41,41,41,41,41,41,41,41,28,386.5,2023-05-21
42,42,42,42,42,42,42,42,26,364.5,2023-05-21
43,43,43,43,43,43,43,43,25,208.7,2023-05-21
44,44,44,44,44,44,44,44,23,151.6,2023-05-21
45,45,45,45,45,45,45,45,26,244.9,2023-05-21
46,46,46,46,46,46,46,46,29,457.9,2023-05-21
47,47,47,47,47,47,47,47,18,44.8,2023-05-21
48,48,48,48,48,48,48,48,28,442.4,2023-05-21
49,49,49,49,49,49,49,49,29,424.1,2023-05-21
50,50,50,50,50,50,50,50,18,51.9,2023-05-21
