,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,545.1,2023-05-22
1,1,1,1,1,1,1,30,617.5,2023-05-22
2,2,2,2,2,2,2,29,479.2,2023-05-22
3,3,3,3,3,3,3,30,317.9,2023-05-22
4,4,4,4,4,4,4,30,529.6,2023-05-22
5,5,5,5,5,5,5,30,565.5,2023-05-22
6,6,6,6,6,6,6,30,550.7,2023-05-22
7,7,7,7,7,7,7,30,518.8,2023-05-22
8,8,8,8,8,8,8,29,466.1,2023-05-22
9,9,9,9,9,9,9,29,348.2,2023-05-22
10,10,10,10,10,10,10,28,459.9,2023-05-22
11,11,11,11,11,11,11,28,448.0,2023-05-22
12,12,12,12,12,12,12,28,437.4,2023-05-22
13,13,13,13,13,13,13,30,570.4,2023-05-22
14,14,14,14,14,14,14,30,558.1,2023-05-22
15,15,15,15,15,15,15,29,372.8,2023-05-22
16,16,16,16,16,16,16,30,439.2,2023-05-22
17,17,17,17,17,17,17,28,370.3,2023-05-22
18,18,18,18,18,18,18,26,379.0,2023-05-22
19,19,19,19,19,19,19,28,402.7,2023-05-22
20,20,20,20,20,20,20,27,431.5,2023-05-22
21,21,21,21,21,21,21,25,181.9,2023-05-22
22,22,22,22,22,22,22,29,315.8,2023-05-22
23,23,23,23,23,23,23,29,343.2,2023-05-22
24,24,24,24,24,24,24,30,496.3,2023-05-22
25,25,25,25,25,25,25,28,398.1,2023-05-22
26,26,26,26,26,26,26,27,283.0,2023-05-22
27,27,27,27,27,27,27,28,406.5,2023-05-22
28,28,28,28,28,28,28,29,300.9,2023-05-22
29,29,29,29,29,29,29,30,411.5,2023-05-22
30,30,30,30,30,30,30,27,380.8,2023-05-22
31,31,31,31,31,31,31,30,367.5,2023-05-22
32,32,32,32,32,32,32,29,411.9,2023-05-22
33,33,33,33,33,33,33,28,432.0,2023-05-22
34,34,34,34,34,34,34,27,215.6,2023-05-22
35,35,35,35,35,35,35,28,403.3,2023-05-22
36,36,36,36,36,36,36,30,439.6,2023-05-22
37,37,37,37,37,37,37,28,404.8,2023-05-22
38,38,38,38,38,38,38,30,411.5,2023-05-22
39,39,39,39,39,39,39,28,309.6,2023-05-22
40,40,40,40,40,40,40,27,349.8,2023-05-22
41,41,41,41,41,41,41,28,335.2,2023-05-22
42,42,42,42,42,42,42,30,451.5,2023-05-22
43,43,43,43,43,43,43,30,491.4,2023-05-22
44,44,44,44,44,44,44,27,339.6,2023-05-22
45,45,45,45,45,45,45,27,340.0,2023-05-22
46,46,46,46,46,46,46,29,329.5,2023-05-22
47,47,47,47,47,47,47,28,334.4,2023-05-22
48,48,48,48,48,48,48,30,377.7,2023-05-22
49,49,49,49,49,49,49,27,329.0,2023-05-22
50,50,50,50,50,50,50,29,333.4,2023-05-22
51,51,51,51,51,51,51,29,275.5,2023-05-22
52,52,52,52,52,52,52,29,451.5,2023-05-22
53,53,53,53,53,53,53,30,503.3,2023-05-22
54,54,54,54,54,54,54,30,532.7,2023-05-22
55,55,55,55,55,55,55,29,357.9,2023-05-22
56,56,56,56,56,56,56,30,387.9,2023-05-22
57,57,57,57,57,57,57,28,275.9,2023-05-22
